x,y,labels,doc_top,topic
4.3766823,5.907475,7,60,3
0.08662039,4.942014,71,16,2
-0.7007002,10.342919,36,56,7
-0.17200413,7.344494,73,85,4
-0.25819543,7.832864,73,24,4
3.6241674,9.851225,102,0,0
-2.456531,6.2524166,10,2,9
2.1882958,9.271616,99,52,0
0.22334787,8.7758255,90,94,5
3.9486742,7.3954062,15,7,3
4.083934,9.603021,102,0,0
2.6834104,12.085044,38,60,3
-1.3132105,10.344652,36,17,7
0.5222203,5.0615897,84,54,2
3.61155,9.68446,102,0,0
2.9339235,4.10959,76,86,1
0.8113089,5.3644943,83,62,2
-0.23544104,7.4703674,73,24,4
0.98640364,4.8009887,69,14,2
0.61140084,12.754406,6,101,6
0.82707065,7.974043,86,36,5
4.22217,7.375704,15,2,9
1.5739415,8.512227,80,21,5
1.307096,6.860954,92,41,2
3.4465096,3.9289775,75,86,1
-0.78170896,7.78538,94,10,4
3.0630472,4.5596275,77,59,3
-0.24999036,7.782858,73,24,4
3.8443077,9.468032,102,0,0
-0.38233897,7.1899977,72,100,4
-0.48720038,6.510083,89,10,4
-1.2149199,11.108695,33,29,8
-0.32440212,12.249091,13,19,0
1.7330079,11.4688835,41,12,0
-1.3633819,10.266939,36,17,7
-1.2582481,7.567392,95,59,3
0.4255197,7.365006,81,2,9
-3.0211961,6.3612695,10,2,9
-0.06637398,5.713638,87,23,2
-2.5971136,8.09718,2,66,5
1.09716,6.251714,93,4,2
0.23667292,5.498847,82,23,2
1.1462286,6.5220623,93,4,2
0.42498243,10.252748,20,50,7
-0.4482941,7.9634953,73,15,4
3.2690113,3.7547889,75,28,1
-1.4716375,8.401389,29,15,4
0.91074085,8.365211,86,46,5
2.1068957,4.05777,59,32,1
-2.9991038,6.3190517,10,2,9
0.9867211,5.327091,83,14,2
-1.9983602,5.9624405,10,2,9
-0.11191576,9.264715,20,79,5
5.927733,9.116821,1,104,4
-1.4327037,5.932043,5,46,5
0.2572587,8.7019,90,94,5
4.21953,7.5228634,15,7,3
3.1008158,3.6846085,75,28,1
-1.4157636,9.608155,27,37,8
2.2490468,11.997374,38,8,6
-0.19602391,7.723344,73,24,4
2.0928917,3.2512903,52,32,1
2.1204853,9.375021,99,52,0
-0.13148385,9.4417925,20,88,4
-0.36147302,7.8449483,73,24,4
2.3944707,7.4377775,43,13,5
3.1675162,10.559513,22,32,1
3.351198,5.76088,46,1,3
2.5174527,3.5811849,53,67,1
1.2073368,10.655313,26,65,0
2.9025943,5.7762523,46,1,3
5.9256144,9.11637,1,104,4
-0.64337415,8.361118,51,82,4
-0.76864076,6.9725614,89,10,4
1.0409684,6.204161,93,4,2
2.153343,3.9530091,59,80,1
-2.229303,6.192638,10,2,9
0.56660354,4.8910346,84,54,2
1.5665139,13.104726,3,76,7
-2.8772156,6.2113,10,2,9
2.379849,3.5562985,53,67,1
1.5570875,5.1136603,30,24,4
2.4354687,3.6851344,53,67,1
-2.0299544,8.819303,12,93,4
-0.9119983,8.797528,48,102,4
2.291171,7.4793773,43,13,5
1.8895031,8.600922,80,21,5
-2.4005878,6.172494,10,2,9
3.4850035,10.935487,23,26,0
3.3789542,9.843383,102,0,0
-0.40957326,12.192719,13,19,0
0.27412724,11.098067,24,53,7
0.018741338,8.269874,91,47,5
-2.1129382,8.695555,12,93,4
-1.0015022,10.560841,36,17,7
0.84166765,7.8330984,86,63,5
4.4012866,4.630642,57,9,1
0.8630751,10.5329485,26,84,4
3.6518757,5.700745,46,1,3
-1.4324352,7.4796686,95,6,4
3.0723355,4.5065045,77,20,1
0.58117056,6.8552394,85,49,2
-1.3411928,8.3595495,29,15,4
1.1228781,6.3286653,93,4,2
-3.0972254,6.094366,10,40,1
-0.4025403,10.966161,35,22,7
3.7559588,7.414162,14,28,1
1.4940153,8.510199,80,21,5
2.4069688,8.348809,67,0,0
3.5137947,5.6096196,46,1,3
3.2284207,3.7359684,75,28,1
1.5414357,11.68998,41,3,6
-1.2716753,7.603797,95,40,1
2.7746027,5.90671,46,1,3
5.434959,7.7081094,4,0,0
-1.9020888,10.209538,34,33,8
1.3033868,4.8067665,69,92,2
3.427109,10.934991,23,26,0
3.164375,4.514296,77,61,1
-1.2429644,11.136367,33,6,4
-0.76653266,6.685304,89,10,4
-1.9959426,6.1689997,10,2,9
2.2474139,12.143683,38,8,6
3.1462245,3.5063639,75,35,1
3.077971,4.656737,77,20,1
0.42270243,7.2352605,81,95,1
-1.4849764,5.9521074,5,46,5
0.15671094,9.798979,20,27,7
1.3127215,7.8462567,55,63,5
-2.8670425,6.3514,10,85,4
-1.498654,11.418893,32,58,8
-0.28907445,7.1055136,72,10,4
1.1324581,9.303379,98,5,5
5.9222546,9.11834,1,104,4
1.5949464,13.1244335,3,76,7
3.8761802,6.009469,46,1,3
-1.742728,9.750208,34,33,8
2.087085,3.9314258,59,80,1
-2.6089134,7.9739122,2,66,5
4.1261196,7.0453787,15,83,3
3.4030738,10.9135065,23,26,0
3.8075771,5.986505,46,1,3
3.4816022,9.413595,102,0,0
2.9009478,5.93535,46,1,3
2.7807915,4.111771,76,48,1
3.8894935,11.080107,16,81,0
3.8805177,3.7335978,61,11,1
0.018065086,8.339051,91,87,5
3.8278172,9.785998,102,0,0
-0.74920744,6.775384,89,10,4
-1.2026672,11.073014,33,29,8
2.1479077,3.1703322,52,32,1
2.3971353,8.44108,67,84,4
2.637972,4.602362,78,20,1
5.978099,7.681088,4,42,5
-3.0615933,6.442343,10,2,9
1.8553141,10.034079,79,70,3
-1.4695958,8.606359,29,15,4
3.3859842,10.917432,23,26,0
3.558127,9.676349,102,0,0
0.37727544,8.349462,90,79,5
1.7563194,11.74089,41,3,6
0.12581751,5.0018196,71,16,2
3.112256,3.5322433,75,35,1
1.1304793,6.2710013,93,4,2
1.6479225,3.7873743,17,80,1
1.4870058,7.648755,56,99,4
-2.942113,6.4725647,10,2,9
1.9177423,11.329749,41,3,6
4.04278,3.9105392,61,11,1
-2.5854385,5.9174933,10,2,9
-0.4022049,12.365223,13,19,0
-0.12855156,12.07077,13,19,0
-0.30249238,7.856758,73,24,4
4.1373577,9.701566,102,0,0
0.4594971,9.679076,20,27,7
1.1601515,5.280658,83,14,2
2.4473789,3.6299322,53,67,1
0.16113035,7.959715,91,47,5
0.40416595,7.2694035,81,95,1
3.7513716,5.8062577,46,89,7
4.3350067,4.80984,57,9,1
0.54387325,6.8451304,85,49,2
-1.4089848,9.475009,27,37,8
-2.6752748,6.140483,10,2,9
-2.090678,6.0003133,10,2,9
0.5642829,10.698796,31,45,7
3.029982,3.7600758,75,28,1
-0.9378948,7.2446947,88,6,4
3.4632165,5.128406,49,30,1
4.5164447,3.7527053,60,11,1
3.2047427,9.392524,102,12,0
2.9615092,8.68722,68,78,0
-0.13524397,7.4638486,73,24,4
2.0766585,3.2988403,52,32,1
2.9031997,5.851943,46,1,3
0.15765096,8.182819,91,47,5
0.205207,6.5309978,44,92,2
0.26334324,11.128465,24,43,7
2.6185029,5.8739386,46,1,3
3.6730525,9.7297125,102,0,0
-0.18090281,6.2884145,89,54,2
4.32787,5.092033,57,9,1
1.8756142,11.148061,41,3,6
3.7500374,9.477873,102,0,0
0.5386032,9.781548,20,27,7
-0.098630905,10.551745,31,97,8
-0.23320992,4.8648047,70,16,2
3.3712928,3.9345553,75,28,1
1.2868878,9.326135,98,5,5
3.1801429,3.4294672,75,35,1
3.9254048,4.755173,58,39,1
-0.20118217,4.7164316,70,16,2
-0.20816329,9.382634,20,105,2
5.894458,9.109941,1,104,4
3.6502948,6.0002694,46,1,3
2.3489182,9.57446,99,0,0
0.801983,11.992486,41,89,7
-0.6317802,12.276212,13,19,0
2.9662278,5.9120045,46,55,3
1.3820437,11.808156,41,104,4
2.3906946,11.939049,38,8,6
4.1746244,9.662697,102,46,5
3.6553297,3.3306296,54,18,1
-0.7134095,6.782321,89,10,4
-1.6334225,11.505387,32,58,8
2.4668558,11.874526,38,8,6
4.371755,4.893602,57,9,1
-2.6030633,7.9759827,2,66,5
0.08902916,8.030614,91,47,5
3.6437323,9.616249,102,0,0
2.055803,6.213781,46,40,1
-0.17287368,7.8556676,73,24,4
-2.3867376,5.7724633,10,1,3
1.3674339,10.67231,26,8,6
4.1465926,3.9934418,61,11,1
2.967179,9.1769,100,0,0
2.062923,8.672145,80,21,5
1.5021203,9.552442,97,5,5
-0.8661215,10.34981,36,17,7
0.1423285,9.7596035,20,32,1
0.6030758,6.742742,85,100,4
4.1202364,7.4914994,15,34,0
2.2199128,4.046229,59,30,1
3.7548432,3.8256824,61,18,1
2.7547715,6.1160693,46,1,3
0.62222713,9.780066,20,27,7
1.6034288,8.421435,80,21,5
-2.1042242,8.687489,12,93,4
0.9288349,4.8353124,69,14,2
-2.8562005,5.7507977,10,2,9
-2.7529106,5.5177455,10,2,9
-1.5671053,8.577017,29,2,9
-0.3721852,6.6065774,89,10,4
-0.041041967,5.839881,87,23,2
-0.10795207,9.778792,20,33,8
3.750089,9.715023,102,0,0
1.9074343,10.198707,79,68,0
3.1210933,5.915742,46,1,3
3.2910495,8.511308,68,25,0
1.5368936,11.667178,41,3,6
-1.4659418,8.334491,29,15,4
-0.6341519,10.945348,35,29,8
-2.7785723,6.2573695,10,2,9
2.642566,4.5863442,78,20,1
-0.5981308,8.395763,51,82,4
2.8581781,9.712973,103,44,0
0.098977946,10.516074,31,45,7
-2.527601,5.751479,10,2,9
1.1345452,6.5623918,93,4,2
-0.49444234,11.056605,35,22,7
2.1380842,9.382897,99,52,0
2.386593,9.080502,96,38,5
0.32208544,10.342801,20,50,7
-1.6243322,11.476802,32,58,8
3.0208056,8.656653,68,0,0
1.2199037,6.4562573,93,4,2
-0.14489122,10.468733,31,97,8
3.090323,6.2468762,40,55,3
2.725272,5.701087,46,1,3
4.15724,5.16268,57,9,1
-0.97925496,7.2533355,88,6,4
3.5496154,9.610382,102,0,0
2.147039,7.6688776,43,12,0
-0.28630462,12.199808,13,19,0
-0.21173944,7.116141,72,5,5
-0.7667995,9.088862,47,77,0
4.349103,5.277579,57,9,1
-1.3608116,7.163967,95,6,4
2.966616,3.9230018,76,86,1
0.9771124,6.5427046,93,4,2
0.7952361,7.8979106,86,100,4
2.5186713,5.8357563,46,1,3
3.9426253,7.380788,15,7,3
-0.37310812,9.327245,20,105,2
2.1541076,4.1617126,59,30,1
4.0607247,8.30216,11,73,0
-0.4050316,7.7569227,73,54,2
2.876621,4.8612638,65,48,1
1.4231304,6.7928762,92,41,2
4.1887407,5.1686115,57,9,1
-2.3507557,5.889097,10,2,9
-2.7308345,5.453714,10,2,9
0.28457636,5.46932,82,62,2
-2.8342888,6.2005363,10,2,9
2.3165283,9.010067,96,6,4
3.8432283,9.7330885,102,0,0
2.967174,7.6104774,63,13,5
-1.4677715,8.3188505,29,15,4
1.3604528,11.715801,41,3,6
0.7321489,6.851032,85,10,4
1.6459223,11.702195,41,3,6
-2.8371606,6.872951,9,2,9
-0.8160003,7.7707267,94,71,4
2.1668706,6.0382094,46,55,3
-0.4913874,11.119986,35,31,6
3.718525,9.471806,102,0,0
1.9129331,11.359718,41,3,6
1.5682144,8.521929,80,21,5
1.6397897,9.517788,97,5,5
1.5980681,9.570471,97,5,5
3.7010748,3.3451674,54,18,1
-0.76854795,11.821442,13,22,7
3.0763075,4.525609,77,59,3
3.56666,9.724294,102,0,0
5.9463687,7.705778,4,42,5
-2.5069337,6.0617213,10,2,9
-2.8469064,6.822155,9,2,9
-2.7787647,6.83893,9,2,9
2.8148746,5.748664,46,1,3
-1.4841306,8.376979,29,15,4
1.5430782,11.780253,41,3,6
4.3381505,4.676917,57,9,1
-0.6815289,8.257794,51,82,4
-0.7277354,10.457429,36,56,7
-1.5329846,7.300509,95,6,4
1.1160699,11.918722,41,3,6
-1.3551308,8.877723,29,15,4
2.4002457,3.5569673,53,67,1
1.0277501,8.312248,86,38,5
-0.9974627,11.288359,33,29,8
2.1835892,5.5974817,45,1,3
3.6930208,9.658787,102,0,0
4.1290555,8.281096,11,73,0
1.9307911,11.648314,41,25,0
2.488402,12.027894,38,8,6
3.480946,7.3823314,14,70,3
3.4577074,9.7550535,102,0,0
-1.715412,9.845666,34,33,8
-0.92898166,7.2428746,88,10,4
3.1244884,6.437101,40,55,3
-0.097696654,9.89249,20,27,7
4.1198764,7.1701255,15,7,3
3.4276175,10.905085,23,26,0
4.036783,9.646896,102,0,0
1.5599934,13.133452,3,76,7
3.3282893,11.005977,23,0,0
4.3394175,10.858101,8,90,0
2.6313334,5.462343,46,1,3
1.1305661,9.177338,98,5,5
2.3573277,6.3526254,46,1,3
2.5257251,2.9056263,21,103,1
-2.0303946,6.4261394,10,24,4
0.40015218,9.696025,20,27,7
0.89407635,10.012479,19,53,7
-2.9021904,6.2860327,10,2,9
2.6582887,6.0736356,46,19,0
-0.8254797,10.214509,36,43,7
2.874291,5.729515,46,20,1
4.28793,5.158877,57,9,1
-0.88802755,7.0264716,88,10,4
-1.2715371,8.001139,74,0,0
-1.6007084,7.142848,95,6,4
0.15812369,6.732307,44,50,7
-0.67093784,10.28988,36,56,7
-2.124096,8.707461,12,93,4
4.4034905,5.9409018,7,60,3
4.0782614,10.173635,101,0,0
-2.6680944,5.5744376,10,2,9
0.7882191,11.804653,41,31,6
3.0641563,7.6679955,63,13,5
-0.17628928,4.74371,70,16,2
-2.9453435,6.343405,10,2,9
1.8684598,4.9072027,30,57,1
0.31013343,11.777661,18,31,6
3.1840243,10.715664,22,26,0
1.2819854,9.281775,98,5,5
-0.42120054,6.4249687,89,10,4
2.1760988,3.2773101,52,32,1
3.269614,3.8610675,75,28,1
3.7476606,3.271099,54,18,1
1.2423762,6.7129765,92,41,2
-0.19308986,7.526114,73,24,4
0.26092988,11.20735,24,43,7
3.4396186,10.920844,23,26,0
3.0342364,8.669263,68,0,0
3.2430804,10.440432,22,0,0
0.15702258,10.083314,20,22,7
4.0198965,9.650904,102,0,0
2.6647136,4.695739,78,61,1
3.5137947,5.776221,46,1,3
-2.7258568,6.0782566,10,2,9
3.1207376,9.873463,102,0,0
2.1783273,6.1101847,46,52,0
-0.26002014,4.7857566,70,16,2
-0.38416183,11.440212,28,89,7
-0.27634892,4.857669,70,16,2
2.1455424,4.910365,30,14,2
0.9465152,8.334288,86,78,0
-0.59514785,6.6325345,89,10,4
-0.22813751,7.0080347,72,92,2
3.795132,3.2550235,54,18,1
-2.8007374,5.433852,10,26,0
3.9887154,9.502593,102,0,0
3.0397158,4.5125427,77,48,1
3.8820236,6.005755,46,1,3
-2.5049307,8.145126,2,68,0
-0.91178185,10.452574,36,33,8
0.06345925,8.208465,91,87,5
-1.8229493,10.224553,34,33,8
-0.8892059,6.8864956,89,10,4
1.3884624,6.808587,92,41,2
-1.6145175,7.039722,95,6,4
2.595739,8.365346,67,90,0
4.2643647,10.10721,101,0,0
2.3842175,5.9746776,46,24,4
-1.3969934,7.2880764,95,6,4
-0.49870548,11.148912,35,22,7
1.992082,10.096909,79,70,3
1.2719345,9.388114,98,5,5
0.41530427,7.2154136,81,95,1
4.252367,9.419442,102,0,0
3.003963,7.9488053,64,25,0
-2.5979075,7.9678946,2,66,5
3.899316,3.780941,61,35,1
-1.2129883,11.186845,33,29,8
2.8770173,9.634412,103,0,0
-0.4985537,12.279543,13,19,0
-2.9105437,6.3988028,10,2,9
-0.38810167,12.270184,13,19,0
3.543041,9.435822,102,0,0
2.310514,6.1680183,46,7,3
3.1552854,5.4571767,46,59,3
-0.94393325,7.2897043,88,6,4
3.0271664,6.0097356,46,1,3
5.9210024,9.12816,1,104,4
3.9218214,9.495845,102,0,0
2.0698094,4.997362,30,57,1
2.341356,3.9484825,59,32,1
2.7228653,4.193041,76,20,1
2.683659,4.6232457,78,20,1
0.36700073,11.57464,18,31,6
1.9516519,10.148396,79,83,3
-0.9713149,7.2577133,88,10,4
3.990539,4.6513934,58,39,1
4.2460527,9.418129,102,0,0
1.979149,10.120119,79,105,2
2.859751,7.5397487,63,13,5
3.8730676,11.068558,16,81,0
-0.268256,12.241738,13,19,0
-0.1798407,6.1998615,89,52,0
-0.8235853,7.8451138,94,71,4
4.2756677,5.1553936,57,9,1
2.8503265,5.850639,46,1,3
-0.27087072,4.909672,70,16,2
-0.6463179,11.010903,35,22,7
1.2852076,9.147634,98,5,5
4.3411007,10.093128,101,0,0
3.227708,5.8230166,46,1,3
-0.39511096,11.454136,28,89,7
3.9070082,9.548382,102,28,1
5.9336753,9.119847,1,104,4
-1.4125346,10.284804,36,17,7
1.0435807,4.8764253,69,14,2
0.0003976229,8.138448,91,47,5
4.2663636,10.930329,8,90,0
4.1784525,9.65535,102,0,0
1.0619845,8.330306,86,6,4
-2.2024508,6.0224686,10,2,9
-1.3759553,10.916776,33,29,8
1.2510155,11.888015,41,3,6
2.2276015,5.9748073,46,1,3
1.8820872,5.1251,30,60,3
4.3124776,5.091434,57,9,1
1.5418434,8.723289,80,21,5
1.5157073,9.505375,97,5,5
3.116523,5.986982,46,57,1
4.1095257,8.268122,11,73,0
2.6385553,4.5783067,78,20,1
1.3335905,9.259296,98,5,5
0.3220814,8.334702,90,66,5
-0.6366726,11.080772,35,2,9
0.5391989,7.2275023,81,95,1
3.8379316,9.717454,102,0,0
4.2524314,7.361438,15,7,3
4.3508325,10.893204,8,90,0
2.3509443,7.357772,43,13,5
3.0241027,5.840387,46,1,3
-0.9151159,6.7126527,89,10,4
-0.2259072,8.588572,50,36,5
2.1262915,9.362226,99,52,0
1.5437138,13.05696,3,76,7
5.898856,7.703386,4,42,5
0.29253358,7.839264,91,47,5
-0.79039294,7.647923,94,62,2
-1.9847835,6.076271,10,2,9
-3.025957,6.085709,10,2,9
-0.7984322,10.336545,36,22,7
-0.45574737,5.210155,66,92,2
-1.3866458,8.078172,74,2,9
2.9963238,5.9188776,46,1,3
-2.8579788,6.1585197,10,2,9
-3.1244354,6.120406,10,40,1
3.7813716,9.774778,102,0,0
-2.9780385,6.175372,10,2,9
4.337335,5.0710664,57,9,1
2.4526172,7.4269695,43,13,5
-0.8152759,10.328665,36,56,7
-2.376603,5.8764076,10,2,9
1.4822431,7.7506104,56,63,5
-1.4119074,7.5145173,95,6,4
3.1377075,3.8096755,75,28,1
-2.1176739,5.97635,10,34,0
3.489666,5.3170595,49,39,1
-2.2856395,6.048032,10,2,9
-2.198801,6.436203,10,2,9
-1.2745686,11.039071,33,29,8
2.1125345,3.21143,52,32,1
1.963791,11.303977,41,51,0
0.8330689,11.933652,41,31,6
-3.14075,6.0127735,10,2,9
4.109849,10.211224,101,0,0
2.009234,10.137432,79,83,3
-3.063544,6.4348097,10,2,9
3.297497,8.698967,68,25,0
2.9162993,4.0983243,76,20,1
0.3250175,7.146343,81,40,1
1.0512233,11.900473,41,64,6
1.8354193,10.17096,79,38,5
2.9207256,9.292906,100,0,0
3.5740724,9.834894,102,0,0
3.6962364,5.9056377,46,1,3
3.0305333,9.296083,100,0,0
3.376053,9.78716,102,0,0
3.0655115,9.228608,100,0,0
4.375247,5.0743117,57,9,1
-2.574977,7.9038053,2,66,5
2.9358907,5.825911,46,1,3
1.0597843,6.0738916,93,4,2
1.6488403,8.633328,80,21,5
-2.5970674,5.9727216,10,2,9
0.94437385,5.303842,83,30,1
2.169401,5.3903246,45,61,1
3.792075,3.2652373,54,18,1
2.4403908,6.1582465,46,1,3
0.7517815,6.7070556,85,49,2
-1.4837255,5.712898,5,2,9
1.0390613,6.1552086,93,4,2
3.1592796,5.756349,46,1,3
-0.9754394,10.361389,36,104,4
-2.796589,6.892739,9,2,9
-2.6092665,6.1398463,10,2,9
1.1119168,6.19708,93,4,2
3.5215936,5.6220922,46,48,1
5.9493027,7.681172,4,42,5
3.4226656,9.582342,102,0,0
3.0082262,5.9324107,46,1,3
1.5519382,11.741488,41,3,6
5.9068937,7.6560187,4,42,5
-1.2823563,11.215214,33,29,8
2.7101676,4.564672,78,20,1
0.38411814,9.913846,20,27,7
1.6246613,8.745137,80,46,5
1.0283797,9.323628,98,5,5
3.6168516,9.712234,102,0,0
-2.6023905,6.2390614,10,2,9
3.7250435,9.576149,102,0,0
-0.24739558,8.663564,50,36,5
2.2564418,7.525336,43,44,0
-0.6557456,10.83073,35,22,7
0.061155327,6.099559,89,23,2
3.805392,3.4256759,54,18,1
0.2064193,5.4260063,82,97,8
-2.6308963,5.8106666,10,2,9
3.0110455,4.982941,65,61,1
-1.3669338,7.150047,95,6,4
5.913192,9.11034,1,104,4
2.4973226,5.9386196,46,1,3
3.6503065,9.388905,102,0,0
0.31963566,10.334369,20,50,7
-1.3885694,7.1715975,95,6,4
1.9942771,7.6589656,43,13,5
-0.34673613,10.788885,35,30,1
2.4738073,8.322646,67,46,5
0.29856077,7.900906,91,47,5
-1.662593,7.080358,95,6,4
4.128941,10.1156435,101,0,0
-0.53180987,10.997454,35,22,7
-1.2876164,10.837891,33,29,8
0.57326645,10.775593,31,27,7
-0.9605731,7.365365,88,6,4
