Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Femenino,37,Internacional,Muy bueno,4,87,"""Worth visiting""","""I loved the amazing building where he spent the first 6 years of his life. More artwork would've been good but even the house worth a visit.""",Inglaterra,Inglés,PC,30/4/2016
Masculino,40,Internacional,Regular,3,56,"""Worth a visit""","""The entry fee is very affordable (cheap) so you are taking little risk. It apparently is the place where Diego spent the first 6 years of his life, but you really don't see anything personal about that. There are a few floors of his works - but mostly smaller pieces and none of his murals. If you are pressed for time, I would pass on this. If you have the time - stop in.""",Estados Unidos,Inglés,PC,29/4/2016
Masculino,33,Internacional,Muy bueno,4,80,"""Spring Break""","""This was my first time here. Interesting art work some of which is his work. Didn’t pay too much attention to the other artists work. Great layout of the house, just wished they gave more information on Diego Rivera’s work.""",Estados Unidos,Inglés,Móvil,28/4/2016
Masculino,43,Internacional,Excelente,5,74,"""Excellent replication of early living and art work""","""Great Museum and replica pieces of early home of Rivera. Kudos to the family of Diego Rivera to offer this wonderful Museum and pieces of art work. Rivera was the ""real deal"" for Spanish artists, encompassing several periods of art.""",Estados Unidos,Inglés,PC,27/4/2016
Femenino,31,Nacional,Excelente,5,22,"""Casa Diego Rivera""","""Están muebles de la época, pinturas del artista. Es un edifico de 3 nivel donde recorres párate de la historia de el.""",México,Español,Móvil,26/4/2016
Femenino,54,Internacional,Regular,3,33,"""Somewhat interesting but not high on my list of have to go to it""","""I enjoyed my visit but there are several other museums in Guanajuato I would visit first. I found the flow of the museum a bit disconcerting and many of the pieces underwhelming.""",Estados Unidos,Inglés,PC,25/4/2016
Femenino,,Internacional,Excelente,5,1,"""Great Museum""","""Really enjoyed. Interesting to hear of Diego Rivera's youth. Some art work is not original but a very good exhibit. Very inexpensive. Be prepared to go up 3 flights.""",Estados Unidos,Inglés,Móvil,24/4/2016
Femenino,29,Internacional,Muy bueno,4,16,"""Not flashy, just plain good""","""My friend and I, both artists, loved this quiet house museum just down the road from the university in old Guanajuato. For those that like time travel, you will enjoy getting a feel for the childhood of Mexico’s most successful early 20th century artist/firebrand. This is not a spot for famous paintings, but very nice drawings including some from student days.""",Estados Unidos,Inglés,Móvil,23/4/2016
Femenino,61,Internacional,Muy bueno,4,62,"""Hello Mr Diego""","""Great museum and gallery. Definitely a must see!! We spent a couple of hours and having English signage added to our experience!""",Canadá,Inglés,Móvil,22/4/2016
Masculino,68,Internacional,Muy bueno,4,104,"""Worthwhile Visit""","""On a busy Saturday, this was a bit of a haven from the crowded streets. A bit off the beaten track, for MXP25, one gets to visit the birthplace of Diego Rivera. It is an interested home but the highlight is early works by Rivera, David Siqueiros, and Orozco - - 3 of Mexico's most renowned muralists.""",Canadá,Inglés,Móvil,21/4/2016
Femenino,51,Internacional,Muy bueno,4,844,"""A MUST VISIT!""","""This was one of the first places I visited during my trip to Guanajuato. It was one of the best experiences I had. I loved how they represent and show the furniture in each room. This was the house where the famous painter was born. The whole three story house is very well mantained. You can not miss a visit to this attraction when you travel to Guanajuato. Fee for entrance US$3.00.""",Guatemala,Inglés,PC,20/4/2016
Femenino,36,Nacional,Muy bueno,4,83,"""Visita obligada al museo de Diego Rivera""","""Es la casa donde nació Diego Rivera, con algunas obras auténticas, bocetos y dibujos de Diego, de Siqueiros y algunas otras obras de otros artistas de la época.""",México,Español,PC,19/4/2016
Femenino,,Internacional,Muy bueno,4,7,"""Beautiful house""","""We liked this museum although a little disappointed there wasn’t more of Rivera’s artwork. The house was awesome and must have been incredible in its day. A life sized copy of one of Diego’s famous murals was displayed & had a key below it with explanations about the people dipicted, which was great. Overall, interesting.""",Canadá,Inglés,Móvil,18/4/2016
Masculino,58,Internacional,Regular,3,93,"""Missed opportunity""","""Very nice building, where Diego Rivera was born. 3 or 4 floors with exhibitions and on the top you can listen an audio from a famous picture. My kids were bored and the museum missed an opportunity to offer better explanation from the good exhibition they offer.""",Chile,Inglés,Móvil,17/4/2016
Masculino,69,Internacional,Muy bueno,4,361,"""Interesting configuration of the building""","""There is an elevator in a remodeled old building. Not a large museum but interesting and worth a visit. Maybe an hour should do it.""",Estados Unidos,Inglés,PC,16/4/2016
Femenino,38,Nacional,Muy bueno,4,34,"""Parada obligada""","""La casa donde se crio el guanajuatense mas famoso, Diego Rivera, bien mantenida con exposicion permamente de autores de la zona. Parada obligada.""",México,Español,PC,15/4/2016
Masculino,45,Nacional,Regular,3,78,"""You won't see his work that much""","""It costs 25 pesos. So which is cheap. For that cost I think this is acceptable even though there is not so many his works.""",México,Inglés,PC,14/4/2016
Femenino,70,Internacional,Regular,3,1895,"""Wouldn't Rush Back!""","""Was disappointed in that there was very little of Rivera's artwork and no examples of his murals here. It was more a historical review of his life and a recreation of his childhood home. Interesting but not a ""must see""!""",Estados Unidos,Inglés,PC,13/4/2016
Masculino,38,Nacional,Muy bueno,4,36,"""Great Diego for starters""","""Very well maintained, clean, well directed, at first it can be confusing which way to go, but you'll find your way around, please read the history notes to find the meaning of each room. Downsides are that only the first floor is historical recreations, the remaining floors are more educational briefings and art galleries. Should have more copies of Diego's work and pictures of his early work, most documented frames are from childhood and old age, barely anything from his real moments in history as a controversial painter with Frida.""",México,Inglés,Móvil,12/4/2016
Femenino,46,Internacional,Regular,3,332,"""Only For Diego Rivera Addicts""","""First this is a recreation of the home that Diego Rivera lived in when he was a child.There is a courtyard and a new building. The first floor contains paintings by Diego when he was a young child. These are very realistic and are traditional subjects. While well executed there is no glimpse of the future muralists. The majority of the art is not that of Diego Rivera and Frida Kahlo never visited this childhood city. If you have a morning it is interesting to see the first floor paintings but I think this are really for fans of his work or art history majors. The entire museum takes about an hour to go through.""",Estados Unidos,Inglés,PC,11/4/2016
Masculino,42,Nacional,Muy bueno,4,78,"""Muy completo y con diversidad en sus exposiciones""","""Disfrutamos mucho recorrer este museo y nos gustó mucho su contenido y exposiciones. Muy completo, variado e interesante. Además, el inmueble es en si algo para visitar.""",México,Español,PC,10/4/2016
Masculino,32,Internacional,Regular,3,127,"""Interesting but disappointing""","""I enjoyed my visit and Diego Rivera’s life story is compelling. However, I was disappointed by the limited amount of art by Diego Rivera that the museum held- which is what I went there to see!! There was more art by other artists.""",Estados Unidos,Inglés,Móvil,9/4/2016
Femenino,41,Nacional,Excelente,5,24,"""Muy recomendable""","""Es muy bonita la casa y se exponen algunas obras muy buenas, que te invitan a conocer más en profundidad al artista.""",México,Español,Móvil,8/4/2016
Masculino,65,Internacional,Regular,3,94,"""Very little of Diego Rivera's art""","""One of the ""must do"" activities in town , partly because there really isn't much else available. don't expect to see very much of Rivera's art--there isn't any. But the house is interesting by itself.""",Inglaterra,Inglés,PC,7/4/2016
Femenino,44,Nacional,Excelente,5,148,"""Museo favorito en Guanajuato""","""Tanto por como ordenan las exposiciones, así como la manera en que tienen ambientada la casa para mí es el museo que no te puedes perder en Guanajuato.""",México,Español,Móvil,6/4/2016
Masculino,30,Nacional,Muy bueno,4,63,"""MUSEO CON MUCHA HISTORIA""","""Debes ir cómodo, el museo costa de 3 pisos en el primero apreciarás muebles que Te transportarán a la época de Diego Rivera, también encontrarás en un balcón adentro a Frida y Diego con quienes podrás tomarte fotos, en el segundo piso cuadros de Diego Rivera y sus contemporáneos, en el tercer piso exposiciones de artistas modernos. Sólo cobran el acceso a adultos. Fue la casa de Diego Rivera y su hija fue quien lo convirtió en museo.""",México,Español,Móvil,5/4/2016
Femenino,24,Nacional,Excelente,5,10,"""Excelentes exposiciones""","""El recinto no solo contenía obra plástica de Diego Rivera, tenía dos exposiciones extras y algo que agradecí es que tenían una Expo de un artista plástico actual ""Ramlo"" Muy buen trabajo al amueblar con materiales que te transportan a la infancia de uno de los grandes muralistas de México. Buen precio con credencial de estudiante.""",México,Español,Móvil,4/4/2016
Masculino,39,Internacional,Muy bueno,4,6,"""Buen museo""","""Un buen museo al que vale la pena asistir, ademas de la sobras de Diego Rivera, tambien las exhibiciones de otros artistas tanto actuales como no tan actuales :)""",Perú,Español,PC,3/4/2016
Masculino,43,Internacional,Excelente,5,20,"""Very quaint and charming museum""","""Was a very nice experience being able to wander around the former home at your own pace. Lots of art work and a nice glimpse of history.""",Estados Unidos,Inglés,PC,2/4/2016
Femenino,53,Nacional,Excelente,5,81,"""Interesante""","""Vine a pasar un par de días a Guanajuato y vi la casa donde nació el pintor Diego Rivera, que ahora es museo. Es una hermosa y grande casa color rojo quemado, que está a solo una cuadra de la catedral de Guanajuato y a dos cuadras del Teatro, por lo que puede uno ir a pie, si se encuentra en el centro histórico de la Ciudad. A unas tres cuadras más abajo, se encuentra la Alhóndiga de Granaditas. La calle donde está ubicada, es muy angosta y también las banquetas. Lo mejor es dejar el auto en el estacionamiento Alonso y caminar.""",México,Español,Móvil,1/4/2016
Masculino,,Nacional,Excelente,5,14,"""Bonito""","""Desafortunadamente a pesar de ser la casa real de Diego Rivera de cuando era niño, había más obras de Artistas invitados que de Diego Rivera, per aún así es una visita recomendada y disfrutable.""",México,Español,Móvil,31/3/2016
Masculino,27,Internacional,Excelente,5,59,"""Beautifully preserved!""","""As everyone should know, Diego Rivera was married to Frida Kahlo. An incredible house that was turned into a museum that gives insight into not only Diego, but that of Frida as well. I didn’t know much about Diego and Frida, prior to the visit, but afterwards, I was refreshingly informed. Of course, navigating through the narrow, winding streets of Guanajuato was of great joy.""",Canadá,Inglés,PC,30/3/2016
Masculino,39,Internacional,Muy bueno,4,567,"""Interesante""","""El lugar de nacimiento de Diego Rivera es ahora un museo dedicado al artista mismo. Rivera y su hermano gemelo nacieron en esta casa en 1886 y vivió allí hasta que la familia se trasladó a la Ciudad de México seis años más tarde. Retratos, pinturas y dibujos del pintor.""",Italia,Italiano,PC,29/3/2016
Femenino,59,Internacional,Excelente,5,153,"""Loved all of the rooms and exhibits""","""I looked at other reviews and folks said they did not like the small rooms. I really liked them and it was a great way to capture exhibits. The rotating exhibits were excellent, and the Rivera pieces were great too. I thought the new atrium addition in the middle was very thoughtfully done and reminded us of The Getty. Definitely worth a visit and was a very nice walk and not too long from Teatro Principal.""",Estados Unidos,Inglés,PC,28/3/2016
Femenino,47,Internacional,Regular,3,951,"""Reality check - this place is OK; I think patrons are in love with anything Diego Rivera related""","""This house converted into a museum is a historical jewel to highlight Diego's birthplace and beginning. Unfortunately, the building layout is very choppy and doesn't flow well. There is also a modern white atrium in the middle, which is out of touch with the rest of the property. There is also space for temporary art exhibits. I think what would be more appropriate is dedicating space for patrons to understand where in Mexico and the world they can see other Diego Rivera artworks.""",Estados Unidos,Inglés,PC,27/3/2016
Masculino,40,Internacional,Muy bueno,4,257,"""I enjoyed this, but beware confusing layout""","""I eventually found my way around, but this for me was a good museum with good exhibits. The layout definitely took me a while to get down, but maybe I was having an off day. Enjoy it for an hour or two.""",Estados Unidos,Inglés,PC,26/3/2016
Femenino,48,Internacional,Excelente,5,77,"""Fascinating Museum""","""I love house museum so I enjoyed walking around the Diego Rivera House/Museum. There were paintings by other artists, but I love to see the homes of artists, and see where their inspiration comes from. They had a couple of bedrooms, kitchen and dining room, and it is all compressed into a space going up four levels. And the price $ under 5, so worth it.""",Estados Unidos,Inglés,PC,25/3/2016
Femenino,61,Internacional,Muy bueno,4,195,"""This small museum is good""","""There are rooms set up to feel like the time when Rivera lived here. Separate rooms are set up with a variety of pieces of Rivera’s work and those of his counterparts. Limited signage in English. An art knowledgeable English speaking guide would really help get the most of visit. It did make me curious to find out more about this era and it’s art.""",Canadá,Inglés,Móvil,24/3/2016
Femenino,22,Internacional,Muy bueno,4,39,"""Interesting place, nice guides""","""If you have time to spare and are in the city, I would definitely recommend checking this place out. It's a combined art museum with some rooms on exhibition. According to the guide, most none of the furniture is original. We enjoyed our visit.""",Estados Unidos,Inglés,PC,23/3/2016
Masculino,72,Internacional,Muy bueno,4,925,"""Lugar de nacimiento de Diego Rivera""","""Lugar de nacimiento del famoso Diego Rivera como muralista mexicano. Hay varias habitaciones que están dispuestos los muebles para sugerir el tiempo de la vida a la vez. Inicio de la segunda planta se ha convertido en el espacio para exponer su obra. El arte amantes se recomienda museo.""",Japón,Japonés,PC,22/3/2016
Masculino,49,Internacional,Muy bueno,4,226,"""Interesting house and museum""","""It was fun to tour through the four story house that Diego Rivera spent his first six years. It has a central staircase and you can see some of the rooms made up with the furniture of the day. The art was interesting and varied although only a few were his paintings - which I enjoyed.""",Estados Unidos,Inglés,PC,21/3/2016
Masculino,31,Nacional,Muy bueno,4,11,"""Bonito museo""","""Aunque se pueden observar pocas obras del pintor, es un punto importante para conocer un poco más de la vida de este personaje. Precio accesible.""",México,Español,Móvil,20/3/2016
Masculino,50,Nacional,Muy bueno,4,22,"""Un lugar que tienes que visitar""","""Es la casa donde nació Diego Rivera, esta llena de obras de arte de el y muchos otros, te cuentan su historia, los guías son muy buenos y explican detalladamente cada pintura. También hay muchos muebles de esa época y puedes admirar como se vivía en esos años, es un lugar muy bonito y esta muy cerca del centro, 5 minutos caminando del centro, ademas es muy económico y gratis si eres estudiante o adulto mayor, tienes que visitar el lugar.""",México,Español,PC,19/3/2016
Femenino,39,Internacional,Muy bueno,4,12,"""Interesting""","""Glad we stopped here. It's simple but I appreciated the historic interpretations. It's adjoined to a museum of contemporary mexican art, which was worthwhile.""",Estados Unidos,Inglés,PC,18/3/2016
Femenino,67,Internacional,Muy bueno,4,432,"""Very Good Only if You Have a Guide""","""Two of us went with a guide and learned a lot from his explanations. There is a lack of printed info (in English or Spanish) about any of the artifacts or pieces of art. The biggest attraction was the mural in the auditorium. Without our guide, we would have missed 98% of the meaning of the figures in the painting. A glass addition to the building (which included an elevator) was added about three years ago.""",Estados Unidos,Inglés,PC,17/3/2016
Masculino,19,Nacional,Muy bueno,4,447,"""Muy buen museo""","""La casa de Diego Rivera es muy buen museo con muy buenas obras de este personaje así como obras de invitados que se encuentran en la casa. 
Si eres amante de la arte no dudes en visitar la casa de Diego Rivera tiene muy buena exposición.""",México,Español,Móvil,16/3/2016
Femenino,,Nacional,Excelente,5,2,"""Excelente casa museo""","""Me encanto la arquitectura y estado de conservación del museo. Las obras de arte en exhibición son unicas. ¡¡Excelente visita!!""",México,Español,PC,15/3/2016
Femenino,30,Internacional,Muy bueno,4,66,"""Interesting""","""It's a small museum that was once Diego Rivera's home. He was born here and moved to Mexico City when he was 6. His early works are on display as well as other artists. There are like 3 floors (small) and only stairs. It has been very well maintained.""",Estados Unidos,Inglés,Móvil,14/3/2016
Masculino,26,Nacional,Muy bueno,4,28,"""Un lindo recorrido""","""Es una maravilla pasar por la historia y conocer un poco más de la vidad de uno de los mexicanos mas enigmaticos e importantes, es un deleit disfrutar las pinturas del artista y mucho más la platica del final, es triste que no cuenten con sus mejores obras, pero aun asi es una bella experiencia.""",México,Español,PC,13/3/2016
Femenino,56,Internacional,Excelente,5,16,"""Enjoyed the exhibit!""","""Love the Rivera art but REALLY like the art of another painter featured in the exhibit! Art is truly a matter of personal taste.""",Estados Unidos,Inglés,PC,12/3/2016
Masculino,71,Internacional,Excelente,5,926,"""Worth the Small Admission Price""","""I enjoyed touring the home, with its rooms and furnishings and the artwork. I did not realize that I like his artwork more than I thought that I would! It is a nice break from other sights.""",Canadá,Inglés,PC,11/3/2016
Masculino,24,Nacional,Muy bueno,4,6,"""Esperaba más""","""Tenía una expectativa más alta del lugar, pero lamentablemente tiene muy pocas obras del artista. Tiene obras de otras personas.""",México,Español,PC,10/3/2016
Masculino,32,Nacional,Excelente,5,17,"""Imágenes imponentes""","""Se puede observar que cuidan muy bien el lugar, te dan tu espacio para que puedas recorrer de manera confiable el museo.""",México,Español,PC,9/3/2016
Masculino,66,Internacional,Muy bueno,4,1,"""Museo Casa Rivera""","""De hecho, es muy literaria, pero no es sólo pinturas de Rivera, hay otros pintores, hay muchas exposiciones temporales. Tanto la Cámara y el museo. familia Rivera sigue siendo muy bueno, ja, ja, ja. Pintura ... no entiendo, pero América Latina sigue siendo la misma cepa de la soledad puede sentir claramente. Rivera y Frida mexicana acoplar dos pintor tesoro nacional, también es reconocido mundialmente gran artista. Ellos no se ven a todavía un poco de pérdida de atracciones relacionadas de México.""",Filipinas,Chino,Móvil,8/3/2016
Masculino,,Internacional,Regular,3,33,"""Sobrevalorado""","""Es el hogar del famoso pintor Diego Rrivera pintor de la Revolución Mexicana y su esposa Frida Khalo, la casa está amueblada pero hay muy pocas obras.""",Francia,Francés,PC,7/3/2016
Femenino,26,Internacional,Regular,3,128,"""House more interesting than the art""","""The museum is a very interesting place to visit and presents quite well life 100 years ago. However, the best art of Diego Rivera isn't here. You may find other revolving expos here as well. Don't make it first on your list.""",Canadá,Inglés,Móvil,6/3/2016
Masculino,46,Internacional,Regular,3,55,"""Decepcionante""","""Esperábamos más, costosa la entrada para lo que ofrecen. Visita guiada corta y demasiado concisa. Poco para recorrer en el centro de la ciudad.""",Argentina,Español,PC,5/3/2016
Masculino,60,Internacional,Regular,3,84,"""Nice home converted but limited art""","""We enjoyed the building but the art was limited to other artists with little art from Diego Rivera. A quick detour and fun enough but just OK.""",Estados Unidos,Inglés,PC,4/3/2016
Masculino,28,Nacional,Muy bueno,4,66,"""Una gema en la ciudad""","""Nos llevamos una grata sorpresa con la visita de la Casa Diego Rivera. Lo mejor es el mural en el auditorio, no lleva más de una hora visitarlo.""",México,Español,Móvil,3/3/2016
Masculino,63,Internacional,Excelente,5,14,"""The house of the muralist""","""If you're interested in Diego Rivera, you'll want to visit the home where he lived as a young boy. Diego Rivera, who became world famous, was a native son of Guanajuato, and it's interesting to see where he started, as a young boy.""",Estados Unidos,Inglés,PC,2/3/2016
Femenino,20,Internacional,Muy bueno,4,14,"""Interesting and contrasting""","""This is a small museum. Diego Rivera's parents house was renovated and it's quite a contrast between the old house and the new one. I didn't see many artifacts that belonged to Rivera, or paintings. That would have been interesting. I liked the architecture of the house.""",Canadá,Inglés,Móvil,1/3/2016
Femenino,45,Internacional,Regular,3,32,"""A quick trip with kids was enough""","""I went in with a 6 and 9 year old and quickly went around the tiny house. It's currently undergoing construction and the electricity was cut for most of our quick visit. It has interesting artwork from artists other than Diego and a nice kid library area. The place was crowded at 10:30 on a Thursday in August and it was hard to walk around the tiny house. It's not expensive to enter and satisfied my tiny curiosity. Diego Rivera painted murals in person in Mexico City that are incredible and worth a visit. This museum is not worth a trip to Guanajuato but is something to do once there.""",Estados Unidos,Inglés,Móvil,29/2/2016
Masculino,58,Nacional,Muy bueno,4,295,"""Vivió parte de su infancia""","""Una casa en la que vivió hasta los seis años, ahora exhibe fotografias de parte de su vida. Si tienen tiempo visitenla.""",México,Español,Móvil,28/2/2016
Masculino,33,Internacional,Excelente,5,24,"""Amazing""","""The Museum has amazing guides that are well knowledgeable of Diego Rivera life. As you go through the Museum it is as if you are traveling through the a time line of Diego Rivera life and painting periods. Kid friendly and you are also exposed to uprising, upcoming, new artists.""",Estados Unidos,Inglés,PC,27/2/2016
Femenino,74,Nacional,Muy bueno,4,15,"""Llena de curiosidades""","""Un lugar lleno de artículos y curiosidades. Perfecto para todo seguidor de Diego. Una casita tradicional y con un encanto muy típico mexicano.""",México,Español,Móvil,26/2/2016
Masculino,44,Internacional,Excelente,5,63,"""Interesantísimo""","""Aunque no hay grandes obras de Rivera es muy interesante conocer la casa donde nació. Está muy bien montada la exposición y se recorre en poco tiempo.""",Colombia,Español,PC,25/2/2016
