Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,52,Internacional,Excelente,5,47,"""Spring break""","""Once we were able to find the road up there it was great. Awesome views from here. There are people up there who will give you the history. Food is good there as well. Go here first so you can see a layout of the land. Enjoy.""",Hungría,Inglés,Móvil,15/03/2018
Masculino,30,Internacional,Muy bueno,4,87,"""Great site to visit while in Guanajuato""","""Wonderful site visit with use of Funicular to reach the top. Great panoramic views. The monument was under repair. Great shops, food stands, coffee shop and bar with great views. Plan to see Guanajuato at the sun paints the city at sunrise or sunset. Great place for selfies or group pictures to update your Facebook page.""",Estados Unidos,Inglés,PC,15/03/2018
Masculino,35,Internacional,Muy bueno,4,56,"""A key revolutionary figure""","""In 1803, Miguel Hidalgo y Costilla took over the Parrish Church of Our Lady of Sorrows in the settlement that today bears his name Dolores Hidalgo.

On September 16th, 1810, the priest realized that the revolutionary plot had been discovered and decided to take the offence by ringing the church bell and summoning the townsfolk to action – now referred to as the Shout for Independence or “el Grito”.

Later that month, on Sept 28 Miguel Hidalgo and Ignacio Allende would take possession of Alhóndiga de Granaditas, with the help of the celebrated local miner, called El Pipila -- Juan José de los Reyes Martínez Amaro. It is his image that overlooks the town of Guanajuato.

Unfortunately, the offence that started with the Shout in Dolores Hidalgo, turned into a protracted fight that ultimately ended in Hidalgo’s own death and that of his revolutionary compatriots Juan Aldama, Ignacio Allende and José Mariano Jiménez.

Their heads were hung in the four corners in the grain storage facility to serve as a bitter warning against civil disobedience from October 14, 1811 up till the declaration of independence from Spain in 1821. El Pipila actually escaped this fate and returned to his earlier profession as a miner, ultimately dying in 1863 of typical miners diseases.

The Mirador with the statute of El Pipila is the perfect place to gaze at the town of Guanajuato and pick out all the key buildings like the University of Guanajuato.""",Brasil,Inglés,PC,14/03/2018
Femenino,19,Internacional,Excelente,5,16,"""Must see!!""","""Beautiful view of the city!! Definitely a great picture opportunity and a breath taking view of the city…""",Estados Unidos,Inglés,PC,10/03/2018
Masculino,32,Internacional,Excelente,5,208,"""Guanajuato puede ver los mejores lugares en la escena nocturna""","""Además de ser un monumento heroico, también es el mejor lugar para que Guanajuato vea la escena nocturna. Situado en la ladera trasera del teatro, puede tomar el teleférico o subir lentamente. Pasa por alto todo Guanajuato, donde se pueden ver coloridas casas durante el día y hermosas vistas nocturnas como la Vía Láctea. Por supuesto, puedes comprar algunas bebidas y sentarte aquí esperando el atardecer hasta que caiga la noche. Recuerda traer un abrigo fino por la noche. Después de todo, en la ladera, el viento será un poco frío.""",Taiwán,Chino,PC,9/3/2018
Femenino,40,Nacional,Excelente,5,22,"""Excelente vista""","""Una vista completa de la ciudad, una estancia agradable y experiencia padre en el funicular, económico.""",México,Español,Móvil,9/3/2018
Femenino,41,Nacional,Excelente,5,280,"""Fenomenal view of the city!""","""Definitely a most see in your visit to Guanajuato! The amazing view of the city can be enjoyed by day or night. There is a way to go walking from downtown, but it can be challenging if you don’t have a good condition (problems with knee, breathing, heart, avoid walking up to there). There is a way to go by car or taxi. Don’t miss this!!""",México,Inglés,Móvil,06/03/2018
Masculino,38,Internacional,Muy bueno,4,90,"""Hero of Mexico!""","Quaint little park with tourist souvenir stands
However! great view of the city! the funicular travels down from here, or up to here. it's a great walk down, a exercise walking up! When we flew in we took a taxi to here and walked down.",República Checa,Inglés,PC,06/03/2018
Masculino,68,Internacional,Muy bueno,4,104,"""Ride the Funicular for the View""","This attraction has two features - the statue and the view. It helped to get an overview of the city from above. Combined with the seemingly scarce free tourist map, it allowed us to organize our visit.",Canadá,Inglés,Móvil,4/3/2018
Masculino,26,Nacional,Excelente,5,26,"""Gran experiencia""","""Súper económico, rápido y el personal es muy amable. Es una excelente actividad que tienes que realizar si visitas Guanajuato.""",México,Español,Móvil,3/3/2018
Masculino,35,Internacional,Muy bueno,4,2691,"""Sólo una estatua""","Es una estatua gigante colocada en un lugar donde se tiene una hermosa vista de la ciudad a lo lejos. Hay muchos vendedores de baratijas aquí.""",Brasil,Portugués,Móvil,28/2/2018
Masculino,35,Internacional,Muy bueno,4,261,"""Con vista a las calles de Guanajuato Guanajuato""","""Es un lugar famoso en Guanajuato. ¡El paisaje cambia día y noche! Se recomienda a Guanajuato quedarse porque el horizonte de la ciudad de la noche también es hermoso.""",Japón,Japonés,Móvil,24/2/2018
Femenino,33,Nacional,Excelente,5,14,"""¡Gran panorámica de GTO!""","""Una vista panorámica increíble. Tuve la oportunidad de visitarlo de día y de noche, ambas vistas totalmente auténticas. Hay 3 formas de subir hacia este monumento y apreciar la vista, contratando un tour, por el funicular y caminando por calles en subida que te exigen mucho esfuerzo. Yo recomiendo de día caminando y por noche tomar el funicular. Guanajuato es muy seguro y muy bello. Una ciudad encantada por todo.""",México,Español,Móvil,23/2/2018
Masculino,,Internacional,Muy bueno,4,2,"""¡La vista más hermosa!""","""Fue una de las experiencias más agradables, el mirador tiene una de las vistas más hermosas de Guanajuato se puede apreciar a detalle todo el centro de Guanajuato. No puedes faltar al pupila sí visitas Guanajuato.",Guatemala,Español,Móvil,22/2/2018
Masculino,49,Nacional,Regular,3,86,"""BIEN PARA CONOCER, NADA MÁS""","""Este monumento es parte de la historia y es bueno ir a conocer, solamente que el dia que fuimos estaba en remodelación y no pudimos verlo completo.""",México,Español,PC,21/2/2018
Femenino,37,Nacional,Muy bueno,4,83,"""La mejor vista de Guanajuato""","""Impresionante escultura del Pípila, enorme y en un mirador donde se tiene la mejor vista de todo Guanajuato. Allí tambien hay muchos guías de turistas que te ofrecen tours a los alrededores por módicas tarifas.""",México,Español,PC,21/2/2018
Femenino,20,Internacional,Excelente,5,5,"""History""","""If you want to learn about the history, you have to go and eat the gorditas outside they're delicious.""",Estados Unidos,Inglés,Móvil,20/02/2018
Masculino,26,Internacional,Muy bueno,4,6,"""Hermoso paisaje""","""El paisaje es súper bonito, especialmente de noche. Subimos a la cima dos veces. La sensación del día y la noche es diferente. Hay un camino que puede subir y bajar sin un teleférico. Pero es difícil de encontrar.""",Filipinas,Chino,Móvil,19/2/2018
Masculino,41,Internacional,Excelente,5,3,"""Muy bien""","""Tiene vista increíble. Muy buen recorrido. El guía fue muy bueno en la explicación y servicial. Recomendado.""",Chile,Español,Móvil,19/2/2018
Femenino,25,Internacional,Muy bueno,4,6,"""Great view""","Stunning view especially at night.
We went to the top twice. Different feeling when go day and night. There is a way up and down not require cable. But it is hard to find.",Perú,Inglés,Móvil,19/2/2018
Masculino,39,Internacional,Excelente,5,8,"""Aquí inicia tu tour""","""Monumento a un héroe que dio su vida por la patria, se ubica en un lugar con un vista de toda la ciudad y por ende los sitios de interes, aquí te ubicas para iniciar tu recorrido por lugares increíbles.""",Costa Rica,Español,PC,18/2/2018
Femenino,24,Internacional,Excelente,5,25,"""Best view of Guanajuato!""","""This view is just breathtaking! I traveled with my mom. We took a tour bus. This was one of the stops. They waited for the tourist to take pictures of the view. Check out my photo, that was the perfect angle for the memory to take with you.""",Estados Unidos,Inglés,Móvil,18/02/2018
Femenino,37,Internacional,Excelente,5,757,"""Beautiful""","""Go to el Pipila for a magnificent view of colonial Guanajuato. Lots of services including food and souvenirs.""",Estados Unidos,Inglés,Móvil,17/02/2018
Femenino,58,Internacional,Excelente,5,7,"""Es una atracción imperdible en Guanajuato""","""¡Es el mejor lugar para ver la mejor vista de Guanajuato! !La imagen parece una plataforma de observación y hay muchas tiendas de recuerdos. Aunque parece que se puede ir a pie, es una pendiente bastante empinada, por lo que se recomienda ir en coche.""",Japón,Japonés,Móvil,15/2/2018
Masculino,58,Internacional,Excelente,5,95,"""Excellent view from the top""","""On the top of Guanajuato you can observe the city and identify several of the touristic points you should be visiting. Great for pictures and to have that snapshot of Guanajuato. I recommend to walk up along the callejones (alleys). 15 minutes at steady pace. Go up and go down to teatro Juarez. Great walk.""",Chile,Inglés,Móvil,15/02/2018
Masculino,51,Internacional,Excelente,5,110,"""History with a View!""","""Take the funicular up and the stairs down to this wonderful monument to a hero of the Mexican Revolution. The monument itself is somewhat pedestrian from an aesthetic point of view, but the point of view one gets over the historic center of GTO is spectacular. Oh, and there is good food and drink to enjoy from the street vendors.""",Estados Unidos,Inglés,PC,14/02/2018
Femenino,30,Nacional,Regular,3,10,"""Visita nocturna no recomendable""","""El Pípila es muy popular en Guanajuato ya que al llegar al monumento obtienes una vista inigualable de la ciudad. No tuvimos la oportunidad de entrar al museo ya que se encontraba cerrado a la hora que subimos. Mi esposo y yo decidimos subir en la noche para observar las luces de la ciudad, y aunque la vista es única y hermosa, el mirador no tenía nada de luz, estaba completamente obscuro y sólo. Era muy fácil que nos asaltaran por lo que solo estuvimos 5 min. Y nos fuimos. Pero la vista es sensacional. Nosotros subimos por el funicular y fueron $25 pesos por persona.""",México,Español,Móvil,12/2/2018
Masculino,69,Internacional,Regular,3,952,"""No podemos perderlo""","""En la cima de la montaña, detrás del Teatro Juárez, se encuentra el gigantesco Monumento Pípila, erigido en honor a un hombre llamado Martínez, un héroe de la guerra de independencia. El monumento como tal es de hecho bastante representativo del arte mexicano por su sobriedad y líneas sobrias. Es enorme y puedes verlo por toda la ciudad cuando miras en su dirección. Nuestro interés es limitado. Por otro lado, la explanada panorámica nos permite apreciar toda la ciudad y el centro histórico.""",Canadá,Francés,PC,10/2/2018
Masculino,33,Internacional,Excelente,5,129,"""Great views""","""The funicular is a fun way to reach this monument, although you can walk up if you have the energy. Great views of the city and a number of ways down. The funicular costs 25 pesos.""",Canadá,Inglés,Móvil,08/02/2018
Masculino,25,Nacional,Muy bueno,4,69,"""Buena vista""","""Tiene una vista espectacular sin duda alguna para visualizar al ciudad, para subir al mirador puedes tomar el funicular que se encuentra atrás del Teatro Juárez.""",México,Español,Móvil,5/2/2018
Femenino,28,Internacional,Muy bueno,4,373,"""Gives You A Good Perspective of the City Below""","""We stopped with a driver on the way into the city. Parking was difficult because there is not lot and our driver needed to park on the street. A tight space and if a wheel is over over the shoulder and on the street a license plate can be removed and you have to go to the police station to pay a fine. Yes you read that correctly The view was wonderful and it really gave you a great overview of how the City is laid out. More importantly, it showed you how the homes are really built into the sides of the cliffs and how some homes really are entered by the roofs. Given the shortage of space you can see that the rooftops serve as the driveway. Laid out below you are many of the sites that you will visit You can enter the Monument to hear more of the history of the area, however, we were supplied this information by our guide. There are vendors for food and a small restaurant, which also has a view. You can also reach the site by a funicular for a small view. We saw the site in the day and should have returned at night to see the City lights.""",Estados Unidos,Inglés,PC,3/2/2018
Masculino,50,Internacional,Excelente,5,62,"""Lo mejor son las vistas""","""Vale la pena tomar el teleférico hasta el monumento del Pípila. Las vistas de la ciudad son inmejorables y preciosas. Arriba también hay númerosos puestos de venta donde comprar recuerdos. Imprescindible ver Guanajuato desde el mirador.""",España,Español,Móvil,30/1/2018
Masculino,48,Internacional,Regular,3,3304,"""Monumento al minero""","""Gran estatua símbolo de la ciudad y su alma, hecha de mineros que le dieron riquezas y que la liberó en 1810 del juego español. Héroe local y nacional cuya escultura en nombre de la fuerza se representa con cortes cuadrados y algo desvergonzados. Se puede ver desde toda la ciudad y desde la estatua se puede ver toda la ciudad.""",Italia,Italiano,PC,25/1/2018
Masculino,26,Internacional,Excelente,5,37,"""Its more than a viewpark""","""This place is definitely a part of Guanajuato, an extension of historical landmarks like the Alhondiga de Granaditas, there is much history to be absorbed, my opinion it needs a bigger explanation room of his historical meaning. Sad guides don't take you inside the Pipila to not pay the entry fee to read historical notes, maybe more frames would help, but climbing the tower is a must not for claustrophobic types. The views are astonishing, but please please try the quesadillas the food up there is the best, there are aldo a couple very good restaurants next door, and the little market at the funicular is maybe the best, there is also a leyends museum at the station, so don't think you should come up for the view there's plenty more take your time and enjoy!""",Holanda,Inglés,Móvil,25/01/2018
Masculino,26,Nacional,Excelente,5,8,"""La vista más bonita""","""Si vas a Guanajuato tienes que ir a este mirador, es increíble la vista ya que puedes ver todo Guanajuato ( el jardín de la unión, las iglesias, los teatros alcanzas a ver sus calles sus casas tan coloridas.""",México,Español,Móvil,22/1/2018
