Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,38,Internacional,Excelente,5,47,"""Ver y admirar""","""Sin duda - un lugar con una historia fascinante y hermosos interiores. La arquitectura refinada. Visita definitivamente vale la pena tener una idea del teatro mexicano, al menos en términos generales. Precio de la entrada, pero de bajo costo, y observar el interior del teatro hay algo. Se puede realizar una visita guiada, pero se puede explorar por su cuenta dentro del teatro. Una hora sería suficiente para una visita. Detrás del teatro es la entrada del funicular.""",Rusia,Ruso,PC,23/2/2018
Masculino,19,Nacional,Excelente,5,14,"""Sinfonía para el espectador""","""Tuve la oportunidad de deleitarme con la Sinfónica de la Universidad de Guanajuato y fue una experiencia inigualable. El teatro le de mucho plus a la ciudad, aprecias el arte y la cultura te engradece el alma. Aprovechen todos los eventos posibles. No se arrepentirán.""",México,Español,Móvil,23/2/2018
Femenino,28,Internacional,Excelente,5,56,"""Curioso""","""Un lugar bonito y curioso para conocer en Guanajuato. Un teatro antiguo y chiquitito con mucho encanto . Lugar emblemático de la ciudad.""",España,Español,Móvil,19/2/2018
Masculino,20,Nacional,Muy bueno,4,69,"""De los mejores teatros mexicanos""","""No cabe duda que es un edificio emblemático, una belleza de arquitectura, lamentablemente las dos ocasiones que he ido a Guanajuato esta cerrado y la ultima en remodelacion, pero sin duda es majestuosa por fuera.""",México,Español,PC,17/2/2018
Femenino,41,Internacional,Excelente,5,757,"""Asegúrese de echar un vistazo""","""Todo el mundo pasó por 35 pesos, tarifa para entrar en este hermoso edificio. En muchas áreas, sólo se nos permite entrar en la sala de recepción principal y una sala de arriba.""",Filipinas,Chino,Móvil,17/2/2018
Femenino,41,Internacional,Excelente,5,757,"""Must See""","""The Juarez Theatre is right at the base of the funicular. We entered this beautiful building for a small fee of 35 pesos. We we allowed access to the main theatre and a reception room upstairs among other areas.""",Canadá,Inglés,Móvil,17/2/2018
Masculino,38,Internacional,Excelente,5,94,"""Great place if you have a tour guide""","""Very beautiful building from early XX century, from Porfirio Diaz time. French influence, masonry, politics, etc. We joined a tour guide and really made the difference. He gave us a very good explanation of the teatro and also mixed very nicely with Mexican history and art. 
In my opinion, going without a tour would have been less that 10% of the understanding.... another concert building.""",Chile,Inglés,Móvil,15/2/2018
Femenino,25,Nacional,Excelente,5,118,"""Obligado""","""Esta hermoso el teatro. Es muy importante visitarlo, es parte de la historia del país. Cuándo vayan, tomen a un guía para que les de un recorrido.""",México,Español,Móvil,8/2/2018
Masculino,46,Internacional,Excelente,5,340,"""The Gilded Age in Mexico""","""The theater if interesting from the outside, however, to truly appreciate this you must go inside. You can go a couple of floor and enter the area in front of the stage. The glass work is very interesting and the floor is incredible There were no charges for taking pictures with your cell phone. It takes about a half hour, at most, if you go inside and explore the floors that are open. Our driver and guide provided some background. As usual no information concerning the history.""",Estados Unidos,Inglés,PC,5/2/2018
Femenino,53,Internacional,Muy bueno,4,62,"""Un teatro muy bonito""","""Muy recomendable la visita al teatro. Es digno de ver. Puedes caminar entre los asientos y tomar buenas fotos.""",España,Español,Móvil,30/1/2018
Femenino,39,Internacional,Excelente,5,64,"""Fenómenal""","""Incluso en el centro de la plaza principal frente al Jardín La Unión se destaca de manera impresionante la fachada de este teatro del siglo XIX. Inagurado en 1903 catapultó Guanajuato capital de la cultura. Se burbujea las más importantes compañías de ópera y ballet con la asistencia de la élite mexicana antes de la revolución. Su fachada tiene 9 al estilo griego Musas cobre oscuro. El interior es impresionante y vale la pena la visita por el color de los ornamentos y escuchar la historia del teatro y su importancia en la actualidad.""",Mozambique,Portugués,Móvil,28/1/2018
Femenino,57,Nacional,Excelente,5,86,"""Fenomenal""","""Esta es una de las atracciones turísticas mas hermosas que hay en México, es una veradera belleza por fuera y por dentro, es espectacular entrar y ver una obra ahí, te transporta en el tiempo y es lo máximo entrar ahí, en época de ""Día de Muertos"" es maravilloso ver a las catrinas y catrines disfrazados en la escalinata del Teatro.""",México,Español,PC,27/1/2018
Masculino,49,Internacional,Muy bueno,4,3298,"""Neoclasicismo mexicana""","""Arquitectura neoclásica hermosa y elegante, digno de los mejores teatros de Europa, que está considerando la igualmente Jardín de la Unión. Columnas refinadas, altas y estatuas en la fachada en altura, clásico reviven de los antiguos templos griegos. A la vista de las famosas veladas teatrales a cargo de los jóvenes a Cervantes, vestidos con traje de la tradición, viva y constante en toda la ciudad.""",Italia,Italiano,PC,25/1/2018
Femenino,72,Internacional,Muy bueno,4,84,"""Amazing Architecture!""","""Upon reading other reviews, we decided to see the inside of this beautiful building. The architecture of this building is amazing and very photo worthy!""",Estados Unidos,Inglés,Móvil,18/1/2018
Masculino,52,Internacional,Excelente,5,518,"""Cool beautiful theatre - tourist attraction now""","""If you have a spare 20 minutes, its worth paying the pesos to go into this place and have a look around. It was for the hoi polloi, and shows it. A beautiful structure, considering when it was built.""",Estados Unidos,Inglés,PC,14/1/2018
Femenino,45,Nacional,Muy bueno,4,97,"""Espectacular""","""Este lugar es maravilloso su arquitectura y su magia, es una visita obligada si piensa visitar Guanajuato, está en el corazón de Guanajuato a un lado e incluso ahí mismo puedes unirte a las tradicionales callejoneadas. No puede faltar tu foto en el teatro.""",México,Español,Móvil,12/1/2018
Masculino,40,Nacional,Excelente,5,13,"""MAJESTUOSO E IMPRESIONANTE""","""Es una visita obligada en la ciudad de Guanajuato capital, la arquitectura de la ciudad es hermosa y nos traslada al pasado recordando y valorando nuestro hermoso pais que es México, el teatro Juárez es una obra de arte de la arquitectura, nos hace valorar nuestros origenes, y es importante que busques una visita guiada a este recinto, lo disfrutaras a lo grande...""",México,Español,PC,10/1/2018
Masculino,72,Internacional,Muy bueno,4,950,"""Bello lugar""","""Se visita el Teatro Juárez ($ 35 MXN poco más de $ 2 CAD). magnífico edificio con diez columnas en el exterior y cubierto con bellas estatuas de las musas en el techo. En el interior, la sala es espléndida, inspirado en la Alhambra de Granada. La casa es de estilo Art Deco. Un lugar agradable, pero la visita es bastante corta.""",Canadá,Francés,PC,6/1/2018
Femenino,37,Nacional,Excelente,5,23,"""Teatro Juárez y su alrededor""","""Hermoso lugar lleno de historia y cultura a un costado encontrarás la giganta y artistas vendiendo a muy buen precio sus obras y trabajos.""",México,Español,Móvil,6/1/2018
Femenino,17,Nacional,Excelente,5,149,"""Espectacular""","""Este teatro es hermoso por dentro y por fuera. Si pueden hagan lo necesario para conocerlo por dentro. Vale la pena.""",México,Español,Móvil,5/1/2018
Femenino,21,Nacional,Regular,3,64,"""Emblemático lugar, actualmente en restauración""","""Es un edificio que sin lugar a dudas llamará tú atención, arriba de la fachada podrás apreciar a las musas del arte, se encuentra sobre la avenida principal (Juárez) y debes tomarte una foto allí, no serás el único, todos lo hacemos, también podrás encontrar pintores en sus faldas vendiendo sus obras y junto a este se ubica una iglesia de dónde a partir de las 7 pm salen las callejoneadas.""",México,Español,Móvil,4/1/2018
Masculino,63,Nacional,Excelente,5,171,"""Imperdible""","""¡Es un lugar fantástico! Vale la pena pagar la entrada y escuchar el cuento de los guias turísticos que los dan, me sentí transportado en la historia a comienzos del siglo pasado. ¡No se les vaya a pasar!""",México,Español,PC,4/1/2018
Masculino,33,Nacional,Excelente,5,11,"""Lugar mágico""","""Una visita que no puedes dejar de hacer cuando vayas a Guanajuato, un lugar hermoso, con mucha historia y que junto con los guías te hará viajar en el tiempo al porfiriato, lleva cámara valdrá la pena.""",México,Español,Móvil,31/12/2017
Masculino,47,Nacional,Excelente,5,22,"""Hermoso edificio histórico""","""A pesar de No ser tan grande como otros recintos de América Latina (Teatro Municipal de Dao Paulo) y Europa, es una construcción muy hermosa de la época del Porfiriato con todo el estilo francés.""",México,Español,Móvil,30/12/2017
Masculino,20,Nacional,Excelente,5,6,"""Hemoso""","""Muy bonito, la explicación es extraordinaria y hay que dar una propina al final, vale la pena el recorrido al 100%""",México,Español,Móvil,28/12/2017
Masculino,28,Nacional,Excelente,5,8,"""Teatro Juárez""","""Lleno de historia es el segundo teatro más hermoso en México con excelente acústica recomiendo ir a ver a la sinfónica el costo es accesible y tiene arreglos europeos muy bellos.""",México,Español,Móvil,28/12/2017
Masculino,47,Nacional,Excelente,5,41,"""Majestuoso""","""Sin duda el teatro más hermoso de la República, después de bellas artes en la CDMX. Una arquitectura impresionante enmarcando totalmente el jardín de la unión . Su interior majestuoso y opulento. No dejen de visitar y si tienen la opción de algún evento en su interior no dejen de aprovecharlo.""",México,Español,Móvil,27/12/2017
Femenino,31,Nacional,Excelente,5,18,"""Sin duda hermosa e interesante arquitectura""","""La historia que guarda Guanajuato es una de las más interesante de todo México, sin duda tienes que visitar el Teatro Juarez, imagínense pisar un lugar bellísimo tanto en la arquitectura como en historia, dicho lugar dice ser edificado desde 1872.""",México,Español,PC,27/12/2017
Femenino,38,Nacional,Excelente,5,86,"""Muy bonito""","""No entré, porque estaba cerrado, pero es muy bonito por fuera. Había un hombre divirtiendo con chistes a los turistas, que se encontraban sentados en la escalinata de la entrada del Teatro. Se encuentra en una zona peatonal. En un callejón aledaño, es la entrada para subir al teleférico.""",México,Español,Móvil,26/12/2017
Masculino,22,Nacional,Excelente,5,22,"""Magnificent ain't enough""","""How beautiful can a 1800's theater be..?  It just takes your breath away... built between 1873 and 1903... inagurated by President Don Porfirio Diaz a magnificent architectural icon... it just takes your breath away...  A must if you ever come to Mexico!!! Beaches are amazing but they aren't all...!""",México,Inglés,PC,22/12/2017
Femenino,18,Nacional,Excelente,5,1,"""¡Guanajuato es increíble!""","""¡Una de las ciudades mas increíbles de todo Mexico! El teatro Juárez, ¡PRECIOSO! Las calles y plazas a su alrededor son totalmente dignas de visitar, es realmente hermoso todo.""",México,Español,PC,19/12/2017
Masculino,38,Internacional,Muy bueno,4,984,"""Centro de Guanajuato, para ir dentro del teatro también es muy bueno""","""Probamos varias veces para entrar en el teatro en dos días, el final del sábado a las 10 horas (10 a.m.: 15-- tiempo de México) cuando nuestra suerte. Hay varias empresas privadas la construcción de la visita oficial de la función /. Gastar 35 pesos, se puede pasear en algunas áreas limitadas de todo el edificio. Se introducen en el teatro español en sillas de teatro. Obviamente esta ciudad muy rica. Sentados en los escalones y ver gente yendo y viniendo es muy divertido día o de noche.""",Camboya,Chino,PC,16/12/2017
Masculino,35,Internacional,Muy bueno,4,984,"""The heart of Guanajuato for hanging out and nice interior property""","""We tried on multiple occasions within a 2 day period to go inside the theater and finally lucked out on Saturday morning 10am (10:15am - mexican time schedule). The building also has multiple private company/official visit functions. For 35 pesos, you can wander through limited sections of the building. There was a discussion of the property in Spanish while in the theatre seats itself. It was clear the town had an abundance of wealth.""",Estados Unidos,Inglés,PC,16/12/2017
Femenino,56,Nacional,Excelente,5,18,"""Excelente guía""","""Un lugar obligatorio para visitar en Gto. Nos tocó un excelente guía que nos explicó con lujo de detalles la historia del teatro, inclusive un poco más de cultura, vale la pena.""",México,Español,Móvil,6/12/2017
Masculino,48,Internacional,Excelente,5,6,"""Discreto y lujoso teatro""","""Está situado en la calle principal, sin duda pasar por el lugar, se dice que el teatro es el presidente personalmente prisión construida por encima del teatro es de ocho estatua de la diosa. Particularmente exquisita interiores de teatro, magníficos, se recomienda tener la oportunidad de ver las actuaciones, se dice que es el centro cultural y de ocio Guanajuato mexicana, especialmente la música y la pintura es la principal ciudad de San Miguel. Cuando voy justo a tiempo para la temporada de vacaciones, una gran cantidad de personas que se sientan en las escaleras cantando o actuando, sobre todo gran número de personas en especial.""",Camboya,Chino,PC,4/12/2017
Masculino,53,Nacional,Excelente,5,354,"""Sin duda la mejor obra arquitectónica de Guanajuato""","""Excelente obra arquitectónica del siglo XIX, yace al lado del parque Union y corazón de Guanajuato, sus 12 columnas imponentes, parecen guardianes de esta hermosa ciudad colonial, su interior la sala de espectáculos sigue los modelos de las salas europeas; tiene forma de herradura, con cuatro órdenes de palcos y localidades generales; su decoración interior es de estilo oriental. Tienen acceso al público con una módica cantidad para conocerlo, si tienes la oportunidad de ver un concierto cuando visites la ciudad es algo que no debes de perderte.""",México,Español,Móvil,4/12/2017
Femenino,66,Nacional,Excelente,5,292,"""¡Una joya!""","""Ya lo conocíamos pero no habíamos tenido el gusto de disfrutar un concierto en su luneta. Concerto Köln durante el Cervantino 2017 fue la ocasión óptima, un verdadero placer. Además se genera un ambiente encantador ya que el interior del teatro es espléndido, con una decoración exquisita. Ojalá puedan asistir a un espectáculo pero si no, al menos no dejen de visitarlo.""",México,Español,PC,1/12/2017
Masculino,47,Nacional,Excelente,5,41,"""Muy bonito""","""Impresionantes la verdad, impactante si lo visitas de noche, un lugar muy bonito y romántico si vas con tu pareja.""",México,Español,Móvil,24/11/2017
Femenino,35,Nacional,Excelente,5,165,"""Emblemático de Guanajuato""","""Esta en el jardín unión a un lado del restaurante casa valades muy emblemático y muy bonita arquitectura podrás entrar de 10 de la mañana hasta las 7 de la noche adentro es espectacular una visita obligada podrás observar alrededor del teatro varios grupos de callejoneadas y venden cuadros lo único malo es que siempre esta lleno gracias.""",México,Español,Móvil,21/11/2017
Femenino,64,Internacional,Excelente,5,11,"""People watching""","""Love the Theater steps. Go down the street to the liquor store and grab a beer. Then go sit on the steps, right across from the plaza. See everyone walking, street vendors, tourist, locals, just a great spot to watch. Everyone is doing it, not everyone is smart enough to go get a beer. We went during the opera season so the performers were on the steps taking pictures. Very fancy. Great time as always in Guanajuato.""",Estados Unidos,Inglés,PC,20/11/2017
Femenino,65,Internacional,Excelente,5,12,"""Bella arquitectura""","""El lugar tiene mucho estilo. No es nada caro, vale la pena ir a ver alguna puesta en escena. Me tocó ver la sinfónica de la Universidad de Guanajuato; tocan bellísima melodía, no puedes meter agua ni bebidas. El personal es amable, los baños limpios. Recomiendo mucho visitarlo.""",Estados Unidos,Español,Móvil,19/11/2017
Femenino,30,Internacional,Excelente,5,5,"""Absolutamente para ver""","""La arquitectura y la decoración increíble, se requiere una visita. El trabajo realizado por la mano requiere un gran respeto por estas personas.""",Francia,Francés,Móvil,18/11/2017
Femenino,45,Nacional,Excelente,5,14,"""Un monumento emblemático y hermoso de Guanajuato capital""","""Si te gusta conocer lugares mágicos, el Teatro Juárez te encantará. Puedes pasar a visitarlo en horario por las mañanas o asistir a eventos por la noche a un bajo costo. Normalmente son en horario de las 8pm.""",México,Español,PC,15/11/2017
Masculino,60,Internacional,Excelente,5,925,"""Teatro precioso""","""Este teatro se encuentra en la ciudad. Pilares y una reminiscencia de Romano y el templo griego, y el techo no está montando la imagen, la apariencia es muy respetable. Que pueda dentro de la gira. parece un poco pequeña interior, se ha realizado la decoración delicado y adornado, la prosperidad de la época, que fue construido sugerirá. Se ha utilizado comúnmente en la actualidad. Hermosa noche para ser escrita hacia arriba.""",Japón,Japonés,PC,13/11/2017
Masculino,53,Internacional,Regular,3,223,"""Bastante fuera de""","""Hermoso edificio que vale la pena visitar por la vista desde el exterior. Después, honestamente pagar para visitar los salones vacíos de un teatro, no es algo que haya gustado.""",Canadá,Francés,Móvil,11/11/2017
Masculino,55,Nacional,Excelente,5,41,"""¡Simplemente MAGNIFICO!""","""De los mejores teatros que he visto. Muy buena acústica y su interior.... ¡¡¡Tienes que verlo!!! No te vayas de Guanajuato sin visitar este teatro.""",México,Español,Móvil,11/11/2017
Femenino,30,Nacional,Excelente,5,58,"""Belleza cultural""","""Este teatro es un imperdible en Guanajuato por su historia y su belleza, te transporta en el tiempo. Se ubica en la plaza principal, cuenta con una escalinata que es testigo de diversos eventos como presentación de mimos, cuentos de leyendas, música y puedes sentarte ahí a disfrutar una parte delantera ciudad y ver a la gente pasar.""",México,Español,Móvil,8/11/2017
Masculino,60,Nacional,Excelente,5,53,"""Parte vital de la historia de México""","""Este teatro es una vista obligada en la ciudad, cuenta con una maravillosa arquitectura tanto exterior como interior, este teatro forma parte importante de la historia de México pues tuvo un papel muy importante durante la revolución mexicana de 1910. Punto de gran importancia en la ciudad y cuenta con guías que te van narrando la historia del lugar y te permite conocer más acerca de la cultura e historia de la ciudad y la nación.""",México,Español,Móvil,8/11/2017
Masculino,46,Nacional,Excelente,5,17,"""¡Hermoso!""","""Es precioso. Una joya, es motivo de una de las mejores fotos que tomarás en Guanajuato. Por la noche el ambiente con las callejoneadas es increíble.""",México,Español,Móvil,8/11/2017
Femenino,59,Nacional,Excelente,5,94,"""Excelente""","""El teatro Juarez es un lugar que no deben dejar de visitar, la historia y todo lo que hay dentro está en excelente estado de conservación.""",México,Español,Móvil,4/11/2017
Masculino,47,Internacional,Excelente,5,821,"""Lujoso teatro""","""Es decir desde el exterior sin entrar solamente fue visitado durante, pero fuera de la apariencia era preciosa. El Pipila se veía directamente detrás. El teatro al lado hay una iglesia y la estatua de bronce de dos, hay una gran cantidad de espacio de descanso de un bonito árbol delante de los ojos! ¡El lunes fue un día de fiesta!""",Japón,Japonés,Móvil,2/11/2017
Masculino,68,Internacional,Excelente,5,555,"""Compacto es un gran teatro""","""La entrada es rara teatro mixto que de estilo árabe francés y entra vez dentro en griego. Nombre Juárez del Presidente se encuentra en el teatro de la parte delantera. La próxima vez que quieran escuchar música aquí. Actuaciones que era capaz de entrar en el tiempo de recorrido sin guía.""",Japón,Japonés,PC,18/10/2017
Femenino,27,Internacional,Muy bueno,4,33,"""Cute Historic Theater""","""We walked around this theater without a guide and loved to see the beauty of it. You can tell it was built a very long time ago and can appreciate the architecture.""",Estados Unidos,Inglés,PC,17/10/2017
Masculino,31,Nacional,Excelente,5,78,"""Imponente belleza""","""Edificio realmente hermoso en pleno corazón de la ciudad. Un lugar para descansar en sus escalinatas o disfrutar de su interior durante algún concierto u obra. Inaugurado por el Presidente Porfirio Díaz en 1903.""",México,Español,PC,10/10/2017
Femenino,42,Nacional,Excelente,5,3,"""Excelente lugar""","""Ir a Guanajuato y no conocer este lugar es como no ir. En lo personal es lo que más me agrado. Realmente es muy bello, muy recomendable lugar lleno de historia.""",México,Español,Móvil,3/10/2017
Masculino,59,Nacional,Excelente,5,54,"""Pasar es obligado si vienes""","""Es uno de los principales iconos de la ciudad, aunque sea para sentarte en las escaleras para la foto o disfrutar de una magnífica vista hacia el teatro o los alrededores lo valen... DEBE estar en tu itinerario…""",México,Español,Móvil,30/9/2017
Masculino,62,Nacional,Excelente,5,1353,"""Hermoso lugar""","""Es un teatro que está en el centro de Guanajuato muy pequeño pero muy hermoso, con acabados de primera calidad y sumamente cómodo.""",México,Español,Móvil,24/9/2017
Femenino,67,Internacional,Excelente,5,40,"""Vacaciones""","""No puedo encontrar las palabras para describir la belleza de este lugar, espejos franceses el trabajo de madera es todo lo demás... no se puede dejar de visitar.""",Italia,Italiano,Móvil,18/9/2017
Masculino,45,Nacional,Excelente,5,13,"""Beautiful""","""We enjoyed the tour and love the architecture and deco! The guide was a little too much, though it was fun.""",México,Inglés,Móvil,17/9/2017
Masculino,57,Nacional,Excelente,5,70,"""Tradicional""","""Te recomiendo conocerlo como parte de la callejoneada típica en Guanajuato, con estudiantina, que vale la pena vivir, aparte de que conoces parte de la tradición oral de Guanajuato.""",México,Español,Móvil,17/9/2017
Femenino,48,Nacional,Excelente,5,15,"""Un imperdible de Guanajuato""","""El teatro es pequeños pero es muy impresionante si estado de conservación. La explicación de los guías es muy buena y merece mucho la pena.""",México,Español,Móvil,16/9/2017
Femenino,30,Nacional,Excelente,5,23,"""Hermoso edificio""","""Es un edificio hermoso, de encuentro. En un lugar muy concurrido, no pudimos fotografiar su fachada por qué siempre hay gente sentada en sus escalones.""",México,Español,Móvil,16/9/2017
Masculino,49,Nacional,Excelente,5,137,"""Hermoso""","""Un teatro impresionante por su hermosura, ubicado en el corazón del centro histórico, es un lugar que debes visitar en Guanajuato.""",México,Español,Móvil,16/9/2017
Femenino,54,Nacional,Excelente,5,8,"""¡Hermoso teatro!""","""Está muy lindo, muy bien conservado. vale la pena ir, sientes que estas en otra época además el señor que explica te da muchos detalles sobre la historia de Guanajuato y de México.""",México,Español,Móvil,16/9/2017
Masculino,44,Internacional,Excelente,5,73,"""Un lugar de visita histórica""","""Este magnífico estilo ecléctico teatro, construido por el dictador Porfirio Díaz es un hermoso edificio, con una fuerte influencia mora en su interior. Un teatro de ópera y conciertos claramente tenía muchos usos a lo largo de su existencia. Incluso los bailes y peleas de gallos tuvieron lugar allí en tiempos menos ilustrados, sino que también ha sido la película por un tiempo. Renovado y restaurado a su esplendor original, es una visita obligada. Si tienes la oportunidad, ir a un espectáculo en este maravilloso teatro. Hay Visitación de la mañana y por la tarde. Consejo: Consulte las horas de visita. Es en el corazón del centro histórico.""",Brasil,Portugués,Móvil,14/9/2017
Femenino,66,Internacional,Excelente,5,18,"""Un must en Guanajuato""","""Lo admiramos por fuera y tuvimos la oportunidad de asistir a un evento cultural gratuito en el que el actor Juan Manuel Bernal leyó magistralmente tres cuentos de García Márquez. Muy agradable y el lugar divino. Volveré.""",Estados Unidos,Español,Móvil,11/9/2017
Femenino,37,Nacional,Excelente,5,26,"""Distintivo Guanajuatense""","""Magnífico edificio tanto interior como exterior, no pierdan la oportunidad de disfrutar algún espectáculo, los llevará a un tiempo diferente; una arquitectura detallada con gran gusto y recién restaurada de excelente manera.""",México,Español,PC,9/9/2017
