Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,71,Internacional,Muy bueno,4,323,"""Lovely - Too Much ""Tourist"" Art""","""This bi-level mercado is visually striking unlike the usual warrens of Mexican markets where you can't see much past your own nose. It also has an architectural feel of days gone by which is very appealing. As a locale it is great, as a place to buy something cavaet emptor. Too much overpriced tourist junk.""",Estados Unidos,Inglés,Móvil,17/3/2018
Masculino,,Internacional,Excelente,5,74,"""If you can't find what you are looking for, you don't need it""","""Great market and a must visit while in Guanajuato. Food court and food market on first floor with second floor filled with usual items one would look for in Gunajuato. Prices are good. Many vendors around the market with fresh bakery the best I found from a vendor in the front of the market. Vendors are not pushy like some other vendors in various parts of Mexico.""",Estados Unidos,Inglés,PC,15/3/2018
Masculino,40,Internacional,Muy bueno,4,56,"""Main ingredients of Mexican cuisine- worth a look""","""If you like Mexican food it starts in a main market like the Hidalgo Market. If you haven't taken the time to visit an authentic market, this is a good one. The structure is interesting and in general, it is one of the more predominant buildings in Guanajuato. Personally, I think the selection of souvenirs is a bit simple.""",Canadá,Inglés,PC,14/3/2018
Femenino,45,Internacional,Muy bueno,4,63,"""Small market, small crowds""","""My husband and I were staying in an apartment so we had to forage for food. We headed down to the market and found granola and yogurt for breakfast. Also, fresh fruits beautifully displayed and other typical Mexican treats.""",Estados Unidos,Inglés,PC,13/3/2018
Femenino,33,Internacional,Muy bueno,4,16,"""Fun indoor market""","""Good eats, lovely food stalls - yes, there are many colors of corn evidently - and lots and lots of stuff.""",Estados Unidos,Inglés,PC,13/3/2018
Masculino,20,Internacional,Excelente,5,80,"""Spring break""","""Favorite place to visit to purchase artifacts. Food outside market is good place to get a bite to eat. Everything is within walking distance. Love this city Guanajuato!!""",Estados Unidos,Inglés,Móvil,12/3/2018
Femenino,,Internacional,Excelente,5,16,"""Good food and good shopping!""","""We had breakfast before our tour of the city. The food was great and pricing was reasonable. We got to walk around the first level and do some shopping for souvenirs. Did not check out the second level but would definitely recommend the market as a must see when visiting.""",Estados Unidos,Inglés,PC,10/3/2018
Femenino,28,Nacional,Muy bueno,4,22,"""Variedad de comida y artesanías ""","""Mucha variedad de comida y artesanías para comprar... no es garantía que será lo más barato que puedas encontrar, hay tiendas donde negocias mejor precio y aceptan tarjeta.""",México,Español,Móvil,9/3/2018
Masculino,70,Internacional,Excelente,5,92,"""Shopping what more can I say""","""Built and designed by Eiffel authentic indoor mexican market. fresh food places to grab lunch and all sorts of shops for food and clothing. everything is first rate quality.""",Estados Unidos,Inglés,PC,6/3/2018
Masculino,46,Nacional,Excelente,5,26,"""Encuentras de todo""","""Un mercado muy grande y limpio. Encuentras de todo. Desde souvenirs hasta alimentos de buena calidad.""",México,Español,Móvil,4/3/2018
Femenino,32,Internacional,Muy bueno,4,154,"""¡Un mercado típico!"" ","""Se parece a un mercado mexicano y tendrá una .... Pero el edificio es precioso. Un hermoso edificio con una estructura de metal y un balcón que corre por el suelo. Ver .... Incluso para ir de compras!""",Francia,Francés,PC,3/3/2018
Masculino,38,Nacional,Muy bueno,4,28,"""INTERESANTE""","""Un mercado grande para la vista, no huele feo, se come rico y esta limpio, no es el tipico mercado de pueblo.""",México,Español,PC,27/2/2018
Masculino,55,Internacional,Regular,3,844,"""SPECIAL MARKET""","""This is a special market because it´s inside of an imposing architectural building. Its main facade is of a pink quarry with a large arch and large windows. Inside you will find various food stations, sweets shops and everything that is normally found in a market. It is also quite orderly and clean.""",Guatemala,Inglés,PC,27/2/2018
Masculino,27,Internacional,Regular,3,211,"""Purapura el mercado""","""Hay un mercado y caminar un poco hacia el oeste del centro de Guanajuato. ¿Cuál es la atmósfera la gente común del mercado. Recuerdo tiene varios venta.""",Japón,Japonés,Móvil,24/2/2018
Masculino,44,Internacional,Excelente,5,47,"""Un gran lugar para tomar un aperitivo""","""En el mercado no hacer absolutamente nada para los turistas, excepto, comprar fruta o una de las docenas de mini-tenis de alimentos - disfrutar de la cocina mexicana. Una excelente opción para los consumidores de carne, una sopa y camarones muy decente cóctel. Precios por debajo de la media.""",Rusia,Ruso,PC,23/2/2018
Masculino,33,Nacional,Excelente,5,86,"""PERFECTO PARA DESAYUNAR Y COMER""","""Fuimos con mis hijos varias veces a desayunar y comer y la verdad es que la veriedad de menu es increible, asi como la calidad de los alimentos, como recomendacion ve al edificio contiguo al segundo nivel, hay mejjores lugares.""",México,Español,PC,21/2/2018
Femenino,26,Nacional,Malo,2,83,"""Solo porque esta al lado de la Alhóndiga""","""Es un mercadito en realidad chico con las caracteristicas de olores y puestos de un mercado, sin mucho que ver para comprar y en realidad caro para ser un mercado. A la gente le falta cultura de atención al turista pese a que está lleno de gente local y extranjera que entra y sale rápido.""",México,Español,PC,21/2/2018
Femenino,29,Internacional,Regular,3,56,"""Típico""","""Lugar típico y muy entretenido. Tanto para hacer compras como para pasear y comer algo en los distintos puestecitos.""",España,Español,Móvil,19/2/2018
Femenino,39,Internacional,Regular,3,757,"""Nice Building""","""The building's exterior is quite beautiful. Inside there are lots of things to see and buy. Lots of tacky souvenirs.""",Canadá,Inglés,Móvil,17/2/2018
Masculino,52,Internacional,Muy bueno,4,15,"""¡Tope de gente!""","""Mercado de la diversión que tiene todo! Las frutas frescas y verduras, carne y pollo, vendedores de comida y pequeñas tiendas de regalos o recuerdos. sitio muy agradable para ver gente porque se trata de un empate para los locales como para turistas. En el camino hacia el mercado asegúrese de revisar el parque donde la música en vivo puede estar jugando.""",Estados Unidos,Inglés,Móvil,11/2/2018
Femenino,30,Nacional,Excelente,5,19,"""¡¡PINTORESCO!!""","""Me encanta adentrarme en lugares tipicos , sobre todo para indagar en su gastronomia, indudablemente encontraras muchas opciones para darle gusto a tu paladar a un precio muy razonable (dentro del mercado , afuera es otra historia)""",México,Español,PC,7/2/2018
Femenino,41,Nacional,Malo,2,78,"""Not that big deal""","""If you know the other markets in other cities, probably you will get disappointed. You can skip this place and can do better shopping in other areas of the city.""",México,Inglés,PC,6/2/2018
Masculino,25,Nacional,Excelente,5,44,"""¡Muchas opciones!""","""Encuentras muchas opciones para llevar de recuerdo, desde Talavera, alebrijes, cerámica, dulces, ropa bordadas para niños y adultos, mucho trabajo artesanal y buenos precios""",México,Español,Móvil,5/2/2018
Femenino,21,Nacional,Regular,3,19,"""Para comer y comprar souvenirs""","""La entrada del mercado es muy bonita, hay muchos mercados dedicados principalmente a los souvenirs y a la comida, pero entré buscando enchiladas mineras y no encontre, tuve que salir a las fondas a un lado del mercado.""",México,Español,Móvil,3/2/2018
Masculino,35,Internacional,Regular,3,326,"""Typical Mexican Market Predominantly for Locals and Emphasis on Food""","""Every city or town in Mexico has a market and this is no different. The first floor is predominantly for the locals with food stalls for staples and vendors selling house hold items tot clothing. The second floor has some handicrafts but not really high quality if you are looking for inexpensive gifts you should go to the second floor A quick walk through is all you need to make a decision if you want to spend more time there.""",Estados Unidos,Inglés,PC,29/1/2018
Femenino,34,Internacional,Excelente,5,63,"""""Hermosa fachada y la artesanía""","""Lindo mercado con una fachada de gran detalle arquitectónico. Dentro de un laberinto de tiendas y gente llena de color y vida. Muchos dulces típicos en venta y artesanía mexicana a precios asequibles. Un lugar ideal para disfrutar de la cultura mexicana por la proximidad de las personas.""",Brasil,Portugués,Móvil,28/1/2018
Masculino,28,Nacional,Muy bueno,4,48,"""¡Rico y Barato!""","""Fuimos a desayunar y se come rico y barato! Lo recomiendo si quieres darte un baño de pueblo jejeje. Nos atendieron muy bien. Aparte de comida hay muchos puestos de ropa , artesanías y muchas cosas más.""",México,Español,PC,28/1/2018
Femenino,19,Nacional,Muy bueno,4,10,"""Rustico y Folclorico""","""Me encanto el mercado, yo fui de viaje y ahorre mucho dinero comprando en el marcadito, todo fresco y a buen precio, encuentras de todo, salvo que las curiosidades y todo eso , si los vendedores te ven como turista fácil dobletean el precio :s""",México,Español,PC,26/1/2018
Masculino,49,Internacional,Muy bueno,4,3280,"""Colores cotidianas"" ","""Gran mercado con una arquitectura primera hierro del siglo XX, muy similar a una estación de tren que conserva doble apelación Secessian y de la vida cotidiana mexicana. géneros dentro de todos los tipos y vendedores de todo lo que es comestible. Higiene difícil de ser llamado tal, merece colores populares.""",Italia,Italiano,PC,25/1/2018
Masculino,44,Nacional,Malo,2,34,"""Mala atención a clientes""","""Es un punto turistico obligatorio, pero la calidad de la comida es baja y la atención al visitante deja mucho que desear.""",México,Español,PC,22/1/2018
Masculino,38,Internacional,Excelente,5,68,"""Great place to drop in and grab a quick bite as you're wandering around""","""It's a market - more for locals than tourists, but check-out the upstairs if you need some more touristy stuff. Great seafood and carnitas spots - not sure which ones are best, just follow the locals!""",Estados Unidos,Inglés,PC,21/1/2018
Masculino,42,Internacional,Excelente,5,134,"""Worth it""","""Worth checking out especially if you want to buy a trinket or a little gift for someone. Definitely try & eat inside.""",Estados Unidos,Inglés,PC,18/1/2018
Femenino,27,Nacional,Excelente,5,42,"""Many many vendors""","""A wide variety of staff, from food to artesanias, very colorful and entertaining. Great to buy souvenirs.""",México,Inglés,PC,17/1/2018
Masculino,55,Nacional,Muy bueno,4,78,"""Distintivo de Guanajuato e imperdible visitarlo""","""Nos pareció interesante desde su estructura, y en su interior encontramos una gran diversidad de puestos con mucha variedad artículos, artesanías, recuerdos y comida. ¡Nos encantó a toda la familia!""",México,Español,PC,16/1/2018
Masculino,60,Internacional,Regular,3,541,"""Another market. How do you rate this""","""Mexican towns have markets. Some indoor, some outdoor, some covered. This is an indoor market with the same stuff you find at every market in Mexico. A mix of day to day goods and food for families plus a bunch of touristy knick knack crap. Worth a walk through if only for the experience.""",España,Inglés,PC,14/1/2018
Masculino,29,Internacional,Malo,2,127,"""Pure Trash""","""Mercado Hidalgo was very disappointing- it was all junk and fast food. However, the second floor and the attached outdoor market had some decent souvenirs.""",Estados Unidos,Inglés,Móvil,13/1/2018
Femenino,44,Nacional,Muy bueno,4,17,"""Rústico""","""El mercado Hidalgo es un lugar que debes visitar para conocer un poco mas de la cultura, las costumbres y la gastronomia de Guanajuato. Se puede comprar y apreciar los condimentos que se utilizan en Mexico, se puede comer en cualquiera de los sitios preparados para comer al paso, pero te recomiendo que observes la limpieza del lugar y de la personha que cocina y te sirve los alimentos.Es un mercado de frutas , verduras y de todo un poco...""",México,Español,PC,10/1/2018
Femenino,53,Nacional,Regular,3,17,"""Lugar ideal para comer""","""Uno siempre debe visitar los mercados de las ciudades que visita y éste no es la excepción. Aquí hay muchas fonditas con comida típica mexicana y con las enchiladas mineras típicas de Guanajuato.""",México,Español,PC,8/1/2018
Femenino,36,Internacional,Malo,2,123,"""Mercado de varios"" ","""Viene en varios procedentes de recuerdos nada de ropa, que el lugar para comer. Debido a que el olor de la otra gris terriblemente probable, tales adecuado para comer el arroz. La tienda no es demasiado denso pasaje no es Surechigae, vibrante no se sentía tanto. Muchos de esos artículos también parece un viejo, no puedo recomendar demasiado para ir de compras.""",Japón,Japonés,PC,7/1/2018
Masculino,26,Internacional,Excelente,5,125,"""Pure Folklore (with a little bit of made in china)""","""Very colorful folkloric mercado, lots of traditional Mexican artisan toys, and other crafts, some junk made in china, too. Compare prices before buying anything,they can vary a lot from one vendor to another. I would not purchase any food (or candy).""",Estados Unidos,Inglés,Móvil,6/1/2018
Masculino,71,Internacional,Regular,3,947,"""Ordinario""","""Gran mercado cubierto donde hay varios puestos de artesanía, sino también varios pequeños restaurantes para comer barato. Hay un mercado similar en casi todas las ciudades de México.""",Canadá,Francés,PC,6/1/2018
Femenino,43,Nacional,Excelente,5,148,"""Una joya""","""En este lugar encuentras de todo, recuerditos, ropa, comida, artículos de piel y todo a precios súper accesibles.""",México,Español,Móvil,5/1/2018
Masculino,34,Internacional,Muy bueno,4,20,"""Soak in the local flavors""","""Fun, lively market that sells fresh foods, produce and souvenirs. Worth checking out while in town. Local sellers of salsas, marmalade’s and nuts etc to take home.""",Estados Unidos,Inglés,PC,30/12/2017
Femenino,22,Nacional,Regular,3,10,"""Gran variedad""","""Los recuerdos o souvenirs son muy básicos para un turista, si están buscando algo único de Guanajuato, no es la opción pero hay gran variedad de productos y artículos de piel, juguetes, etc.""",México,Español,Móvil,28/12/2017
Masculino,39,Internacional,Excelente,5,41,"""Imperdible""","""Una visita obligada en tu estancia en gto Locales muy tradicionales y pintorescos Con amplia oferta de alimentos y productos típicos Un ambiente totalmente festivo en toda ocasión No dejes de visitar la parte superior y admirar su estructura.""",Perú,Español,Móvil,27/12/2017
Masculino,42,Nacional,Excelente,5,14,"""Uno de los lugares a donde ir con tiempo libre""","""Si se tiene tiempo para caminar en la ciudad visita obligada al mercado, advertencia, se puede gastar todo su dinero en compras y comida porque hay muchos puestos y variedad de comida.""",México,Español,Móvil,25/12/2017
Masculino,41,Internacional,Excelente,5,107,"""Es uno de los mejores mercados de México""","""El mercado Hidalgo de Guanajuato, es uno de los más bonitos y grandes mercados de México, la artesanía del segundo piso y de sus pasillos, hacen de la visita muy agradable.""",Perú,Español,PC,22/12/2017
Femenino,56,Internacional,Muy bueno,4,156,"""Great Comedors and Good for Souvenirs""","""We went to the market with lunch in mind. The market is filled with lots of everyday items for locals, but it also has a very nice selection of souvenirs for us tourists. We ate at Comedor Mariscos el Ausente and it was GREAT! We had the special which was 3 tostadas ceviche and a coke for $60Mxn. It was a nice walk and a must visit. Tight spaces, so it might be difficult with kids with roving hands or strollers.""",Estados Unidos,Inglés,PC,17/12/2017
Masculino,44,Internacional,Muy bueno,4,928,"""Outside silver clock tower is a gem; interior facade is bland, but fun and entertaining market""","""You can spot this architectural jewel from different parts of the city by its silver clock tower! The interior design is a big open shell, but is filled with 2 stories of vendors; food, household items, toys and more. The immediate outside and perimeter of the building is also surrounded by vendors; food, bakery, jewelry and more.""",Estados Unidos,Inglés,PC,16/12/2017
Masculino,30,Internacional,Excelente,5,35,"""Colorful!!!!""","""In this traditional marker you will find a little of everything. Fruit and Vegetables, meat, traditional food, and also a lot of suvenirs. They sell traditional mexican toys. When you are on the second floor you will have a colorful view of the market.""",Canadá,Inglés,PC,10/12/2017
Masculino,57,Internacional,Muy bueno,4,59,"""Great place to browse and enjoy street food""","""During an eight-day stay, we made daily trips to this market to purchase divine flan (egg custard) from one of the vendors for $20 pesos each. The mercado is a high-ceiling metropolis of vendors ranging from food, dry stores, trinkets and other colourful items that you would otherwise find in any Mexican market.""",Canadá,Inglés,PC,9/12/2017
Femenino,67,Nacional,Muy bueno,4,292,"""Emblemático""","""El edificio, antigua estación de ferrocarril, es precioso en sí mismo. Conforma un perfecto escenario para las típicas fotos de viaje. En cambio el interior me parece un poco desabrido, la mercancía muy repetitiva, de moderada calidad. Podría ser un magnífico espacio para venta de artesanías más auténticas.""",México,Español,PC,1/12/2017
Femenino,23,Nacional,Excelente,5,18,"""Encuentras los souvenirs para los amigos y familia""","""La fachada tiene una arquitectura impresionante y muy bella, ya adentro encuentras todos los souvenirs que quieras a costos muy atractivos y también comida deliciosa a precios muy buenos.""",México,Español,PC,1/12/2017
Femenino,21,Internacional,Excelente,5,39,"""Wonderful Place to Buy Souvenirs""","""Bring cash, and don't buy something until you've given yourself a chance to look around. Many of these shops sell the same item-- some sell it cheaper than others. On the bottom floor are MANY food options!""",Estados Unidos,Inglés,PC,26/11/2017
Masculino,32,Nacional,Excelente,5,41,"""El mejor precio en dulces""","""Si quieres comprar charamuscas, este es el mejor lugar, los precios son accesibles y tienen mucha variedad, también si te gusta la comidas económicas.""",México,Español,Móvil,24/11/2017
Masculino,45,Nacional,Muy bueno,4,155,"""Antigua estación de trenes""","""Un lugar grande y emblemático podrás encontrar desde dulces cremeria y demás cosas siempre esta lleno. Un lugar limpio podrás comer las guacamayas que es una torta de chicharrón y chile visita obligada.""",México,Español,Móvil,21/11/2017
Femenino,38,Nacional,Excelente,5,4,"""Limpio""","""Un mercado colorido y bonito. Todo dividido por areas y la gente muy amable. A comparacion del mercado de mi ciudad (Campeche) esta bellisimo y limpio. ¡Me encanta!""",México,Español,Móvil,17/11/2017
Masculino,69,Internacional,Muy bueno,4,925,"""Tiene todas las diversas cosas"" ","""Guanajuato es un gran mercado. Suministros día de los alimentos, una variedad de tiendas, tales como recuerdo no está alineado crowdedly. Nakaniwa También hay un espacio de restaurantes, es bastante ajetreo. Además también hay un edificio del restaurante sólo a la siguiente, también estaba lleno.""",Japón,Japonés,PC,13/11/2017
Masculino,52,Internacional,Muy bueno,4,223,"""No está nada mal"" ","""Gran mercado muy cubierto. O encuentras todo para hacer sus compras de recuerdos en la ciudad. Hay una fiesta de comida para ver. Y para comer no es demasiado caro. No está mal.""",Francia,Francés,Móvil,11/11/2017
Masculino,68,Internacional,Excelente,5,226,"""Interesting building and shops""","""The market is located in an old structure designed by Eiffel - the guy who designed the Eiffel Tower. Within the soaring structure are shopping stalls featuring crafts crammed together with fruit stands, meat markets and food stands. We bought a few things but did not eat here.""",Estados Unidos,Inglés,PC,8/11/2017
Femenino,19,Internacional,Muy bueno,4,12,"""Worthwhile if you're a foodie""","""A great community market. Nobody 'hawks' at you. Inside is food, food, food. We revisited to buy local products to take home.""",Estados Unidos,Inglés,PC,30/10/2017
Masculino,36,Nacional,Regular,3,15,"""Porfiriano""","""El edificio es impresionante, no parece un Mercado. Ofrece comida económica y artesanías a buenos precios. Los dulces son económicos y es famoso por sus tortas de carnitas.""",México,Español,PC,28/10/2017
Femenino,66,Internacional,Muy bueno,4,174,"""Great market for souvenirs""","""If you need to buy souvenirs, go to this local market, where you can find totally everything! The prices are low and you will enjoy true Mexican street market.""",Finlandia,Inglés,PC,23/10/2017
Masculino,74,Internacional,Muy bueno,4,546,"""Mercado de Guanajuato""","""Es lo que fue el edificio de la estación de trenes marca un ciudadano del mercado, pero la apariencia es aquí entra en Creo que lo kana una multa se encuentra para ser una ciudad del mercado. La primera planta a las necesidades de la vida de los alimentos de carne Toka, como recuerdos locales y artículos de cuero en el entresuelo de la expresión pasillo hay, sólo imaginar a partir de la aparición en Japón de super y el almacén general es un mercado tan juntos no podía. El mismo tipo de mercado como es el mercado central de la capital de Letonia, Riga.""",Japón,Japonés,PC,17/10/2017
Masculino,18,Nacional,Regular,3,445,"""Muy típico""","""Visitar el mercado Hidalgo es algo muy típico en Guanajuato Hay mucha variedad de comercios entre ellos se pueden encontrar comida dulces ropa o juguetes Si te gusta la comida de mercado es una muy buena opción visitar este.""",México,Español,Móvil,16/10/2017
Femenino,24,Internacional,Muy bueno,4,24,"""Hidalgo Market (Mercado Hidalgo)""","""Wow! This place was jam packed with vendors selling food to eat there or produce and meat to take home as well as souvenir shops! It helps to speak Spanish though and we only knew the tiniest bit - not enough!!  But otherwise, I think you can get some good deals here. It was interesting to watch them make fresh tortilla shells.  I wouldn't say that this market has restaurants but more like fast food places  I think it would also be very tight to be considered wheel chair friendly - and besides that, you'd still have to make it up the stairs to the entrance.""",Canadá,Inglés,PC,5/10/2017
Femenino,21,Nacional,Muy bueno,4,27,"""Escapada a Guanajuato""","""Vale mucho la pena visitar el mercado, encontraras muchos souvenirs, camisetas, dulces y algunas artesanías. En cuanto a la comida no es recomendable si no eres local y tienes un baño cerca por si tienes que salir corriendo!. La comida está re calentaba y pensaría dos veces antes de comer carnitas o caldos ahí. Definí sus tiendas de dulces valen la pena, los puestos de fruta tienen una gran variedad. Debes conocerlo si visitas Guanajuato.""",México,Español,Móvil,4/10/2017
Masculino,70,Nacional,Pésimo,1,67,"""Lose weight with sweat""","""Nothing special as all items are at others open shops. Since it's closed, no air movement so be ready to be hot, sweaty, uncomfortable. I disliked it totally as you read.""",México,Inglés,Móvil,3/10/2017
Femenino,45,Nacional,Regular,3,41,"""Por conocer su arquitectura""","""Este mercado no difiere nada de cualquier mercada que podemos encontrar en nuestras ciudades de origen sin embargo es recomendable conocerlo por su arquitectura, fue pensado para una estacion de tren en su momento, fue restaurado y bien vale la pena visitarlo por la condicion que guarda.""",México,Español,PC,2/10/2017
Masculino,48,Nacional,Muy bueno,4,1308,"""Muy mexicano""","""Nosotros dimos de casualidad al Mercado, y nos pareció muy mexicano con buenos precios e interesante para visitar, no te va a quitar mucho tiempo porque es pequeño.""",México,Español,Móvil,27/9/2017
Femenino,51,Internacional,Muy bueno,4,8,"""Un mercado muy turístico""","""El mercado es pintoresco. Los precios son adecuados y recomiendo cerámicas del primer piso. El lugar es un mercado abigarrado, el antecesor indudable del shopping con su patio de comidas, algo de ropa, algunas artesanías. Es un lugar para visitar porque es agradablemente poco maquillado.""",Argentina,Español,PC,22/9/2017
Femenino,27,Nacional,Excelente,5,65,"""¡Es obligatorio casi casi ir al mercado de Guanajuato!""","""Se come delicioso!!!! Las tortas de carnitas y el pozole son de lo mejor, hay pan casero, artesanias mas baratas que en las tiendas de afuera y encuentras gente amable y limpia que no sabras como decirles que no a lo que venden. ¡Me encanto!""",México,Español,PC,14/9/2017
Femenino,33,Internacional,Muy bueno,4,60,"""Great local market""","""This was a great place to pick up gifts and food for cheap. There is not a lot of room so be prepared to be a little squished at times but it is well worth it!""",Estados Unidos,Inglés,PC,14/9/2017
Femenino,37,Nacional,Muy bueno,4,61,"""Vale la pena ver el corazón de un pueblo""","""Es un lugar muy típico de la ciudad donde abastace de víveres a la población de la ciudad, venden de todo, desde frutas, verduras, legumbres, carnes, etc..hasta flores, artesanías, y más. Sinceramente tienes que conocer este mercado pues su diseño es precioso y puedes entender más el corazón de un pueblo cuando ves a sus locales comprar y cómo es toda una cultura el marchanteo.. muy típico en el centro de México.""",México,Español,PC,12/9/2017
Masculino,,Nacional,Regular,3,17,"""Amabilidad""","""Las personas de los negocios normalmente te atienden de la mejor manera, te ofrecen todo lo que venden para que les consumas.""",México,Español,PC,10/9/2017
Masculino,26,Nacional,Excelente,5,8,"""¡Mercado con vida!""","""Hay mucha variedad para comer o desayunar. En la entrada existen diferentes tipos de recuerdos y juguetes que puedes comprar. Además de que todos son muy amables. ¡El mercado es increíble en olores y colores!""",México,Español,Móvil,7/9/2017
