Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,31,Nacional,Excelente,5,155,"""Great stuff!""","""Overall, the best museum in Guanajuato. A little bit of everything as related to the fascinating history of the city and the region. Admission was 52 pesos per person. Well worth the price.""",México,Inglés,Móvil,13/2/2018
Femenino,46,Internacional,Regular,3,34,"""No aporta mucho""","""Un museo mas, que muestra artefactos, sin contar la historia que rodea a tan hermosa ciudad. El edificio, esta bien mantenido.""",Perú,Español,PC,8/2/2018
Masculino,58,Internacional,Muy bueno,4,127,"""Nice""","""Nice museum which was once a storage house for grain and other foodstuffs although it looks like someone’s palace. Gorgeous building and an interesting museum on the second floor. Cost is 52 pesos and you can get large cards with information in English from the cashier at the entrance.""",Canadá,Inglés,Móvil,8/2/2018
Femenino,32,Nacional,Excelente,5,25,"""Vista genial""","""La vista que tiene de la ciudad es hermosa... de noche es sumamente magnifica. Ideal para relajarse y perderse en la vista del hermoso Guanajuato.""",México,Español,Móvil,7/2/2018
Masculino,49,Internacional,Muy bueno,4,3298,"""Piedra en forma de paralelepípedo""","""Caja de piedra de gran tamaño que una vez fue el granero, un símbolo de la lucha por la independencia de México, ahora un museo histórico valioso y rico. Que no pasa desapercibido en tamaño y estructura.""",Italia,Italiano,PC,25/1/2018
Femenino,24,Internacional,Excelente,5,10,"""INCREÍBLE""","""Uno de los tantos museos que visite, y de los que más me agradaron, me empape tanto de historia , es bellísimo.""",Argentina,Español,PC,24/1/2018
Masculino,35,Internacional,Excelente,5,36,"""History, tons of it, come and learn""","""From day one this is surely an icon in the towns and Mexicos history, you be amazed how many times this little palace fort prison crop wharehouse and city emblem has been relevant to every decade dating back to the 1700's in GTO.""",Perú,Inglés,Móvil,23/1/2018
Femenino,24,Nacional,Excelente,5,79,"""Great museum""","""We visited sunday morning and we loved it! It was not very crowded and it was very well displayed. Although the information is only in spanish…""",México,Inglés,PC,23/1/2018
Masculino,46,Internacional,Muy bueno,4,335,"""Go For the Murals""","""Th building is historically significant as it played a role in the Mexican revolution when the pro- Spanish forces took refuge and the rebels had a victory. The murals are the most interesting part of the building by Jose Chavez. There are rooms devoted to Mexcian history and culture, however,, for anyone who has limited Spanish the significance of many of the exhibits are not readily apparent, I think the most interesting rooms contained the pre-Columbian pottery. There is nothing inside to eat or drink and there is a small gift shop which contains mostly books in Spanish. If you are interested in architecture and muralists I would recommend that you go. I would say that you woud spend maximum an hour to an hour and a half. There is a charge for cmaeras but not to use your cell phone for pictures.""",Estados Unidos,Inglés,PC,22/1/2018
Masculino,40,Internacional,Excelente,5,68,"""Great way to get some of the history of the revolution""","""Great history, and the murals by Jose Chavez Morado are awesome. There was a huge group in the courtyard, but almost none were gawking at the murals - hope you can spend a long time enjoying them as well!""",Estados Unidos,Inglés,PC,21/1/2018
Masculino,53,Internacional,Muy bueno,4,5,"""Valor histórico""","""Este lugar es parte de la historia de la independencia de México, además el edificio en si mismo tiene un gran valor arquitectónico y el Museo que alberga me ayudó como español a comprender las razones de la independencia de un pueblo que amo tanto como el mexicano.""",España,Español,PC,20/1/2018
Masculino,45,Nacional,Muy bueno,4,188,"""Sitio histórico imperdible""","""El inicio de la guerra de independencia. Cuenta con salas de exhibición y narradores que cuentan la historia. Murales muy llamativos. La importancia histórica del sitio es innegable.""",México,Español,Móvil,20/1/2018
Masculino,61,Internacional,Regular,3,527,"""A little expensive for what there is to see. Plus a camera fee?""","""This was an interesting place to visit. I enjoyed many of the displays but English speaking visitors should be aware that there is no English language translation for any of the exhibits. It's quite a quick visit - there really isn't much in here. I find it off-putting that they charge for me to take my camera in. That's such a blatant money grab. At the end of the day there's very little to photograph anyways.""",España,Inglés,PC,14/1/2018
Femenino,26,Nacional,Muy bueno,4,17,"""Visita rigurosa""","""Es uno de los lugares más importantes de México. El guía da una plática sobre la historia del lugar y de la Independencia de México muy buena. La entrada es accesible. El problema es para las personas con dificultad para la movilización. En general es un lugar que debe ser visitado.""",México,Español,PC,8/1/2018
Femenino,46,Nacional,Excelente,5,148,"""Obligatorio ir""","""Definitivamente por el valor histórico es una visita qué hay que hacer. Además su arquitectura y el museo también valen la pena.""",México,Español,Móvil,5/1/2018
Femenino,43,Nacional,Excelente,5,64,"""SITIO QUE ALBERGA LA HISTORIA DE MÉXICO""","""Debes visitarlo, actualmente es un museo, la alhóndiga era el lugar en donde se almacenaban los granos y semillas, jugó un papel muy importante en la independencia de México, partiendo que en Guanajuato se iniciaron los ideales de independencia, fue allí en dónde al término de la misma y para calmar al pueblo colgaron en cada esquina dentro de jaulas las cabezas de: Miguel hidalgo, Jiménez, Allende y Aldama. Puedes afuera aun observar las vigas de donde colgaban las jaulas con las cabezas. Adentro encontrarás diversas salas, dedicadas a personas revolucionarias de diversas épocas y lugares. También en el patio una réplica de la campana de independencia (la que se encontraba en la iglesia de dolores, la cual resonó hidalgo para dar el grito de independencia) la original se encuentra en el balcón central de palacio nacional en la ciudad de México. Y es la que hace sonar el de presidente cada año el 15 de septiembre. Cobran la entrada, sin embargo para estudiantes, niños menores de 12 años, profesores y adultos mayores es gratis, sólo deben registrar su acceso.""",México,Español,Móvil,4/1/2018
Femenino,26,Nacional,Excelente,5,10,"""Básico para los mexicanos""","""Este lugar es un recordatorio para hechos históricos que como mexicanos sabemos desde la primaria pero con el tiempo olvidamos, la forma en la que están puestas las salas hace de la visita un resumen practico para recordar los acontecimientos más importantes del país. Recomendable ir con un guía.""",México,Español,Móvil,3/1/2018
Femenino,39,Nacional,Muy bueno,4,26,"""Excelente museo, un buen repaso a nuestra historia""","""Gran lugar que me permitio recordar y aprender sobre la historia de México. La sección de los sellos prehispanicos es genial, son bellisimos. La historia de la independencia de México bastante completa. Vale la pena visitarlo.""",México,Español,PC,2/1/2018
Masculino,41,Internacional,Muy bueno,4,6,"""¡Sólo con guía!""","""Es una edificacion muy bien conservada, aun con las huellas de la batalla, recomiendo que si van se acerquen con algun guia que cuente la maravillosa historia de la alhondiga en la guerra de independencia. Nos tocó un buen guía que nos dio una gran platica acerca de la historia de esta, la cual duro aproximadamente 1 hora, pero que fue una hora muy enriquecedora y nada aburrida pues la explicacion que nos dio fue muy amena. el recorrido es interesante pero lo malo es que lo exhibido ahi no pertenece a nada relacionado con la independencia o con la alhóndiga, a excepcion de alguna que otra cosita, por lo general es un buen punto de interés.""",Perú,Español,PC,2/1/2018
Femenino,32,Internacional,Excelente,5,32,"""Historic Jewel in Guanajuato""","""This building holds so much history (site of the first major rebel victory in Mexico's War of Independence, and other historic artifacts are displayed), and you can enter and explore for hours if you’d like, for 52 pesos, if I remember correctly. There are panels on the walls that provide the historical context for each room. I would definitely go again when I had more time to soak it all in.""",Estados Unidos,Inglés,Móvil,1/1/2018
Femenino,35,Internacional,Excelente,5,5,"""Me encantó""","""¡Un lugar lleno de historia! Recomiendo muchísimo escuchar la explicación que da el guía en el patio de la Alhóndiga, te ayuda a entender todos los acontecimientos sucedidos en el lugar.""",Paraguay,Español,PC,1/1/2018
Masculino,35,Internacional,Malo,2,14,"""Excessive price""","""Not a family friendly site and price excessive due to poor collection to show. Besides there are no ramps for strollers.""",Canadá,Inglés,Móvil,31/12/2017
Masculino,29,Internacional,Excelente,5,9,"""¡Interesante lugar!""","""Es un lugar único, que es muy importante en la historia de Mexico, antes de entrar hay un guía que explica muy bien la importancia del lugar, que está relacionado con el inicio de la Independencia. Es un museo que tiene piezas de Mesoamerica, cuadros y fotografías de principios de 1900, esculturas de los héroes de la Independencia, etc.""",Chile,Español,Móvil,30/12/2017
Masculino,29,Nacional,Muy bueno,4,7,"""Histórico lugar""","""Muy bien conservado el lugar. La platica histórica del Don fue muy interesante y divertida, vale la pena tomarse unos minutos para escucharlo.""",México,Español,Móvil,28/12/2017
Masculino,72,Internacional,Muy bueno,4,567,"""Históricamente interesante""","""La Alhóndiga, sede de la principal victoria rebelde en la Guerra de Independencia de México, es ahora un museo de historia y arte. Fue un gran depósito de granos y semillas construidas a principios del siglo XIX.""",Italia,Italiano,PC,22/12/2017
Masculino,45,Nacional,Regular,3,131,"""Sólo si aprecian los museos""","""En su interior hay varias salas con exhibiciones de fotos, objetos o pinturas, los cuales serán muy apreciadas por gente que le guste los museos. Si no gustan de los museos, en 20 minutos recorren el lugar.""",México,Español,Móvil,15/12/2017
Femenino,61,Internacional,Muy bueno,4,195,"""Don’t miss this important part of history!""","""This building was a focal point for the bloodied struggle for Mexican independence.  A printed English guide, available at the ticket office, had good basic descriptions of each room and was essential for me to understand the relevance of the various exhibits. Take the time to look at the mural around the staircase from different perspectives. Awesome and chilling.""",Estados Unidos,Inglés,Móvil,12/12/2017
Masculino,34,Nacional,Muy bueno,4,159,"""Visita obligada""","""Como lo dice el titulo, es una visita obligada, es un lugar histórico y representativo no solo de Guanajuato, si no de todo México.""",México,Español,PC,1/12/2017
Masculino,37,Nacional,Muy bueno,4,24,"""Ocio""","""Bello lugar bien preservado, e facil recorrido y de gran historia como todo lo q hay el la ciudad, es una visita obligada.""",México,Español,Móvil,30/11/2017
Femenino,48,Nacional,Excelente,5,15,"""¡No dejes de ir!""","""Los domingos la entrada es gratis para el turismo nacional. Vale la pena que tomes la platica que dan los guías a la entrada del museo, es gente muy apasionada que en verdad te hacen adentrarte en la historia del lugar. Hacen una representación de la independencia con actores que te invitan a participar en la puesta en escena.""",México,Español,Móvil,26/11/2017
Masculino,34,Nacional,Excelente,5,41,"""El tiempo se va muy rápido""","""Un lugar increíble y con enorme historia, quisiera haber tenido mas tiempo de visita pero teníamos planes para otras actividades, aún así pude recorrerlo todo, muy recomendado si te gusta la historia de México.""",México,Español,PC,24/11/2017
Masculino,25,Nacional,Muy bueno,4,44,"""Un lugar que debe ser visitado""","""Una visita obligada para Guanajuato, sitio histórico, los alrededores estaban un poco sucios, pero el lugar vale la pena.""",México,Español,PC,23/11/2017
Femenino,41,Nacional,Excelente,5,159,"""Historia""","""Es un lugar con mucha historia además de emblemático de Guanajuato desde Hidalgo, el Pipila y varios organizadores de la independencia de México estuvieron en este lugar. Hay un museo y es amplio. Cerca del Mercado Hidalgo. Visita obligada y agradable.""",México,Español,Móvil,21/11/2017
Femenino,37,Internacional,Excelente,5,42,"""Muy interesante""","""La verdad es que estar en este lugar te impone, la construcción está enorme y cada una de las salas de exhibición muy bien logradas. Lo recorrimos en casi tres horas pero nos tomamos el tiempo disfrutando cada sala. Vale mucho la pena si vas a Guanajuato no te lo puedes perder.""",Panamá,Español,Móvil,18/11/2017
Masculino,53,Internacional,Excelente,5,925,"""Mural impresionante de composición negrita""","""Ahora es un museo, pero el primero parece edificio histórico también se convirtió en el escenario de la Guerra de la Independencia de México. La sala, como México y la historia de exposiciones y obras de artistas locales de Guanajuato están en exhibición. Hay una gran mural de Morado, pero fue el más impresionante.""",Japón,Japonés,PC,13/11/2017
Masculino,58,Nacional,Excelente,5,41,"""Nuestra historia""","""Nuestra historia está marcada por este lugar. ¡Desde afuera el lugar es impactante! Ver esas paredes con rastros de la batalla que ahí se vivió te hace honrar lo que simboliza nuestra independencia... Por dentro, para mí lo mejor es el Nicho de los Héroes, de las salas de exposición te puedo decir que están bien... no es un recorrido muy largo pero es una visia obligada.""",México,Español,Móvil,11/11/2017
Masculino,51,Internacional,Excelente,5,225,"""Interesting building, neighborhood and artifacts""","""The building itself is interesting with a big open area in the middle. Upstairs are displays of pre-columbian artifacts as well as more modern ones. What I liked was that regarding the pre-columbian exhibits, there were only a few things on display but they were representative of their time period and unique and very interesting. Downstairs were temporary exhibits. Don't miss reading the words on the floor near the main threshold that state that this was the door that Pipila set on fire during the revolution. Its a nice walk from Jardin de la Union and you can make it a round trip by going down Juarez and then coming back on Positas. Another thing not to miss in the neighborhood is the conglomeration of little stores called Los Hippies. Fun and interesting place to visit and shop.""",Estados Unidos,Inglés,PC,8/11/2017
Femenino,32,Nacional,Excelente,5,16,"""Exposiciones temporales""","""Con las exposiciones temporales hace que el visitante conozca más que la historia local, conozca el contexto internacional y reflexione sobre los movimientos revolucionarios.""",México,Español,PC,8/11/2017
Femenino,53,Nacional,Muy bueno,4,101,"""Edificio histórico""","""Solo pudimos visitarlo por fuera este edificio histórico de México ya que fuimos en día lunes y ese día cierran. Solo rodeamos el edificio para poder conocerlo y tomar fotografías, pero creo que es un punto malo porque fuimos en fecha de octubre cuando se celebrar el Festival Cervantino y hay mucho turismo nacional y extranjero en la ciudad para que esté cerrado, espero que en nuestra próxima visita podamos concerlo por dentro (no iremos en día lunes).""",México,Español,Móvil,6/11/2017
Masculino,53,Internacional,Muy bueno,4,146,"""A good history of the area""","""A very nice history of the area. Signs are not in English, but if you ask when you buy your tickets they have a set of English explanations for all rooms that you can use and return. Don’t miss the murals in the stair wells which are very nice.""",Estados Unidos,Inglés,Móvil,4/11/2017
Masculino,,Nacional,Muy bueno,4,11,"""Punto importante de la historia mexicana""","""No puedes perder la oportunidad de visitar este lugar donde aconteció un suceso importante en la historia de la independencia de México. Lo único malo es la gente que trabaja ahí, te cierran la puerta en la cara minutos antes de que cierren el Museo.""",México,Español,Móvil,3/11/2017
Femenino,28,Nacional,Excelente,5,61,"""Imperdible""","""Un museo que tiene bastante cultura, varias salas de exposición, los murales son hermosos, no pueden dejar de visitarlo.""",México,Español,PC,2/11/2017
Masculino,40,Nacional,Muy bueno,4,22,"""Visita obligada en la ciudad""","""Un lugar importante en la historia de México, que tienes que visitar obligadamente, parte de la cultura y ademas tiene arte de todo el país así como mucha historia, tienes que tomarte fotos en el lugar ya que es un edificio con muchos siglos de historia. Su entrada es gratis si eres estudiante o adulto mayor y si no, tiene un costo muy económico.""",México,Español,PC,31/10/2017
Masculino,39,Internacional,Excelente,5,41,"""Imponente""","""Un lugar lleno de historia, la majestuosidad de su construcción, te remite a los tiempos de independencia Un gran lugar para visitar en Guanajuato.""",Perú,Español,Móvil,29/10/2017
Femenino,36,Nacional,Excelente,5,18,"""History and views""","""To visit this place, is to remember the history of our Independence. If you go to Guanajuato city, you have to visit it!""",México,Inglés,PC,26/10/2017
Masculino,40,Nacional,Excelente,5,25,"""Cervantino""","""Visita obligada. Cuna de la independencia de México. Es mucho mejor contratar un guía para conocer la historia.""",México,Español,Móvil,17/10/2017
Masculino,34,Internacional,Excelente,5,128,"""HERMENELGIDO BUSTOS""","""El lugar en si ya tiene mucha historia. En el interior encontrarás varias colecciones, pero la mejor colección que tienen (y menos visitada debido a que la gente no sabe su gran valor económico y artístico) es la de HERMENEGILDO BUSTOS. Mira cada uno de los retratos... verás las almas de esas personas...importante.""",España,Español,Móvil,15/10/2017
Femenino,56,Nacional,Excelente,5,61,"""Me cortarón la cabeza""","""Es un lugar macabro por su historia, heroico por su historia, hermoso por su historia, fascinante, imponente, imperdible..etc si te llevas las leyendas de Guanajuato y te imaginas todo lo que sucedió allí, no queda más que maravillarse, asustarse y venerar el edificio. Con toda la influencia española, con todos su secretos y con toda su belleza.""",México,Español,PC,12/10/2017
