Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,43,Nacional,Malo,2,25,"""Defraudado""","""Muy famosas las momias para lo que realmente son, forman parte de un bizarro atractivo perdido en el tiempo. El museo esta muy decaído y descuidado. Existen muchas cosas mas atractivas en Guanajuato, dejemos mejor a los muertos descansar en paz.""",México,Español,Móvil,4/5/2018
Masculino,53,Internacional,Excelente,5,62,"""One of a must places to see""","""World famous mommies, in perfect condition, due to the dry weather and minerals in the soil, a must place to see.Very cheap entrance fee.""",Estados Unidos,Inglés,PC,1/5/2018
Femenino,64,Internacional,Excelente,5,60,"""Much better than expected""","""We only went here because it was a stop on the bus tour we took. Boy, am I glad. Exhibits very well done, with concise information posted. This is a must-see.""",Estados Unidos,Inglés,PC,29/4/2018
Masculino,31,Internacional,Excelente,5,134,"""A must in Guanajuato!""","""Wow! This is pretty impressive, bring a guide or ask for a guided tour, they offer it for free in English and Spanish. There are so many mummies and there is a story behind, take your time.""",Irlanda,Inglés,Móvil,18/4/2018
Masculino,38,Internacional,Regular,3,3,"""Impactante""","""Creo que deberían advertir que puede herir sensibilidades. Ciertamente, sorprende el estado de los cuerpos. No llevaría a mis hijas, tendrían pesadillas hasta la jubilación.""",Perú,Español,PC,17/4/2018
Masculino,25,Nacional,Excelente,5,4,"""Viajando""","""Lugar con buenas historias coloniales. Es excelente en el estado que se encuentran las momias y lo limpió del lugar. Además de que es demasiado fácil llegar al museo.""",México,Español,Móvil,17/4/2018
Femenino,33,Nacional,Excelente,5,37,"""Completamente diferente""","""Yo visité Guanajuato hace algunos años y no había regresado, con respecto a esa primera visita el museo está completamente diferente, reorganizaron los cuerpos, y hay mucho menos que antes sin embargo en esta ocasión me gustó más. Creo que tratan con más respeto a los cadáveres. Muy interesante el lugar y el hecho que allá se momifiquen espontáneamente.""",México,Español,Móvil,17/4/2018
Masculino,48,Internacional,Excelente,5,54,"""Cultural heritage""","""Important heritage for the city of Guanajuato. Graphic view of the mummies. Sad but part of the heritage.""",Estados Unidos,Inglés,Móvil,16/4/2018
Masculino,,Internacional,Muy bueno,4,21,"""Creepily cool""","""Pretty bloody creepy when you first enter, you look into the faces of the dead and expect them to just open their eyes, but the more you’re around them the less freaky it is. 
It’s really interesting to be surrounded by death, it’s a place of accepting your fate and learning some facts along the way. 
But man the dead baby section is something out of a Japanese horror movie.""",Estados Unidos,Inglés,Móvil,14/4/2018
Masculino,26,Nacional,Regular,3,23,"""Es obligatorio ir""","""La verdad no es TAN impresionante pero es bueno ir es parte de la historia del estado, y en Semana Santa las filas son muy muy largas. Pero está pegado el panteón así que aprovecha para ir. La ciudad completa es turística así que lleva mucho cambio para dar propinas a todos.""",México,Español,Móvil,8/4/2018
Femenino,46,Internacional,Excelente,5,5,"""¡Entretenido!""","""Interesante, organizado, cultural, entretenido, divertido, misterioso, para niños que ya tienen concepto sobre la muerte.""",Bolivia,Español,Móvil,8/4/2018
Femenino,35,Nacional,Regular,3,78,"""Sólo para verla una sola vez""","""La visita es algo raro porque son cadáveres que exponen a que la gente los vea, no todos disfrutan de este tipo de exposiciones, es algo 'maravilloso' ya que se conservaron porque la tierra de la ciudad tiene demasiado minerales que sólo deshidrato los cuerpos mas no se desintegraron, hay que ser mas respetuosos, cuidado con los que te 'ayudan' a estacionarte, por supuesto toda la gente que te quiere vender hasta la sonrisa... las calaveras de dulce son mas baratas en el Mercado Hidalgo.""",México,Español,PC,7/4/2018
Masculino,60,Internacional,Regular,3,10,"""Visita""","""Rápida y sólo para necrofilicos. La museografía luce tétrica y hasta grotesca. Los guías dan información importante pero deberían ser más sensibles al dar la información advirtiendo a la persona sobre lo que van a ver y dejar al último sobre el número de años que estuvieron enterrados los cadáveres.""",Perú,Español,Móvil,7/4/2018
Femenino,32,Nacional,Excelente,5,8,"""Genial""","""No sé lo deben perder. Interesante, hicimos dos horas de fila en sábado Santo pero valió la pena. Todo súper.""",México,Español,Móvil,1/4/2018
Femenino,30,Nacional,Regular,3,44,"""Llega a la hora de apertura""","""El primer día que fuimos no entramos porque era interminable la cola, en el calor. Las zona aledaña está 'feíta', no hay estacionamiento suficiente. Al día siguiente fuimos a las 9 en punto justo a la hora de entrada y aunque ya había gente está más accesible. El costo es accesible y es interesante, aunque podría mejorar, sobre todo el video de inicio con una pantalla como de 40 para una sala de 30 personas.""",México,Español,Móvil,30/3/2018
Masculino,26,Nacional,Regular,3,183,"""Puede mejorar mucho""","""Si, es una parada obligatoria en Guanajuato. Generalmente solo vamos por morbo. La entrada cuesta $60 pesos adulto y $40 por niños. Vale la pena ver las momias, aunque el lugar tiene muchas cosas que mejorar: el lugar es pequeño y se satura de gente muy rapido, falta mas explicacion del proceso de momificacion y los alrededores del museo estan muy descuidados. Hay estacionamiento pero es algo caótico llegar en coche asi que recomiendo la caminata de 20 minutos desde el centro.""",México,Español,Móvil,30/3/2018
Femenino,28,Internacional,Muy bueno,4,65,"""Well preserved humans""","""We learned that the title of this museum is actually incorrect. The subjects are not actually mummies but dehydrated corpses taken from the ground- as mummification requires the bodies to specifically be preserved in a certain way but the ones here were well preserved only by nature and climate. Very interesting and worth seeing.""",Estados Unidos,Inglés,Móvil,30/3/2018
Femenino,27,Nacional,Regular,3,31,"""Interesante""","""Podrían poner más audiovisuales, y más explicación escrita ya que el guía no contestaba preguntas solo repite lo que ya se sabe y muy regañón correteando a todos. Pero las momias por si mismas súper interesantes.""",México,Español,Móvil,29/3/2018
Masculino,39,Nacional,Muy bueno,4,8,"""Interesting and a bit creepy""","""Visit takes about half an hour, aprox 20 minutes walk from center, stay on main roads if walking to museum, the callejones on this side of town can be a bit sketchy. OK for kids, our 9 year old loved it.""",México,Inglés,Móvil,27/3/2018
Femenino,36,Internacional,Excelente,5,5,"""Buena experiencia""","""Algo único qué hay que conocer. Se necesita mejorar el sonido del video de apertura pero por lo demás el paseo por el museo es muy interesante.""",Colombia,Español,Móvil,26/3/2018
Femenino,49,Internacional,Muy bueno,4,44,"""A good way to explore the Mexican relationship to death""","""At first, I was not sure I wanted to go and see those people who didn't ask to be exhibited like this. But the museum exhibits them in a respectful way, giving some information about their lives. It's not just about creepiness but about celebrating life. However, I found it highly disrespectful to see so many people take selfies with the mummies (yes, really!).""",República Checa,Inglés,Móvil,26/3/2018
Masculino,53,Internacional,Muy bueno,4,252,"""Un museo popular donde se pueden hacer largas colas""","""Está un poco lejos del centro histórico de Guanajuato, pero como fuimos de vacaciones de tres días, el camino al estacionamiento del museo estaba muy congestionado. Aparqué en el estacionamiento. La tarifa de admisión es de 60 pesos. Era una gran línea sobre la imaginación para comprar boletos y entrar. Cerca de 200 cuerpos de momias relativamente nuevas hechas hace casi 100 años están en exhibición. Es un museo bastante estimulante. En la salida, personas de la tercera edad que venden dulces momia especiales están esperando.""",Japón,Japonés,Móvil,25/3/2018
Femenino,44,Internacional,Regular,3,47,"""Creepy and overcrowded""","""Tough it is a must see. The passageways are really narrow and the crowd gets congested if there’s a guided group, because it’s quite brief. Not for small children or the faint hearted.""",Estados Unidos,Inglés,Móvil,24/3/2018
Femenino,49,Nacional,Pésimo,1,6,"""Horrible""","""¡¡¡No vayan en serio no vayan!!! No sólo es un espectáculo morboso pues las momias no tienen ni ropa ni nada que pueda considerarse un aporte cultural, además para entrar pasa uno formando horas y los alrededores o la entrada son asquerosos hay muchísima basura está más que sucio huele espantoso, no hay sanitarios, es horrible. No vayan.""",México,Español,Móvil,23/3/2018
Femenino,39,Internacional,Excelente,5,84,"""Awful and amazing""","""However the view is shocking, it's incredible how well they are preserved unintentionally. I don't understand the negative ratings. What those people expected? (And definitely don't understand those who are judging it even without going in or if they went reading about it.)""",Inglaterra,Inglés,PC,22/3/2018
Femenino,47,Internacional,Muy bueno,4,15,"""Si te gustan las momias ... ¡porque solo ves momias!""","""Es un museo muy interesante, con muchas explicaciones en inglés y español solamente. Un poco molesto cuando llegamos a las momias de bebés pero bueno para ver de todos modos.""",Francia,Francés,PC,19/3/2018
Masculino,26,Nacional,Excelente,5,4,"""Bien""","""Informativo, puedes solicitar un guía y en general son amables y atentos. Todo el museo está en orden.""",México,Español,Móvil,19/3/2018
Femenino,38,Nacional,Regular,3,56,"""Hay que llegar temprano""","""Como bien dice la mayoría de las opiniones, hay demasiada gente y lo peor es que es gente a la que sólo le importa tomarse la foto o tomar miles de ellas, no hay un interés real en saber qué pasó con el efecto de momificación, la explicación de los guías cae en el sensacionalismo y por ello nadie les hace caso. La muestra es muy corta y la museografía muy mala sobretodo para la cantidad de personas que la visitan. Lo mejor es llegar a primera hora y apartarse del grupo con guía. Posteriormente recomiendo la visita a la parte superior del museo que es el panteón dónde pueden tumbas y mausoleos de época.""",México,Español,PC,18/3/2018
Masculino,50,Internacional,Excelente,5,96,"""Spring break""","""We took our children for the first time. Kids are 12, 9, 8 & 6, they actually enjoyed it. Very impressed how much they learned and liked it. Great time. Can’t wait until next time.""",Canadá,Inglés,Móvil,15/3/2018
Femenino,27,Internacional,Muy bueno,4,40,"""A little Spooky, a little Sad""","""A trip to Guanajuato means a trip to the Mummy Museum. There was no line up when we went so we had the pleasure of not being rushed in this very interesting and well laid out exhibit. Not quite what we expected, but it was still very interesting to see, along with the stories and explanations throughout. It was spooky and a little sad at the same time, but it is indeed life, and death.""",Estados Unidos,Inglés,PC,13/3/2018
Femenino,20,Internacional,Excelente,5,22,"""Visita obligada""","""Voy a tener pesadillas... es impresionante ver de manera real momias. Es una visita obligada si vienes a Guanajuato y es muy económica puedes llegar caminando o transporte público 5pesos y entrada 60 pesos.""",Colombia,Español,Móvil,10/3/2018
Masculino,25,Nacional,Regular,3,3,"""Nothing exciting, but must see""","""The exhibit doesn’t have anything exciting and some of them look fake. But you can’t come to Guanajuato and not visit the mommies!""",México,Inglés,Móvil,10/3/2018
Femenino,37,Internacional,Muy bueno,4,16,"""Not for everyone""","""We decided to go on a whim on a 3 day weekend. Big mistake because the line to get was about an hour and a half wait... Once inside though the museum is pretty small and felt a bit cramped in there. The mummies are not Egyptian type of mummies but slightly decayed bodies that are preserved because of all the minerals and salt in the Guanajuato soil. The stories are definitely interesting... and so is the exhibit. Just do yourself a favor and don't go when it's crowded. Try to get there as early as possible so that you can enjoy the museum and avoid the large crowds.""",Estados Unidos,Inglés,PC,10/3/2018
Femenino,31,Internacional,Excelente,5,3,"""Visita obligatoria""","""Una gran experiencia fue realizar un Tour en Guanajuato a las diferentes atracciones que tiene este pintoresco pueblito. Una de ellas el Museo de las momias. No está como en épocas anteriores, debido a que anteriormente se encontraban las momias en su fosa original, y estaban todas. Por cuestiones ajenas al lugar y políticas gubernamentales, fueron muchas prestadas y no devueltas, y las otras para preservarlas colocadas en urnas de cristal. Sin embargo, sigue teniendo su misterio y es una visita muy interesante, especialmente para aquellos en que resulta toda una novedad, para hacerlo más entretenido es mejor realizar el viaje en tour y no en solitario.""",Uruguay,Español,PC,7/3/2018
Femenino,30,Internacional,Muy bueno,4,16,"""Surprisingly interesting""","""The beautiful poetry that accompanies the exhibit really elevated the tone of this exhibit. Death is dignified here, but definitely not prettied up. 

I would not recommend it for young American children, death not being a part of our culture the way it is in Mexico, but there were plenty of local families during our visit.""",Estados Unidos,Inglés,Móvil,7/3/2018
Masculino,42,Nacional,Excelente,5,142,"""Como dice el dicho tenemos varias tías bien paradas en Guanajuato""","""Cuando visitas por primera vez Guanajuato es casi una obligación conocer este lugar, se ha modernizado para mantener la integridad de las exhibiciones. Lugar interesante.""",México,Español,PC,6/3/2018
Femenino,49,Nacional,Malo,2,25,"""Ya no vale tanto la pena como antes""","""Si nunca has ido al museo, tal vez te interese conocerlo, pero si fuiste anteriormente y quieres repetir la visita, no vale la pena, el recorrido es más costoso de lo que recibes, es muy corto, ya no hay mucho que ver, tienen una exhibición muy pequeña para mí gusto a comparación de cómo era antes.""",México,Español,Móvil,4/3/2018
Femenino,35,Internacional,Excelente,5,19,"""Strange and rare""","""Spooky to stop the least. I don’t think there is a thing like that any where else it is strange to see this people taken out of there resting place because they didn’t pay there dues ?""",Estados Unidos,Inglés,Móvil,4/3/2018
Masculino,35,Internacional,Pésimo,1,2646,"""Fantasmal""","""Tengo costumbre de ver muertos en la universidad, pero no es atracción turística, sino para fantasmas y espantos. Fui pensando que era una cosa, pero lo que debía ser cerrado.""",Brasil,Portugués,Móvil,28/2/2018
Masculino,55,Nacional,Regular,3,28,"""PODRÍA MEJORAR""","""Personalmente no me gustan estos museos, donde se exiben los bebes muertos etc, es un atractivo para la gente que le guste, pero la verdad yo no lo recomendaría.""",México,Español,PC,27/2/2018
Masculino,42,Internacional,Regular,3,252,"""Museo de la momias""","""Esta es la segunda visita. La tarifa de admisión se muestra a 60 pesos / persona momia. Los mexicanos están tomando fotos con la momia, pero no puedo entenderlo honestamente. Creo que el estado de conservación es relativamente bueno. Cuando vi la momia de un bebé como se esperaba, fue una mala sensación. Creo que puedes ir allí si tienes tiempo.""",Japón,Japonés,Móvil,25/2/2018
Femenino,26,Nacional,Excelente,5,14,"""Asombroso e interesante""","""Un museo que comparte cuerpos humanos, considerados patrimonio y por ende, momias. Es un museo totalmente diferente a lo acostumbrado, te puede generar una intriga muy rara en tu ser, preguntándote porque convirtieron ese lugar en un museo pero al mismo tiempo te invita a disfrutar tu vida y tu presente. Viajas en el tiempo y te acuerdas en muchas ocasiones que vida sólo hay una. Un museo de historia pero también de reflexión.""",México,Español,Móvil,23/2/2018
Masculino,50,Internacional,Muy bueno,4,94,"""Very Guanajuato""","""Mummies: Very good set up and exhibition. Different mummies and stories. The museum has a guide that gives a good explanation. We liked it.""",Estados Unidos,Inglés,Móvil,14/2/2018
Masculino,,Internacional,Excelente,5,48,"""Para quedarse muerto""","""Curioso museo con espectácular estado de conservación de las momias de todos los tamaños y edades. La verdad es que impone en algunos momentos.""",España,Español,PC,11/2/2018
Femenino,35,Nacional,Malo,2,129,"""Parte de la tradición""","""Es un paseo que por mí, lo obviaba. Desde mi punto de vista, es grotesco, sin embargo como parte de conocer Guanajuato es ir. Las instalaciones están muy bien, pasan en grupos de 30 aproximádamente. Los guías dan una buena explicación.""",México,Español,Móvil,8/2/2018
Masculino,28,Internacional,Malo,2,74,"""Creepy and disrespectful""","""If you expect something like Egyptian mummies, you are in for a surprise. These are bodies that were both preserved and disfigured by natural processes. They look like creepy monsters. And that’s what bothered me most. These are regular normal people who never chose to be put on this grotesque display. May be I’m making too much out of it but total lack of respect creeped me out more than the mummies themselves.""",Estados Unidos,Inglés,Móvil,1/2/2018
Masculino,65,Internacional,Regular,3,1980,"""Definitely Creepy""","""Our guide brought us here and having seen mummies in the past at various museums, we thought we knew what to expect. Boy were we wrong!!! This place is definitely unique AND CREEPY!! They have over 100 'mummies' (more like slightly decayed bodies ) exhumed from their final resting spots for failure to pay a nominal burial tax. These are not just the poor from town but infants, babies, and a few professionals (1st resident was a local French doctor!). They are now displayed for public curiosity and tourist $ more than making up for their failure to pay!! Macabre to say the least. Our guide refused our invitation to join us at our expense--that should have been a good clue!!! Oh well, a few nightmares won't hurt or will they?""",Estados Unidos,Inglés,PC,30/1/2018
Masculino,41,Internacional,Muy bueno,4,74,"""Insensible""","""Si tienes un corazón frío, ¡Ve allí! Las momias están muy bien conservadas. ¡Museo original, para ver!""",Canadá,Francés,Móvil,28/1/2018
Masculino,26,Nacional,Excelente,5,53,"""¡Visita obligada!""","""Si no fuiste al museo es como si no estuviste en Guanajuato. El lugar cumple con su función, el guía te explica muy bien el origen de las momias y la historia de alguna de ellas.""",México,Español,PC,28/1/2018
Masculino,24,Internacional,Excelente,5,25,"""Miedo...""","""Una vez que visitas, hay una tarifa de admisión. También es posible un descuento para estudiantes ^^ Voy mientras escucho la explicación... Fue una experiencia aterradora pero única y divertida... La experiencia fue una vez y es suficiente ^ ^ No volveré más ~~~ Hay un lugar para vender recuerdos.""",Corea del Norte,Coreano,Móvil,27/1/2018
Masculino,22,Nacional,Regular,3,3,"""Bonito""","""Es bonito e interesante, pero lo que odie es que al final, cuando sales del museo los vendedores de momias de dulce se te avientan y literalmente te dan todo en las manos para que compres a la fuerza.""",México,Español,Móvil,24/1/2018
Masculino,49,Nacional,Regular,3,37,"""Obligatorio por tradición pero con muchas áreas de oportunidad""","""Un lugar que geográficamente es poco accesible, las filas para entrar son enormes y la logística de venta de boletos de ingresos inadecuada. El recorrido es muy rápido, falta limpieza, más guías y sobre todo buen servicio al cliente. Por tradición y turismo es punto obligatorio, ya lo conocí no volvería.""",México,Español,PC,22/1/2018
Masculino,33,Nacional,Regular,3,114,"""Interesante e impactante""","""Es un museo que se recorre rápido (20 min) tiene un costo de 62 pesos para los adultos y que se vuelve interesante al ver los cuerpos preservados y deshidratados. Le falta mejorar el audio del vídeo de introducción (más bocinas) y ponerle en inglés subtítulos al vídeo. Así mismo hay que mejorar la museografia.""",México,Español,Móvil,22/1/2018
Femenino,29,Nacional,Excelente,5,18,"""Interesante y remodelado""","""El museo fue recientemente remodelado, las momias están muy bien exhibidas, es limpio y cómodo. Vale la pena pegarsele a algún guía para que vaya explicando y conociendo la historia y el por qué de la momias. Aunque también conviene ir despacio e ir leyendo para no ir tan de prisa por el museo.""",México,Español,Móvil,22/1/2018
Masculino,59,Internacional,Regular,3,368,"""Disappointing""","""This is a small museum. I went alone and got there early to try to be before the groups. The guides were all for Spanish speakers when I was there and like many Mexican museums, the explanations were predominantly in Spanish. I wish there had been a card in English to explain the stories of some of the individual momias.This musuem is not for everyone. In fact, my travelling companion stayed at the hotel. These are preserved bodies not like the Egyptian mummies, some have clothes and hair.. These bodies were naturally mummified. Other than being an oddity I felt without an explanation of the exhibits that the experience was not that meaningful. I asked my cab driver to return for me and he did not so I had to wait awhile for a cab. There is a small gift shop, some vendors outside and some stands for refreshments. There really is mot much space to sit and wait for a cab so bring something to read.""",Estados Unidos,Inglés,PC,22/1/2018
Masculino,,Internacional,Regular,3,2,"""Interesting but not all that""","""It is very interesting to see the mummies but i tought the museum was very small & short visit. Is better if you go in a group with one of the museums guides that way they'll explain you where the cemetary is and the process of the bodies being mummified.""",Estados Unidos,Inglés,Móvil,21/1/2018
Masculino,69,Internacional,Malo,2,951,"""De interés limitado""","""Tomamos un taxi e ingresamos al Museo de la Momia, justo fuera del área del centro ($ 57 MXN es un poco menos de $ 4 CAD). Aquí, los cuerpos exhumados de un cementerio cercano se muestran en la ventana. No es realmente interesante y voyeurismo más macabro que cualquier otra cosa. Nos movemos rápidamente sin que nuestro interés esté satisfecho.""",Canadá,Francés,PC,15/1/2018
Femenino,29,Internacional,Pésimo,1,63,"""Buff""","""Mal gusto. Un país que honra tanto a sus muertos debería buscarles un lugar tranquilo de descanso y no exponerlos como si fueran animales. Lugar curioso pero muy doloroso. Tenéis maravillas muy grandes en Guanajuato, pero esto no lo es.""",España,Español,Móvil,13/1/2018
Femenino,,Internacional,Muy bueno,4,7,"""Momias""","""It was really interesting place. The only problem is that it is really far away and a little dirty frim the outside. The souvenier store was closed and that was really a shame cause we wanted to take some tshirts.""",Estados Unidos,Inglés,Móvil,13/1/2018
Femenino,21,Nacional,Regular,3,16,"""Museo de momias""","""Es mi segunda visita al museo de las momias y sigo con la misma opinión, hace falta mejorar MUCHOS aspectos cómo; la limpieza, el servicio, la información y la estética del lugar. Hay mucho turismo y sería bueno que el capital fuera destinado para el mejoramiento del museo.""",México,Español,Móvil,10/1/2018
Masculino,32,Nacional,Excelente,5,72,"""Lugar para visitar en familia""","""El museo de las momias se encuentra en buenas condiciones donde se ofrece un amplio numero de momias de diferentes edades y casos en las que se encontraron, hay una parte donde se encuentra la momia más pequeña del mundo que es un feto bebé. La entrada es accesible puesto que esta a menos de 100 pesos, afuera se encuentran varios puestos que tienen muchas formas de momias de recuerdo, se recomienda ir entre semana pata evitar mucha aglomeración de gente.""",México,Español,Móvil,9/1/2018
Masculino,48,Nacional,Regular,3,16,"""Impactante descuido""","""Uno de los atractivos más relevantes de la ciudad, con un impactante acceso con capacidad insuficiente y muy sucio, con toldos provisionales a base de lonas rotas y maltratadas, dan una imagen deplorable, nosotros fuimos en temporada alta y les urge una reingenieria de accesibilidad, La Ciudad es bella y los turistas no se merecen esto...""",México,Español,PC,8/1/2018
Masculino,19,Nacional,Regular,3,16,"""¿Vale la pena la espera?""","""Lo he visitado en 2 ocasiones distintas. En ambas, el tiempo de espera ha sido exagerado, hasta de hora y media. Una vez dentro, considero que se trata de un atractivo único en todo México, pero del que puedes prescindir sin problema. El recorrido es bastante corto (15 - 20 min) y para colmo las explicaciones por parte de los guías se han simplificado bastante, debido a la gran cantidad de personas que lo visitan. Si te sobra el tiempo en Guanajuato y no lo has visitado, entonces hazlo. De otra manera, aprovecha mejor tu tiempo.""",México,Español,PC,7/1/2018
Masculino,57,Nacional,Excelente,5,13,"""Lástima de tradición""","""Es muy lamentable que un lugar con esta tradición este, prácticamente en el abandono . Afuera la imagen es deplorable, sucio, basura, la mafia de los prestadores de servicios turísticos y vendedores ambulantes. Increíble que el Gobierno Municipal no pueda regular y tener este lugar digno.""",México,Español,Móvil,6/1/2018
Masculino,60,Internacional,Excelente,5,99,"""One of a kind""","""This museum is nothing but mummies of people who died in a cholera epidemic in 1833. Victims were buried immediately to prevent further spreading. They were exhumed in 1870 when a 'burial tax' was instituted to ensure 'perpetual burial', but really, to make room for more bodies. These are preserved bodies of people in the process of dying, and I have never seen anything quite like it. If that bothers you, stay away.""",Australia,Inglés,Móvil,6/1/2018
