Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Femenino,52,Internacional,Excelente,5,53,"""Beautiful park""","""This is a beautiful park across from the theater. People stop and take a break on the park benches. The trees offer shade and are gorgeous. Vendors sell food, drinks and souvenirs.""",Estados Unidos,Inglés,PC,19/4/2018
Femenino,,Internacional,Muy bueno,4,4,"""Relaxing""","""Beautiful little park, it's always busy, especially during the evenings. There's always something going on.""",Estados Unidos,Inglés,PC,16/4/2018
Masculino,48,Internacional,Excelente,5,491,"""Great People Watching; Busy, But Relaxing""","""Sit on a bench, buy a beverage or corn from a street vendor, enjoy the street activity or people strolling through the lovely, canopied garden. A perfect spot to spend some time in Guanajuato!""",Estados Unidos,Inglés,Móvil,15/4/2018
Femenino,52,Internacional,Excelente,5,72,"""Such a beautiful park""","""Loved this park (Jardin). We were there during Semana Santa and every night bandsand mariachi would play till the wee hours! The Jardin is surrounded by hotels and outdoor restaurants and pubs. Great location for people watching!""",Estados Unidos,Inglés,PC,7/4/2018
Femenino,,Nacional,Regular,3,49,"""Ok""","""Aunque pequeño, está ubicado en el corazón de la ciudad, rodeado de restaurantes y a un costado del Teatro Juárez. Es ideal para sentarse a descansar y sacar tu mapa de la ciudad. También es un buen lugar para contratar un recorrido con la estudiantina (callejoneada)""",México,Español,Móvil,5/4/2018
Masculino,70,Internacional,Excelente,5,270,"""A magnet""","""Every day I found myself walking in or through this great square. The trees and shade are a great place to rest while you listen to music from the strolling muscisians and mariachis. There's a nice view of the square from La Terraza restaurant on the corner.""",Nicaragua,Inglés,PC,5/4/2018
Femenino,61,Internacional,Muy bueno,4,315,"""Lively place""","""Lots of restaurants in this pretty garden area with fountains and wrought iron benches and in the evenings there are many musicians playing.""",Canadá,Inglés,Móvil,28/3/2018
Femenino,,Nacional,Excelente,5,13,"""Muy fresco y bien mantenido""","""Muy bonito para pasar el día, tomar un helado caminar y simplemente disfrutar, los ficus que lo rodean perfectamente bien podados, muy limpio todo muchas bancas pra sentarte y aunque haya calor siempre está fresco. Realmente agradable con muchos restaurantes y cafés al rededor.""",México,Español,Móvil,28/3/2018
Femenino,57,Internacional,Muy bueno,4,100,"""Un poco mal ventilada""","""El centro de la parte antigua, esta plaza triangular característica está rodeado de bares y restaurantes. Green Point Ciudad con árboles de corte bajo y por qué en algunos lugares te dan la impresión de ser aplastado.""",Italia,Italiano,PC,25/3/2018
Masculino,72,Internacional,Muy bueno,4,51,"""Right in the middle of town""","""This postage size park offers a nice escape from the crowds in the busy streets. The fountains and hedges give it an exotic feel.""",Canadá,Inglés,PC,24/3/2018
Masculino,44,Nacional,Muy bueno,4,159,"""BAJO LA SOMBRA DE LAURELES""","""Un lugar muy agradable frente al teatro Juárez, se encuentra lleno de laureles que dan frescura y varios hoteles y restaurantes ofrecen terrazas para consumir alimentos y refrescarse.""",México,Español,PC,21/3/2018
Femenino,23,Internacional,Excelente,5,127,"""Absolutely Beautiful and Relaxing""","""This is absolutely beautiful with the canopy of trees surrounding it with lots of benches to just sit and watch the people go by and enjoy the mariachi music being played. This is my favorite place to relax and just sit and watch. Always activity with art show, music and lots of outdoor patio dining restaurants to choose from.""",Estados Unidos,Inglés,PC,21/3/2018
Masculino,51,Internacional,Excelente,5,236,"""Get a walking tour guide at this location""","""This is a lovely plaza with nice buildings all around and lots of activity. I have never been a fan of the sound of dueling mariachi bands - so I am not sure I would eat dinner on a patio around this square (but we did have drinks and snacks). This is one of the buzzing meeting spots in town.
On the sidewalk across from the Teatro, we met Manuel, our walking tour guide. He was one of a number of guides milling about with id tags around their necks.
We went on a 2+ hour walking tour with Manuel. He charged $400 pesos for my wife and I - an outstanding deal! He walked us all around the historic city from the Teatro Cervantes at one end to the Alhondiga de Ganaditas at the other. We went into a number of churches and into the university admin building. He told us many stories about Mexican and local history. I also peppered him with questions along the way. What a great resource!
Manuel revealed that he was 77, born and raised in GTO. He learned English and got his guide licence when he retired from 35 years of pottery making (""kicking the wheel"") at age 60 (he also gave us a little seminar on pottery). He is an excellent raconteur - both for his personal stories (alter boy in one of the grand churches) and for the information he shared about his city. This tour was one of the best things we did on our recent trip to central Mexico. 
I thought I would mention this because we always wonder where to find tour guides when we go to new cities. In GTO, the place is the Jardin de la Union and Manuel is definitely worth your time. He is the older chap wearing a dashing hat and a guide permit around his neck.""",Canadá,Inglés,PC,21/3/2018
Femenino,,Internacional,Excelente,5,15,"""Muy agradable ver""","""Los jardines de esta ciudad son muy agradable para visitar, no dude en visitar todos ellos, ellos son encantadores!""",Francia,Francés,PC,19/3/2018
Masculino,32,Nacional,Excelente,5,41,"""Obligada visita""","""Si has llegado a la ciudad de guanajuato, sin duda alguna irás a este sitio, ubicado frente al majestuoso Teatro Juárez. En el jardín encontrarás muchos bares y restaurantes. La música en este lugar siempre está presente . Es un punto de reunión en todo momento . Muy agradable para visitar.""",México,Español,Móvil,18/3/2018
Masculino,73,Internacional,Muy bueno,4,323,"""Beautiful But a Little Posh""","""A little island of green in the epicenter of the Historic District, this garden is a cool place to sit surrounded by the interlocking foliage of the beautiful trees. Apart from the cool temperature, it is perhaps a little too ""cool"" ringed by pricy restaurants, cafes and bars where the well-to-do while their afternoons away.""",Estados Unidos,Inglés,Móvil,17/3/2018
Masculino,,Nacional,Muy bueno,4,301,"""Para relajarse""","""Es uno de los jardines que se encuentran en el corazón mismo de la ciudad de Guanajuato, está frente al Teatro Juárez, otro icono de la ciudad, su Kiosko es muy bonito aunque lo noté un poco descuidado, en todo el contorno se encuentra gran variedad de restaurantes, cafés y toda una serie de antojitos qud nunca deben de faltar...""",México,Español,Móvil,15/3/2018
Masculino,65,Internacional,Muy bueno,4,56,"""A bit lost in time, Vintage Gto""","""We had a great lunch at the restaurant on the corner, staring out at the Juarez Theatre, looking at the people and watching the world go by. Vintage Gto, at its best""",Australia,Inglés,PC,14/3/2018
Masculino,36,Internacional,Muy bueno,4,148,"""Cortar un árbol de cabeza plana, al lado del restaurante no es muy Lai""","""Está justo enfrente de la iglesia de San Diego, diagonal es el teatro, toda la zona es bastante animada, y el parque ofrece un muy buen ambiente de ocio. Incluso por la noche, el parque sigue siendo bastante alegre, restaurante próximo a tener un montón de México oyó la orquesta en las representaciones, música, fuente del parque de iluminación nocturna se han vuelto muy hermosa.""",Taiwán,Chino,PC,10/3/2018
Masculino,25,Internacional,Muy bueno,4,34,"""Neat old plaza, with very loud bands""","""Staying in this area you have access to many things, the Juarez Theater, the market, the University, ect.""",Estados Unidos,Inglés,PC,26/2/2018
Femenino,22,Internacional,Muy bueno,4,1,"""Un hermoso jardin!!!!""","""Es uno de los jardines mas hermosos y magicos de Guanajuato un paseo por la noche en el jardin de la union te trasporta a un cuento de hadas.... Enamorada de guanajuato…""",Costa Rica,Español,Móvil,26/2/2018
Femenino,46,Internacional,Excelente,5,36,"""Beautiful""","""This is one of my favorite places to people watch in Mexico. The Jardin is small but very well maintained and there always seems to be a band playing somewhere. Try one of the restaurants along the side they all offer outdoor seating so you candy have a drink and just enjoy the beauty of the setting.""",Estados Unidos,Inglés,PC,25/2/2018
Masculino,,Internacional,Muy bueno,4,75,"""Beautiful and relaxing""","""The trees are so impressively manicured, one would guess it's done on a weekly basis. Lots of seats around to sit, had a great meal at one of the restaurants on the square. Sure they are all good, we wanted something plain and the one we choose had a more international menu. Don't sit on the end if you have a choice and don't like to ve bothers with sellers, music etc.""",Canadá,Inglés,PC,22/2/2018
Masculino,41,Nacional,Excelente,5,86,"""INCREIBLE AMBIENTE DE NOCHE""","""Es un lugar magico lleno de vida, musica, gente, comida, resturantes en el centro de Guanajuato frente al Teatro Juárez.""",México,Español,PC,21/2/2018
Femenino,30,Internacional,Excelente,5,56,"""Lugar con encanto""","""Bonito lugar para pasear. Muy tranquilo y agradable. Nos gustó mucho dar una caminata y disfrutar del ambiente.""",España,Español,Móvil,19/2/2018
Masculino,,Internacional,Excelente,5,6,"""Beautiful park with a lot of restaurant""","""A great place to visit. Very relaxing and peaceful. A lot if seating bench and chairs. Very active at night.""",Estados Unidos,Inglés,Móvil,19/2/2018
Masculino,22,Nacional,Muy bueno,4,44,"""La rebanada de pastel""","""El jardin se encuentra a pocos metros de la Basilica de Nuestra Señora de Guanajuato, punto de partida para visitar el centro historico, enfrente de esta plaza esta el Teatro Juarez, alrededor hay bares y restaurantes, artistas plasticos, en las noches es punto de reunion de las callejoneadas, ¡muy padre!""",México,Español,PC,17/2/2018
Femenino,33,Internacional,Excelente,5,7,"""Lovely plaza""","""This is a beautiful plaza with trees and benches facing out all around it. There is a fountain that has water running in it (not the case in every fountain in Mexican plazas). One side faces the beautiful teatro Juárez. The only drawback is it is very busy because it’s on a main calle and the restaurants have their outside dinning tables close.""",Estados Unidos,Inglés,Móvil,17/2/2018
Femenino,45,Internacional,Excelente,5,757,"""Relaxing""","""This is one of several small parks in Guanajuato. A nice place to sit a people watch. Well maintained with a fountain and manicured trees.""",Canadá,Inglés,Móvil,17/2/2018
Masculino,36,Internacional,Excelente,5,93,"""The heart of Guanajuato""","""Great place, the center.  A lot of people around, you can rest, eat, shop and drink in many restaurant and shops.  We had lunch in two of them, having the chance to enjoy the weather and movement of the place.  At night a lot of estudiantinas -popular music played by locals in the streets.""",Chile,Inglés,Móvil,15/2/2018
Masculino,,Internacional,Muy bueno,4,101,"""The Heart of GTO""","""Very pleasant, green public garden/plaza in the heart of old Guanajuato. Great spot to sit and enjoy music and people watch any time of day.""",Estados Unidos,Inglés,PC,14/2/2018
Masculino,25,Nacional,Excelente,5,10,"""Hermoso lugar al que debes ir si o si""","""Nos hospedamos en un hotel que esta en el jardín de la unión y es la mejor decisión que pudimos tomar. Ya hiciera frío o calor, el lugar siempre esta lleno de color y es muy hermoso, esta muy cuidado y te ofrece varias actividades como callejoneadas, restaurantes o cafés. Definitivamente dar un paseo por el jardín a la hora que sea es algo muy romántico y pacífico. Hay un estacionamiento cerca que si esta un poco caro de $15 pesos la hora, pero si tienes suerte puedes encontrar uno sobre la calle. Cerca del jardín se encuentra, el teatro Juárez, el Funicular para subir al pípila, a unas 6 cuadras esta la universidad de Guanajuato y el callejón del beso.""",México,Español,Móvil,12/2/2018
Masculino,57,Internacional,Muy bueno,4,127,"""Very nice""","""Nice area in the middle of the historical centre surrounded by restaurants, a theatre, a church, numerous vendors, and strolling mariachi bands. Very lively and a great place to people watch.""",Canadá,Inglés,Móvil,8/2/2018
Femenino,,Nacional,Excelente,5,34,"""Hermoso""","""Simplemente hermoso, la plaza central de guanajuato, con decoraciones florales, un quiosco en el centro precioso y musica en vivo. De lo mas bello, de tan magnifico lugar.""",México,Español,PC,8/2/2018
Masculino,29,Internacional,Excelente,5,48,"""Lindo lugar""","""Es un lugar muy fresco, bonito y relajánte, está frente al teatro juárez y puedes encontrar varios puestos de comida y algunos restaurantes.""",México,Español,PC,28/1/2018
Masculino,49,Internacional,Excelente,5,3280,"""Bien cuidada sala de estar""","""Realmente muy bonito y bien cuidado esta ciudad salón triangular, con árboles frondosos que protegen del calor de los bancos de hierro de fundición, donde se puede disfrutar de una vida relajado del centro histórico de la ciudad, siempre vivo y lleno de gente por la noche y día. No se pierda !!""",Italia,Italiano,PC,25/1/2018
Masculino,45,Internacional,Regular,3,326,"""Pretty Square To Walk Through""","""Like all Mexican cities this is a focal point What is different is that is it really is one of the shaded areas on the city and relatively flat and a place to people watch. There are trees, fountains and gazebos, it is surrounded by hotels, restaurants and shops If you are doing a walking tour of the City it is close to the Opera House and a nice place for a break but not a destination in itself but a walk through so plan your walk accordingly.""",Estados Unidos,Inglés,PC,23/1/2018
Masculino,31,Internacional,Muy bueno,4,137,"""Very nice spot""","""I hung out here for a weekend and enjoyed the vibrant atmosphere, live music and street cafes. A bustling but relaxing place to hang out for a couple of hours.""",Canadá,Inglés,Móvil,23/1/2018
Masculino,,Internacional,Muy bueno,4,125,"""Beautiful but crowded""","""A beautiful plaza with great views of amazing buildings, some awesome dinning options, some others are ok. Usually very crowded.""",Estados Unidos,Inglés,Móvil,23/1/2018
Femenino,33,Nacional,Excelente,5,11,"""Caminata emotiva""","""Muchas veces he pasado por ahí ,desde que era pequeño e hiba con mis padres a caminar por Guanajuato y actualmente sigue ese nostálgico lugar,donde depende la hora el ambiente cambia,de repente vez muchos jóvenes rondeando el jardion y queriendo entrar a un bar que esta en la esquina o a medio dia dia extranjeros y gente con familia o amigos que comen en los restaurantes alrededor ,además de mucha gente escuchando mariachis,estudiantinas,grupos musicales y tomándose fotografías de este inolvidable lugar. Ademas que no descansa ya que es oarte del camino peatonal de la ciudad de Guanajuato,Asi que cada momento es magico.""",México,Español,PC,22/1/2018
Femenino,35,Internacional,Excelente,5,84,"""Wonderful place to relax!""","""This small area is beautifully landscaped surrounded by restaurants and buildings that have been nicely updated. The area has many wrought iron benches to sit and relax and listen to the music from the surrounding restaurants or just people watch.""",Estados Unidos,Inglés,Móvil,18/1/2018
Masculino,26,Internacional,Excelente,5,134,"""Hands down a beautiful little plaza""","""Love this area! Gorgeous. Nice to chill & people watch. El Teatro Juarez is nearby, an amazing shop called Rincón Artesanal is down the street on avenida sopeña which is always a must…""",Estados Unidos,Inglés,PC,18/1/2018
Femenino,,Nacional,Excelente,5,42,"""Enchanted small jardin""","""I visited GTO gain just yesterday. It is a lively place full of restaurants, shops, benches to sit and relax, and the mariachi are there always just in case the mood strikes for some music, and they are very good.""",México,Inglés,PC,17/1/2018
Masculino,61,Internacional,Muy bueno,4,521,"""Beautiful but small""","""This is a lovely square to sit in and watch the world go by. The only thing is that's really small and the gazebo is down at one end. That means that all the activity is centered around one part of the jardin. The restaurants are full at one end, the people crowd around one end etc. It's a square - not much to say about that. Every town in Mexico has a few and this one is as nice as most.""",Estados Unidos,Inglés,PC,14/1/2018
Femenino,36,Nacional,Muy bueno,4,17,"""Bonito""","""El lugar es hermoso, sobre todo por la noche. Con muchas opciones para visitar al rededor. Allí se ponen los de las callejoneadas. Hay un excelente pintor realizando sus cuadros allí enfrente.""",México,Español,PC,8/1/2018
Masculino,20,Nacional,Excelente,5,16,"""¡Vibrante!""","""Esta pequeña plaza es el punto de reunión por excelencia para turistas en Guanajuato. Ideal para aquellos que simplemente gustan descansar y pasar el tiempo, disfrutando del bullicioso ruido de las voces felices de la gente. Mucho flujo de turistas en esta zona, especialmente extranjeros.""",México,Español,PC,7/1/2018
Masculino,74,Internacional,Excelente,5,947,"""El corazón de la ciudad""","""El jardín Unión es un triángulo cuadrado con sombra preciosa, con una hermosa fuente justo en frente del Teatro Juárez. Aquí es donde se encuentra el corazón de la ciudad. Está llena de tiendas y restaurantes que hacen terraza. También hay una glorieta en el centro del jardín. Pudimos ver una orquesta dando un concierto de Navidad, que era muy agradable.""",Canadá,Francés,PC,6/1/2018
Femenino,,Nacional,Excelente,5,148,"""Hermoso""","""Está plaza es la que me parece más bonita de Guanajuato. Desde ella puedes admirar el templo de San Diego o el Teatro Juárez. Llena de gente y de vida.""",México,Español,Móvil,5/1/2018
Femenino,40,Internacional,Excelente,5,55,"""Stunning Central Square to Sit and People Watch!""","""Located in the heart of Guanajuato city, it is the main square where visitors and locals sit and relax. It's lined with beautifully manicured trees which provide much needed shade. Around the garden square are lovely little cafes and restaurants to sit and people watch. You can see gorgeous views of Theatro Juarez as well as El Pipila from Jardin de la Union. Everything you need to visit, is located right off of Jardin de la Union.""",Estados Unidos,Inglés,PC,4/1/2018
Femenino,42,Nacional,Muy bueno,4,13,"""El corazón de Guanajuato""","""Este lugar es efectivamente el corazón de la ciudad. En él se reúnen sobre todo los jóvenes, pero igual gente de todas edades acude a escuchar la música de la banda que toca en el kiosko central o departe en alguna de las terrazas de los restaurantes y bares. Se le conoce como ""el centavo de queso"" por la forma triangular que tiene, semejante a una rebanada de queso que antaño se pagaba a un centavo, desde este jardín se admira la majestuosidad del Teatro Juárez y del monumento al Pípila.""",México,Español,PC,2/1/2018
Masculino,28,Internacional,Excelente,5,16,"""Luna de miel""","""Sentado, de pie, comiendo helado o tomando fotografías. De vacaciones o de negocios... no hay pretexto para no visitarlo, es un lugar “obligado”. Muy bonito.""",España,Español,Móvil,2/1/2018
Femenino,33,Internacional,Excelente,5,20,"""Lovely place to sit and people watch""","""If you need a shady spot to sit and take a break, this is it. We stopped at one of the restaurants on the Jardin for guacamole and a beer. Great place to sit and watch all the holiday tourists go by!""",Estados Unidos,Inglés,Móvil,2/1/2018
Femenino,39,Nacional,Excelente,5,39,"""Buen lugar para descansar""","""Puedes sentarte a la sombra de los árboles y disfrutar el Teatro Juarez y descansar. También hay restaurantes y bar alrededor.""",México,Español,Móvil,30/12/2017
Masculino,32,Internacional,Excelente,5,20,"""Fun, lively, and great people watching!""","""The fun, busy hub of this charming town! Surrounded by restaraunts, hotels and cafes it’s the place to meet, relax or people watch anytime of day. The square comes alive at night with food vendors, mariachi bands and tons of locals and tourists.""",Estados Unidos,Inglés,PC,30/12/2017
Femenino,27,Nacional,Muy bueno,4,15,"""Tardes familiares""","""Es un lugar lindo, pintoresco, bohemio, para ir en familia o en pareja. En diciembre es muy fresco por los árboles alrededor. Las noches de trova muy buenas, en general un imperdible de GUANAJUATO.""",México,Español,Móvil,30/12/2017
Femenino,33,Nacional,Excelente,5,22,"""Muy bonita plaza""","""Esta muy bonita la plaza pública. Lugar de reunión de miles de turistas. Destacan sus restaurantes y tiendas de artesanías, así como algunos hoteles.""",México,Español,Móvil,30/12/2017
Femenino,21,Nacional,Regular,3,47,"""Fuimos en una época con mucho movimiento""","""Pero aún así deberían cuidar mas la basura que se genera, no dieron ganas de quedarse mucho tiempo ahí, hay mucho guía de turistas que te aborda vendiendo tours, pero poca gente de turismo que realmente te ayude con dudas de comida o lugares.""",México,Español,PC,27/12/2017
Femenino,56,Internacional,Excelente,5,153,"""So Alive & Vibrant!""","""The Jardin de la Union is busy day and night. It is surrounded on one side by hotels and restaurants that have tables out on the sidewalks. There is a lovely gazebo in the middle, and outside of the trees lots of benches for people watching and resting. At night you will see Mariachis and other musicians roaming the restaurant areas. During the afternoon you begin to see the Estudiantinas selling tickets to their Callejoneados for the evening. Lovely place to visit.""",Estados Unidos,Inglés,PC,19/12/2017
Femenino,44,Internacional,Muy bueno,4,923,"""Pristine center courtyard adjacent to theatre and center hotels""","""This center courtyard garden is beautiful and well maintained and manicured. Great place to sit and also watch the world go by. It is immaculate and the surrounding marble sidewalks are scrubbed.""",Estados Unidos,Inglés,PC,16/12/2017
Masculino,53,Internacional,Excelente,5,143,"""Agradable""","""Agradable, aunque pequeño parque, que es siempre una gran cantidad de personas y puestos. En el momento de mi visita aquí tuvo lugar sólo leer las novelas de Julio Verne y me sorprendió positivamente la cantidad de oyentes. Este jardín es definitivamente vale la pena una visita.""",Eslovaquia,Checo,PC,10/12/2017
Masculino,64,Internacional,Excelente,5,59,"""Lovely place to pass time people watching""","""Sit beneath the square-shaped trees in one of many park benches and watch the world go by. The best kept park square in GTO's tourist zone, across Calle de Sopena from the exquisite facade of Teatro Juarez.""",Canadá,Inglés,PC,9/12/2017
Masculino,38,Internacional,Excelente,5,5,"""Center of Guanajuato""","""Beautiful area in the heart of Guanajuato. One night when we were there, there was a a large instrumental orchestral group, playing songs from Santana. Couldn't get much better than that…""",Estados Unidos,Inglés,PC,9/12/2017
Masculino,52,Nacional,Muy bueno,4,352,"""El corazón de Guanajuato""","""Este es sin duda el corazón de Guanajuto, flanqueado de grandes árboles cuidadosamente podados para darles una forma uniforme y con la figura que rodea el parque. Al lado se encierra el majestuoso teatro Juarez y restaurantes de todos los niveles con sus Terrazas, patios y comedores interiores, tienes de artesanías y varios hoteles boutique, prácticamente caminando se encuentran todas las actividades y lugares para conocer el centro de Guanajuato, Si tienes oportunidad de hospedarte cerca de este parque será lo mejor.""",México,Español,Móvil,4/12/2017
Masculino,56,Nacional,Muy bueno,4,154,"""Visita de Viernes por la tarde""","""Lugar tranquilo para pasar el rato, aunque hay mucha gente es un lugar donde todo Guanajuato se resume, con sus restaurantes, lugares turísticos y bella arquitectura, es un lugar que no puedes dejar pasar.""",México,Español,PC,1/12/2017
Masculino,,Nacional,Muy bueno,4,24,"""Ocio""","""Es un jardin q se le dice en forma de queso, de facil recorrido y en medio de multiples atracciones, es una visita obligada.""",México,Español,PC,30/11/2017
Femenino,35,Internacional,Excelente,5,33,"""Lovely square""","""I love this square and the perfectly cut trees around it, as well as the athmosphere that is so joyful! Mariachis singing, estudiantinas gathering early at night for the callejoneadas. The place is romantic, especially at night, you can get a drink or a meal in one of thr restaurants by the place. The theatre that is just in front is also very beautiful at night and during the day.""",Estados Unidos,Inglés,PC,29/11/2017
Femenino,18,Internacional,Excelente,5,39,"""Beautiful Place""","""Beautiful place, surrounded by excellent bars and restaurants, and right across the street from Teatro Juarez. If you are eating outside, however, be expecting people to come up to you, trying to sell songs or miscellaneous items. Nonetheless, this is a must see.""",Estados Unidos,Inglés,PC,26/11/2017
Femenino,45,Nacional,Excelente,5,155,"""La rebanada de pastel""","""El jardín es muy pintoresco y pequeño rodeado de Hoteles el teatro juares y varios restaurantes un lugar de punto de reunión atrás del teatro juares podrás tomar el funicular y llegar al mirador del pipila traten de llegar en taxi o camión no hay estacionamientos gracias.""",México,Español,Móvil,21/11/2017
Femenino,39,Nacional,Excelente,5,2,"""Lugares hermosos en el centro histórico""","""El centro de guanajuato es precioso, hay mucho que hacer, mucho que recorrer y mucho que contemplar.""",México,Español,PC,16/11/2017
Masculino,74,Internacional,Muy bueno,4,925,"""Siempre ocupado decir cuadrada""","""Este parque está situado en el centro de la ciudad. En parte frontal del ojo está situado Juárez es el teatro, en el parque de los alrededores está llena de restaurantes donde hay un asiento terraza. Así orquesta por la noche que hace su rendimiento. Por la noche y en días festivos, puestos también a cabo, es donde llena de muchos turistas y ciudadanos.""",Japón,Japonés,PC,13/11/2017
Masculino,46,Internacional,Regular,3,127,"""Very Pretty but Closed to the Public""","""This is a square that is closed to foot traffic. The real attraction are the surrounding cafe's and the people who come out to play at night. It is a nice and safe square.""",Estados Unidos,Inglés,PC,11/11/2017
Femenino,42,Nacional,Excelente,5,42,"""Hermoso y típico jardín""","""Bello kiosco y restaurantes con sombrillas y musica que hacen muy agradable cenar o tomar una copa en esta area, mientras vez el movimiento de la gente que pasea y disfruta de los encantos de Guajajuato.""",México,Español,PC,9/11/2017
Masculino,22,Nacional,Excelente,5,10,"""Excelente lugar""","""Me tocó ir por la mañana y es un lugar super tranquilo y se disfruta por la noche es bastante ruidoso y complicado de caminar.""",México,Español,PC,8/11/2017
Femenino,53,Internacional,Muy bueno,4,71,"""Bonito jardín""","""Rodeado de restaurantes y bares frente al teatro Juárez. Punto de encuentro en Guanajuato. Pensé que era más grande el jardín pero esta lindo.""",El Salvador,Español,Móvil,6/11/2017
Masculino,58,Internacional,Muy bueno,4,60,"""Relaxing Central Spot""","""This is a good spot to sit and enjoy the sun. There are stalls around selling food and ice cream. Additionally, there are other places nearby where you can buy food and bring it to this park.  The park is slightly close to a road, we wanted to relax but sometimes some cars would beep. Additionally, there was some litter around and I put my rug in some gum on the floor so just be careful!""",Canadá,Inglés,PC,5/11/2017
Masculino,52,Nacional,Muy bueno,4,22,"""Bonita plaza""","""La plaza principal de Guanajuato, perfecta para fotos en el teatro y gran variedad de restaurantes en la plaza, un lugar muy representativo de la ciudad.""",Estados Unidos,Inglés,PC,31/10/2017
Femenino,31,Nacional,Excelente,5,35,"""El centro de la acción""","""Siempre es obligado ir a este Jardín es el centro de la acción en Guanajuato. Ruidoso con mucha gente pero al mismo tiempo sabes que estás en el sitio indicado.""",México,Español,PC,31/10/2017
Masculino,46,Nacional,Excelente,5,41,"""Agradable""","""Un jardín justo frente al imponente teatro Juárez Lugar de bares y restaurante, con ambiente festivo todos los días. Un lugar para disfrutar""",México,Español,Móvil,29/10/2017
Masculino,39,Nacional,Muy bueno,4,15,"""Turístico""","""Céntrico, agradable y muy bien cuidado. A veces hay demasiada gente. Arbolado y rodeado de buenos bares, aunque un poco caros.""",México,Español,PC,27/10/2017
Femenino,61,Internacional,Regular,3,428,"""Tiny and feels claustrophobic""","""There are (too) many trees in this park, none of which grow straight up! They are all leaning one way or another, fighting for space in the sunlight. You can't see from one side to the other. There are many metal benches available to sit on and a gazebo in the middle. It's a cool respite in the middle of the city, but it's not restful. It's a little pocket of trees.""",Estados Unidos,Inglés,PC,24/10/2017
