Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Femenino,69,Internacional,Muy bueno,4,25,"""¡Mira hasta cerrar los monumentos históricos!""","""Fui en la mañana, pero no pude apreciarlo bien,  no había estudiantes. (De acuerdo con el conductor de Uber ...) pero es un paisaje muy hermoso para ver la imagen colorida casa de Pípila.""",Japón,Japonés,Móvil,24/2/2018
Femenino,35,Nacional,Muy bueno,4,83,"""De las mejores joyas arquitectonicas de Guanajuato""","""Visita obligada, impresionante construcción entre tantos callejones de camino al Museo de Diego Rivera.""",México,Español,PC,21/2/2018
Femenino,25,Internacional,Muy bueno,4,56,"""Precioso""","""Un edificio precioso y muy característico de la ciudad. De obligada visita. Nos gustó mucho conocerlo.""",España,Español,Móvil,19/2/2018
Femenino,58,Internacional,Excelente,5,757,"""The View""","""The University of Guanajuato is a centrally located building. We could not enter the building but climbing the long set of stairs offers a magnificent view.""",Canadá,Inglés,Móvil,17/2/2018
Femenino,32,Internacional,Muy bueno,4,7,"""Hermosa Universidad""","""Tomé las fotos solamente aspecto porque era domingo es la ubicación que Tachiyoreru en el centro de la ciudad para caminar, pero era grande hermoso edificio.""",Japón,Japonés,Móvil,15/2/2018
Masculino,33,Internacional,Excelente,5,93,"""285 years of history""","""Very nice building, you can’t miss the huge outside staircase. I recommend to also go inside and go up a couple of levels. 15 minutes and you can have a quick view of the history, classroom, cafeteria etc. In the main building is a small room with extra university information.""",Chile,Inglés,Móvil,15/2/2018
Masculino,,Internacional,Excelente,5,48,"""Un edificio muy estudiado""","""Imprescindible la foto en la escalinata. Edificio muy bien conservado con una arquitectura acorde con el uso.""",España,Español,PC,11/2/2018
Femenino,60,Internacional,Muy bueno,4,62,"""Hermosas escaleras""","""No se puede entrar en la universidad, pero sin duda el imponente edificio es impresionante, lo legal y observa los estudiantes subir y bajar las escaleras como si no cansado, muy hermoso lugar, el estudio no debe dar una buena condición física más allá del título.""",Brasil,Portugés,PC,8/2/2018
Femenino,45,Internacional,Regular,3,332,"""Walk By and Look at the Architecture""","""This is not really a place to visit but rather it is a place to look at while walking around and touring the city It is a colonial building with many steps and a place to sit and watch people walking by It is not a destination in itself but you will see it on any walking tour of the city.""",Estados Unidos,Inglés,PC,29/1/2018
Femenino,51,Internacional,Muy bueno,4,63,"""Hermoso e impresionante lugar""","""Grandeza arquitectónica del lugar y con una escalera que dan ganas de sentarse y tomar una foto de recuerdo. Gauanajuato símbolo de la cultura y los estudios míticas y seres Cervantes autor del trabajo D.Quixote.""",Brasil,Portugés,Móvil,28/1/2018
Masculino,49,Internacional,Excelente,5,3298,"""Arquitectura escénica""","""La alta escalera que conduce a la Universidad y el igualmente de alta fachada con los vasos de patrones y ventanas ovaladas son espectaculares alas teatrales del centro de Guanajuato, sin duda merece una visita. No se pierda.""",Italia,Italiano,PC,25/1/2018
Masculino,49,Internacional,Muy bueno,4,29,"""Colonial building with lots of steps""","""The architecture is nice. There's not a lot of things to do at this building. You can climb the steps or take pictures.""",Estados Unidos,Inglés,PC,24/1/2018
Masculino,68,Nacional,Excelente,5,28,"""Bellísima universidad""","""Sin duda una joya arquitectónica, subir sus escalinatas y la vista es imperdible, centrico, bello y sin duda uno de los tantos edificios que hacen de guanajuato patrimonio de la humanidad, he visitado aprox 14 veces la ciudad de guanajuato y no me canso de hacerlo.""",México,Español,PC,23/1/2018
Femenino,19,Nacional,Excelente,5,79,"""Really nice""","""Went there with some friends, though we only sat on the steps, admire the beauty and took some pictures it sure was worth the walk on the burning sun!""",México,Inglés,PC,16/1/2018
Masculino,,Nacional,Excelente,5,25,"""Emblemática""","""Ir a Guanajuato y no ir a este lugar es como no haber ido. Hermosa arquitectura, muy visitado y vale el boleto conocer este lugar.""",México,Español,PC,16/1/2018
Masculino,28,Internacional,Muy bueno,4,22,"""A beautiful building""","""It is a very beautiful building with too many stairs to climb. You would be happy with your picture there.""",Egipto,Inglés,Móvil,13/1/2018
Femenino,20,Nacional,Excelente,5,25,"""¡Excelente lugar para descansar!""","""Después de un día de caminar por Guanajuato, termina el día sentado en la parte más alta de las escaleras. Recuerda antes de subir, pasar por los cafés que se encuentran abajo, ¡así tendrás algo que tomar para pasar el rato!""",México,Español,PC,12/1/2018
Masculino,71,Internacional,Muy bueno,4,949,"""Hermoso edificio""","""Nos dirigimos a la universidad. Bonito edificio moderno con una arquitectura neoclásica que se alinea bien con el centro histórico. Fue construido sobre las ruinas de la antigua universidad jesuita. Subo 3 tramos de 27 pasos para encontrar un hermoso anfiteatro y una hermosa vista del Pípila en la colina opuesta. También se visita una pequeña exposición en la galería de arte de la universidad.""",Canadá,Francés,PC,6/1/2018
Femenino,37,Nacional,Excelente,5,23,"""Universidad Guanajuato""","""Este lugar me dejo sin palabras solo puedo decir que se convirtió en uno de lo lugares mas maravillosos que he conocido volvería muchas veces sólo para visitar esta maravilla, mi lugar favorito en Guanajuato.""",México,Español,Móvil,6/1/2018
Femenino,,Nacional,Excelente,5,148,"""Preciosa""","""Solo puedo imaginar lo que sienten los estudiantes que tiene el privilegio de estudiar ahí. Es un lugar hermoso que no se pueden perder.""",México,Español,Móvil,5/1/2018
Femenino,24,Nacional,Muy bueno,4,63,"""LUGAR EMBLEMÁTICO Y VISITA OBLIGADA""","""Sí vas al centro de Guanajuato debes visitarlo, desde el lugar que lo veas es un edificio con una construcción emblemática, no pasa desapercibido y resulta atractivo. Ve cómodo y atrévete a subir por todas sus escaleras hasta la puerta principal, dónde tendrás una de las mejores vista de la ciudad de Guanajuato.""",México,Español,Móvil,4/1/2018
Masculino,30,Internacional,Muy bueno,4,6,"""Gran arquitectura""","""Muy buen lugar para hacer fotos, para los fanaticos de Game of Thrones, no podran negar que este lugar recuerda a la septa de Baelor.""",Panamá,Español,PC,2/1/2018
Masculino,58,Nacional,Excelente,5,26,"""Bellísimo edificio""","""Es uno de los edificios más bonitos de la ciudad que resalta por su color blanco y con escaleras interminables... La sala es una belleza, antigua iglesia que ahora es utilizada como sala para conferencias y congresos.""",México,Español,PC,2/1/2018
Masculino,45,Internacional,Excelente,5,35,"""Arquitectura impresionante""","""La universidad es una de las atracciones que no deben faltar en tu visita a la ciudad de Guanajuato tiene una escalinata con una vista panorámica y una sensación difícil de describir tienes que visitarlo.""",Guatemala,Español,Móvil,28/12/2017
Masculino,29,Internacional,Excelente,5,21,"""Maravillosa""","""Primer punto a destacar es que mantienen muy limpia la zona y sus alrededores, se encuentra en perfecto estado, es hermosa y nos toco un señor nativo que se encontraba explicando la historia que es maravillosa, una verdadera obra de arte, recomendable asistir con familia ya que ds muy tranquilo y seguro, al llegar arriba la vista que se aprecia es en verdad algo hermoso que hace sentir orgulloso de ser Mexicano.""",Honduras,Español,Móvil,27/12/2017
Masculino,58,Internacional,Excelente,5,14,"""Impresionante""","""Quizás no sea parada importante pero si es necesaria si hay tiempo libre para recorrer la ciudad, y las personas que se acercan para dar información son grandiosos, se aprende mucho de ellos.""",Chile,Español,Móvil,25/12/2017
Masculino,27,Internacional,Excelente,5,59,"""Gotta climb those stairs!""","""An iconic feature of Guanajuato that should be visited. I recognized the steps leading up to the university in a scene from the film “Once Upon A Time In Mexico”. If it was good enough for Antonio Banderas, it was good enough for me!""",Canadá,Inglés,PC,23/12/2017
Masculino,40,Nacional,Excelente,5,2,"""Universidad de Guanajuato""","""Colonial muy hermosa de visita con toda la familia fue una experiencia inolvidable pasar previo en el callejón del beso y la Alhóndiga de Granaditas.""",México,Español,Móvil,23/12/2017
Masculino,42,Internacional,Excelente,5,107,"""Espectacular construcción de la ciudad""","""La universidad es una construcción incrustada en las ladera de la montaña, que hacen que sea uno de los edificios mas espectaculares de la ciudad.""",Perú,Español,PC,22/12/2017
Masculino,36,Internacional,Muy bueno,4,956,"""Love the architecture and as a visitor you are allowed to wander the hallways""","""There are 2 entrances to the building; you can walk up the outdoor stairs or you can walk in through 2 other entrances on the ground floor (same side or around the corner). The outside architecture is gorgeous; the interior is nothing fancy or special, but it is always nice to walk through a college building for the overall energy and vibe.""",Estados Unidos,Inglés,PC,16/12/2017
Masculino,30,Internacional,Excelente,5,59,"""Splendid view""","""It's worth walking up the beautiful limestone stairs from the street. Once you get to the top, ask reception about taking the tiny elevator to the ""fourth floor,"" which is just down the hallway. From the 4th floor terrace, the view is spectacular!""",Canadá,Inglés,PC,9/12/2017
Masculino,38,Nacional,Muy bueno,4,15,"""Hermosa""","""La escalinata y la explicación de los señores que están ahí es lo que vale la pena. Hay tienda de recuerdos y no está tan cara. Entre más temprano vayan, encontrarán menos gente.""",México,Español,PC,27/11/2017
Femenino,24,Nacional,Excelente,5,38,"""Espectacular""","""La vista desde mi terraza de la habitacion unica, no pude entrar a la universidad por que estaba cerrada, pero por fuera es espectacular.""",México,Español,PC,26/11/2017
Masculino,32,Nacional,Excelente,5,41,"""Impresionante""","""Un lugar muy bonito en el corazón de Guanajuato, quiero que mis hijos estudien aquí, es un edificio de suma importancia para la ciudad.""",México,Español,PC,24/11/2017
Masculino,29,Nacional,Muy bueno,4,22,"""Un edificio espectacular""","""El edificio es impresionante, las escaleras y la vista son bonitas, dentro de la universidad tuvimos acceso a un museo de historia natural, buen lugar para visitar.""",México,Español,PC,21/11/2017
Femenino,23,Nacional,Excelente,5,155,"""De lo mas emblemático""","""Una universidad muy hermosa y grande su bien ola arquitectura la podrás observar un lugar limpió y tranquilo además de visita guiada. A un lado les venderán recuerdos de la universidad muy con rica del jardín unión traten de llegar en taxi o camion gracias.""",México,Español,Móvil,21/11/2017
Femenino,29,Nacional,Excelente,5,42,"""Preciosa""","""Muy imponente lo mejor de la cuidad para mí gusto está hermosa. ¡Imperdible! Está justo en el centro de la ciudad y es un edificio precioso.""",México,Español,Móvil,18/11/2017
Masculino,70,Internacional,Excelente,5,925,"""Hermoso edificio escolar que no parece a la universidad""","""Este histórico ejemplo universidad construida, et al. En el siglo 18. Gran escalera en la pared blanca, está decorado en todas partes, era la pompa no creo que el edificio de la universidad. Esto también puede ir hacia arriba en el techo, se puede pasar por alto la ciudad desde allí. Las escaleras a tu lado también hay una tienda que vende la Universidad de mercancías.""",Japón,Japonés,PC,13/11/2017
Masculino,52,Internacional,Malo,2,223,"""Edificio muy bonito""","""Impresionante exterior del monumento. Tomar imágenes hermosas pena. Una vez dentro ... Lo que hay que decir nada porque allí como sala de conferencias así que voy a decir no más …""",Francia,Francés,Móvil,11/11/2017
Femenino,,Nacional,Excelente,5,42,"""Grandioso y bello edificio""","""Majestuoso rescinto. Por la noche lo iluminan y se ve espectacular. Vale la pena tomarte una fotografía aqui y subir las escaleras para que tengas un buen panorama.""",México,Español,PC,9/11/2017
Femenino,62,Internacional,Muy bueno,4,71,"""Preciosa Universidad""","""Vale la pena conocer esta hermosa Universidad. Su ingreso es gratuito. Es una Universidad de muy alto nivel. Foto obligada en sus escaleras exteriores.""",El Salvador,Español,Móvil,6/11/2017
Femenino,29,Internacional,Excelente,5,59,"""Tan importante que aparece en el billete de mil pesos""","""La Universidad de Guanajuato es tan tradicional e importante que aparece en miles de pesos nota. La historia es muy interesante. Las primeras sillas en la mano en la escuela estaban a cargo de los sacerdotes jesuitas que contó con el apoyo financiero de los mineros de la ciudad, en el siglo XVIII.""",Brasil,Portugés,PC,29/10/2017
Masculino,,Internacional,Excelente,5,15,"""Bonito lugar""","""Es raro que en una visita a alguna ciudad quieras ir a la universidad del pueblo, pero esta vale la pena visitarla.""",Argentina,Español,Móvil,26/10/2017
Masculino,48,Nacional,Excelente,5,18,"""Beautiful architecture!""","""Who goes to Guanajuato city and does not visit the University?? It is a beautiful building, and a picture in its iconic steps is a must!""",México,Inglés,PC,26/10/2017
Femenino,63,Internacional,Excelente,5,437,"""Beautiful blending of new and old""","""The steps and original building were built in the 1700s. In 1950, the addition to the right of the steps was added. Classes are no longer held here; it is an administration building. A large white screen hangs at the base of the steps, and each evening one or more movies are shown. Bring your own cushion to sit on!""",Estados Unidos,Inglés,PC,24/10/2017
Femenino,59,Internacional,Excelente,5,175,"""Cool building""","""This is very nice architectonical piece of art, so it is worth seeing in the downtown. Try to get a glance also inside the building and you will be surprised.""",Finlandia,Inglés,Móvil,22/10/2017
Masculino,21,Nacional,Excelente,5,449,"""Un edificio espectacular""","""El edificio de la Universidad de Guanajuato es muy bonito! Vale la pena visitar el edificio y si se puede entrar y visitar el interior.""",México,Español,Móvil,12/10/2017
Femenino,56,Nacional,Excelente,5,61,"""Emblema de Guanajuato""","""Es de las principales universidades en el país, rica en cultura y en belleza. Además, organizadora de gran parte de las actividades que encabezan el festival cervantino. Es un oasis y es privilegiado quien la conoce a fondo y sabe su historia. Es un lugar mágico entre la magia que rodea a Guanajuato, lleno de leyendas e historia.""",México,Español,PC,12/10/2017
Femenino,42,Internacional,Muy bueno,4,185,"""A very famous and iconic University""","""The architecture and the history of this University is what worth the most. You can not miss it, walk in thier alley, it is beautiful.""",Estados Unidos,Inglés,PC,4/10/2017
Femenino,,Nacional,Excelente,5,27,"""Escapada a Gto""","""Sí visitas Guanajuato, no debes dejar pasar la oportunidad de visitar la universalidad, su increíble arquitectura, conocer su oferta educa, permitir que el conocimiento se apodere de ti y observar que no le pide nada a ninguna universidad en el extranjero.
Tomate un café sentado en sus escaleras, disfruta las conversaciones de los estudiantes.""",México,Español,Móvil,4/10/2017
Masculino,27,Nacional,Excelente,5,13,"""Bonito edificio""","""Me encantó muy bonita y la arquitectura sin palabras desde el pipila se ve espectacular, pero ya ahí es otra cosa se toman muy bonitas fotos.""",México,Español,PC,3/10/2017
Masculino,42,Nacional,Excelente,5,47,"""Edificio de gran valor histórico, arquitectónico y cultural""","""Edificio localizado en el centro de Guanajuato, imponente, con su majestuosa arquitectura, es un lugar que no puedes dejar de ver en tu visita a la hermosa ciudad de Guanajuato.""",México,Español,PC,3/10/2017
Femenino,27,Nacional,Muy bueno,4,3,"""Muy bonita toda""","""Ir a Guanajuato y no ir de menos a ver la Universidad es como no haber ido. No pudimos entrar porque era domingo, y no estoy segura de si se permiten visitas dentro de la institución a los turistas, pero con el hecho de ir, verla, subir y admirar la vista desde arriba, ya vale la pena. Según nos explicó un guía, la universidad está construida toda de piedra. ¡Hasta ganas me dieron de volver a estudiar en una universidad!""",México,Español,PC,1/10/2017
Masculino,31,Internacional,Regular,3,3,"""Muy pintoresca""","""Esta muy bonita para la foto de postal aunque en ocaciones dependiendo de la temporada hay unos señores pretendiendo ser guia de turistas que por decirte unas cuantas cosas te piden dinero aun cuando uno no pide la información.""",Estados Unidos,Español,PC,26/9/2017
Femenino,30,Nacional,Excelente,5,58,"""Congreso Veterinario Leon""","""Impresionante la arquitectura y como se ha preservado por año, una visita obligatoria con las estudiantiales.""",México,Español,Móvil,24/9/2017
Masculino,36,Nacional,Excelente,5,17,"""Elegancia""","""La Universidad de Guanajuato te ofrece un servicio de calidad, son personas muy respetuosas y atentas al visitante.""",México,Español,PC,24/9/2017
Femenino,27,Nacional,Excelente,5,4,"""La arquitectura espectacular""","""La arquitectura espectacular, de lo más bonito que se puede ver en Guanajuato, con mucha historia…""",México,Español,PC,20/9/2017
Masculino,70,Internacional,Excelente,5,926,"""Beautiful Architecture""","""The architecture of this sprawling place is very interesting. I did not inside any of the buildings, but still enjoyed it.""",España,Inglés,PC,18/9/2017
Masculino,24,Nacional,Excelente,5,93,"""¡Hermosa! ¡Visita obligatoria!""","""Acudimos 2 veces a la universidad, pretendiendo conocerla por dentro y fuera. La primera fue imposible ya que las dos veces que fuimos estaba cerrada pero si pudimos verla por fuera. Su estructura es hermosa, y desde sus escaleras tienen buena vista para ciertos lugares de la ciudad. Visita obligatoria! es gratis, ¡¡solo sube los escalones!!. No te arrepentirás.""",México,Español,PC,17/9/2017
Femenino,43,Nacional,Muy bueno,4,65,"""¡¡Bellísima!!""","""Es un imperdible en tu visita a ciudad Guanajuato, su construcción y su historia, el como sigue vigente después de tantos años y es una de las mejores universidades del Bajío. Es preciosa la construccion y evidente tienes que subir todas sus escalinatas y tomarte una foto.""",México,Español,PC,12/9/2017
Masculino,26,Nacional,Excelente,5,6,"""Magnífico lugar""","""Es un sitio arquitectónicamente increíble. Se respira un ambiente de conocimiento y cultura en cualquiera de sus rincones.""",México,Español,PC,12/9/2017
Masculino,31,Nacional,Muy bueno,4,10,"""Bonito lugar""","""Muy buen lugar para conocer, tomarse muchas fotos pero hasta ahí, es un lugar en el cual se tiene mucha historia, disfruténlo.""",México,Español,PC,11/9/2017
Masculino,65,Internacional,Excelente,5,1,"""El melón grande más bella""","""Esta es la forma en que mi universidad, es uno de los más sobrios colores de la ciudad de Guanajuato. Se informó que las personas que se oponen al edificio principal, construido en el blanco, pero después de la finalización del descubrimiento y el ""Dios derramó paleta"" con, siendo muy armonioso, y hacer una diferencia poco convencional. Aquí es ahora el Departamento de Ciencia Política y Derecho plazas para los estudiantes de la escuela, por lo general menos probable que se abra. Sin embargo, debido a su ubicación central, muchos turistas. Algunos buenos restaurantes alrededor, pero tratan de evitar al ordenar los muy ""local"" plato para comer ... en realidad no en el hábito. De todos modos, es hermoso.""",Birmania,Chino,Móvil,8/9/2017
Masculino,60,Internacional,Excelente,5,760,"""Junto con la catedral domina la ciudad""","""Casi tan importante para entender la historia de esta ciudad es el edificio de la universidad que se eleva y más reconocibles de toda la ciudad. Una magnífica escalera conduce a la entrada principal. Donde quiera que se puede esperar en las calles justo detrás de toda alza sobre la colina es el gimnasio (entre otras bella), donde fuimos testigos de unos minutos en un partido de baloncesto.""",Italia,Italiano,PC,6/9/2017
Masculino,61,Internacional,Muy bueno,4,108,"""Classic architecture""","""Sort of Moorish? the university building dominates the center of town. Check out the art gallery towards the Templo de la Compania - sometimes nothing in there, sometimes the best exhibits in town. Worth wandering around the interior courtyards (if they're open). formerly a Jesuit school, now a public university.""",Estados Unidos,Inglés,PC,5/9/2017
Masculino,45,Nacional,Muy bueno,4,48,"""Do not forget to climb the stairs!""","""Nice building and great view from the top. This old university main building has severa galleries and a museum. Take your time and enert it.""",México,Inglés,PC,2/9/2017
Masculino,18,Internacional,Excelente,5,69,"""Amazing building!""","""The University of Guanajuato is so iconic, it even appears in a mexican bill. Its history and art style are what make this place so beautiful. Walking through Guanajuato streets is very nice, and it's even nicer when you face this giant building during your walk.""",Colombia,Inglés,PC,1/9/2017
Femenino,33,Internacional,Muy bueno,4,12,"""Beautiful Facade""","""The building's exterior is breathtaking unfortunately the main doors at the end of the staircase where locked and no public entry was permitted.""",Estados Unidos,Inglés,PC,31/8/2017
Femenino,31,Nacional,Excelente,5,16,"""¡Toda una belleza!""","""Su arquitectura es fascinante, sus patios y museo son encantadores. Ir a Guanajuato y no haber visitado la universidad, ¡es como no haber ido del todo!""",México,Español,PC,23/8/2017
Masculino,37,Internacional,Muy bueno,4,55,"""Increíble""","""Muy bien cuidada,prolija,ordenada y moderna.En el centro de la ciudad,Falto la vista guiada para ser 10 puntos.""",Argentina,Español,PC,21/8/2017
