Género,Edad,Nacional ó Internacional,Calificación,Escala,Número de aportaciones,Título de la opinión,Opinión,País,Idioma,Dispositivo,Fecha
Masculino,38,Internacional,Muy bueno,4,1,"""Lugar emblemático y más acompañado de tu pareja""","""Sin embargo, ya no se puede disfrutar de una foto con tiempo pues te apresuran para que avances y los demás puedan pasar. Se entiende el comercio de poder capturar más clientes comprando una foto, pero también queremos disfrutar más de cada momento.""",Colombia,Español,PC,24/5/2018
Femenino,57,Internacional,Muy bueno,4,586,"""Lovely spot, bittersweet story!""","""We actually heard a different story than the ones the books tell us, but nevertheless, a tragic one. Good for a quick look, a few pics, and for romantics...welll... go for it. Some say it brings good luck.""",Estados Unidos,Inglés,PC,23/5/2018
Masculino,39,Nacional,Excelente,5,33,"""Icónico lugar de la ciudad""","""Un lugar al que no debes de faltar al visitar Guanajuato. Excelente manera de terminar el tradicional recorrido de las Callejoneadas""",México,Español,PC,22/5/2018
Masculino,25,Nacional,Excelente,5,18,"""Gran lugar y grande su leyenda""","""Muy bonito lugar pero sobre todo tienes que ir a las callejoneadas para ir te cuenten la leyenda con detalle y te impresione mas el lugar.""",México,Español,Móvil,22/5/2018
Masculino,43,Internacional,Excelente,5,140,"""El beso""","""Pues bueno el sitio de beso. Romántico lugar escondido en el corazón de la ciudad. No lo puede pasar por alto especialmente si vas en pareja.""",Nueva Zelanda,Español,Móvil,21/5/2018
Masculino,20,Internacional,Excelente,5,7,"""Beso""","""Every interesting love history. Locals tell you about and you kiss your love one for eternity love. Very romantic.""",Estados Unidos,Inglés,PC,20/5/2018
Femenino,,Internacional,Excelente,5,2,"""Romántico""","""Hay bastante gente por los tours pero la leyenda te la cuentan bonito y puedes pagar por la foto de recuerdo en los escalones o incluso en el balcón.""",Chile,Español,Móvil,19/5/2018
Masculino,36,Internacional,Excelente,5,3,"""Bello lugar e interesante historia""","""Bonito lugar, llegar lo más temprano posible para evitar el aglutinamiento de turistas que quieren una foto seria el único aviso y llevar algo de dinero si quieres foto se paga por entrar a cada balcón.""",Perú,Español,PC,15/5/2018
Masculino,55,Internacional,Pésimo,1,1031,"""Más que una masa de turistas""","""Guanajuato es una ciudad muy interesante, pero tiene varios puntos turísticos, uno de ellos el Callejon del Beso, donde no hay que ver, excepto muchos turistas.""",Brasil,Portugués,PC,14/5/2018
Masculino,42,Internacional,Regular,3,178,"""Romántico""","""No cuesta nada ir, está cerca del centro y es un lindo lugar para tomar unas fotografías de recuerdo. Indispensable.""",Argentina,Español,Móvil,14/5/2018
Femenino,32,Nacional,Muy bueno,4,3,"""Callejón del beso""","""El Callejón del Beso es uno de los lugares más visitados por los turístas que vienen a la hermosa ciudad de Guanajuato, ahí se cuenta una leyenda que ya se ha hecho famosa, a quien guste de admirar la arquitectura colonial no deje de conocer el centro histórico y este callejón.""",México,Español,Móvil,14/5/2018
Masculino,41,Internacional,Muy bueno,4,8,"""¡Obligatorio!""","""Ir a Guanajuato y no ir al callejón del Beso es como ir a París y no visitar la Torre Eiffel. Guardando las distancias claro está. Es un lugar obligado por la cultura popular local y punto de encuentro de turistas. Saca la foto del recuerdo.""",Perú,Español,Móvil,11/5/2018
Masculino,61,Internacional,Excelente,5,62,"""So cute""","""Go and ask the locals about the story...walk with someone and steal a kiss...a great place to take pics.""",Estados Unidos,Inglés,PC,1/5/2018
Femenino,27,Nacional,Excelente,5,29,"""NOS DIMOS EL BESO""","""Las callejoneadas son lo más divertido los chicos son muy buenos en el servicio y entretenimiento para turistas locales nacionales y extranjeros.""",México,Español,PC,30/4/2018
Masculino,62,Internacional,Excelente,5,119,"""Kissing""","""We followed a tour group when they stopped at this street. Once we heard the story about the kissing Alley we kissed.""",Estados Unidos,Inglés,Móvil,27/4/2018
Femenino,34,Internacional,Muy bueno,4,32,"""¡Un lugar muy pintoresco!""","""Si van a Guanajuato sin duda el Callejón del beso es una de las historias que no te podras perder, estarás rodeado de un pueblo lleno de tradiciones y mejor aun si esta visita la puedes realizar con una persona especial tendrás la oportunidad de realizar esta bonita tradición.""",Argentina,Español,PC,27/4/2018
Femenino,48,Internacional,Excelente,5,54,"""Famous kiss alley""","""You will see the famous Kiss Alley by all he people gathered around taking photos. The two houses are only a few feet apart and the story says they could kiss each other from the balconies. Stop for a photo opp!!""",Estados Unidos,Inglés,Móvil,26/4/2018
Masculino,28,Internacional,Muy bueno,4,17,"""Bonito""","""Me parece un lugar bonito y la historia que cuentan es buena. Siempre lleven a una pareja para dar el tradicional beso.""",Panamá,Español,Móvil,21/4/2018
Masculino,39,Internacional,Excelente,5,133,"""Bueno, pero hay demasiadas personas""","""Sugiero que vaya temprano y llegue a la multitud. Ya sabes, este es un callejón de 34 cm de ancho, pero hay cientos de personas que quieren tomar fotos allí. Este callejón está muy cerca de la zona centro. La próxima vez, traeré algo de vino tinto a la plaza central que está a solo un paso de aquí.""",Estados Unidos,Chino,Móvil,18/4/2018
Masculino,39,Internacional,Excelente,5,133,"""Nice but crowded""","""I would suggest you to be here early before the crowds, have in mind that it's a 34 centimeter alley and there are hundreds of tourists trying to take a picture there.The alley is located walking distance from the main plaza. Next time I will bring some wine and enjoy it at the plaza a few steps away.""",Estados Unidos,Inglés,Móvil,18/4/2018
Masculino,33,Nacional,Excelente,5,134,"""Darte un beso con tu pareja es toda una tradición""","""Toda pareja debe visitar este callejón y darse un beso, es romántica la historia y también el inicio de la historia que se forma en ese lugar, la mayoría de las callejoneadas termina aquí así que es mejor que regreses más tarde para que tengan la oportunidad de darse un beso sin gente alrededor.""",México,Español,PC,17/4/2018
Femenino,65,Internacional,Muy bueno,4,72,"""Crowded""","""It's a cute little ""callejon"" arrive early if you want to capture a photo otherwise, you'll be waiting endlessly for your turn.""",Estados Unidos,Inglés,PC,16/4/2018
Masculino,30,Internacional,Regular,3,37,"""Divertido pero nada del otro mundo""","""Es pintorezco ir por los callejones de Guanajuato, este precisamente no es el más bonito pero no deja de ser pintorezco, lo divertido es que sea un lugar especial y con historia.""",España,Español,PC,16/4/2018
Masculino,62,Internacional,Regular,3,505,"""Obligatory Drop By While In Guanajuato""","""So ... perhaps the most, and certainly among the most, touristy drop by places in this lovely city. Free photo op from the street or pay a small charge to get a photo with your significant other from the terrace/balcony/ window.""",Estados Unidos,Inglés,Móvil,15/4/2018
Femenino,63,Internacional,Excelente,5,246,"""Spring break vacay""","""This place is a must visit, is an iconic part of Gto, the story is interesting very close to downtown, walking distance from Jardin Union, beautiful with the tradition to kiss your significant other on the 3rd step for good luck of the relationship.""",Estados Unidos,Inglés,Móvil,11/4/2018
Masculino,45,Internacional,Excelente,5,24,"""¡Imperdible!""","""Un lugar, que no puede dejar de visitarse, ya sea solo o en pareja, es un lugar mágico, hay que llegar y hacer fila, pero muy bien. Vale la pena.""",Argentina,Español,Móvil,10/4/2018
Masculino,,Nacional,Muy bueno,4,6,"""Simple y bello""","""Una buena leyenda...a lo Romeo y Julieta...es mejor combinarlo con una callejoneada que cuestan solo 100 pesos...interesante para un Guanajuato lleno de historias.""",México,Español,Móvil,9/4/2018
Femenino,33,Nacional,Muy bueno,4,9,"""Un must""","""Si estás en Guanajuato tienes que venir al callejón, para tomarte una foto en los balcones a te cobran $20 pesos, pero vale la pena.""",México,Español,PC,4/4/2018
Masculino,49,Nacional,Regular,3,44,"""Es tradicional pero…""","""Desafortunadamente lo comercial invadió y se adueñó del lugar, se hace fila para poder ""tomarse"" la foto, hay muchos que te cuentan la leyenda por dinero, que en sí no tiene nada de malo, pero se vuelve molesto que te insistan.

En fin, no veo como pudiera mejorarse, así que para aquellos que es forzoso ir a los lugares de tradición en sus viajes, lo único que les puedo recomendar para este lugar es que se armen con bastante paciencia.""",México,Español,PC,3/4/2018
Femenino,,Nacional,Muy bueno,4,8,"""Un punto de las callejoneadas""","""Recomiendo ampliamente las callejoneadas que ofrecen las distintas Estudiantinas. Son amenas, muy divertidas. Una forma diferente de conocer algunos puntos de la ciudad, entre otros, el callejón del beso: un lugar muy curioso.""",México,Español,Móvil,1/4/2018
Masculino,51,Internacional,Regular,3,49,"""No merece la pena""","""Hay que esperar una larga cola para estar en un callejón que aparte de la leyenda, poco más tiene. Hay muchos rincones más bonitos en Guanajuato con menos gente.""",Perú,Español,Móvil,31/3/2018
Masculino,52,Internacional,Excelente,5,15,"""Tradición""","""Negociazo. Dicta la tradición que hay que visitar este lugar para que cuente la visita a Guanajuato. Mucha gente, mucha basura y dinero de por medio. Pero se disfruta, se disfruta muchísimo…""",Panamá,Español,Móvil,31/3/2018
Femenino,33,Nacional,Regular,3,31,"""Guías falsos y muy lleno""","""Está atascado con fila de mínimo una hora solo para la foto y está lleno de guías falsos que solo son personas que te cuentan una leyenda para estarte cobrando dinero solo por escuchar aunque estes ahí junto. Si quieren conocerlo recomiendo ir muy temprano tomar la foto y retirarse ya que es pequeño el sitio y se llena muy rápido.""",México,Español,Móvil,29/3/2018
Femenino,64,Internacional,Regular,3,323,"""Interesting attraction""","""You can have a picture taken of the two of you leaning over balconies on opposite sides of the narrow alley to kiss.""",Canadá,Inglés,Móvil,28/3/2018
Masculino,39,Internacional,Malo,2,373,"""Super crowded""","""Small alley full of people and a balcony where people take pictures. its a tourist attraction but only for those who enjoy queuing to take a shot and say been there done that.""",Estados Unidos,Inglés,Móvil,25/3/2018
Femenino,51,Internacional,Excelente,5,47,"""You can outsmart the crowd""","""This can become a tourist trap, as everyone wants a picture kissing their sweetheart. You can find a path around it and instead of going up, go down. If you want to go up, you’ll have to wait in line, while everyone is taking pictures.""",Estados Unidos,Inglés,Móvil,25/3/2018
Femenino,42,Internacional,Excelente,5,36,"""Linda historia""","""La guía cuenta una bonita historia sobre estas escaleras. Debería participar en visitas turísticas a la ciudad. Según la historia, uno debería besar al compañero en las escaleras: la asociación debería traer otros 15 años de suerte.""",Alemania,Alemán,Móvil,21/3/2018
Masculino,42,Nacional,Muy bueno,4,159,¡UNA LEYENDA!,"""Vale la pena contratar a un guía que te de la explicación de la leyenda de este callejón y por supuesto cerrar la visita con un beso en el tercer escalón.""",México,Español,PC,21/3/2018
Femenino,47,Internacional,Regular,3,15,"""El beso""","""A menudo lleno de gente, estrecho, pero hiper turístico y de difícil acceso, por lo que la gente se aglomera para ver a los turistas besarse. La historia es linda, pero bueno, no es esencial, me decepcionó.""",Francia,Francés,PC,19/3/2018
Femenino,40,Internacional,Regular,3,13,"""¡Bueno…!""","""No era lo que yo esperaba estaba muy lleno fuimos en la noche no pudimos admirar pero estaba maltratado y es más comercial que histórico.""",Estados Unidos,Español,PC,19/3/2018
Masculino,70,Internacional,Malo,2,325,"""Silly""","""It is a lot of fun to wander around the Callejones de Guanajuato and there are plenty of interesting sights and vistas. This just isn't one of them. After reading the legend, the tiny flight of narrow stairs is completely anti-climactic. So what, they could kiss across the alley. Combine that with mobs of smooching tourists taking selfies, well, I just kept on walking, excusing myself by and got out of there.""",Estados Unidos,Inglés,Móvil,18/3/2018
Masculino,58,Internacional,Regular,3,196,"""Overrated and not romantic""","""Crowded place for photo taking lovers... overrated and a haste. Nothing for singles and not for romantic people.""",Canadá,Inglés,Móvil,18/3/2018
Masculino,29,Internacional,Muy bueno,4,79,"""Cute Photo Opportunity""","""Great place for photo opportunity with loved one(s). Cute history of Callejon del Beso.There could be a line waiting for their turn to take pictures. Please wait your turn and offer to take pictures for others.""",Estados Unidos,Inglés,PC,15/3/2018
Femenino,64,Internacional,Excelente,5,40,"""Kiss on the red step!""","""Guanajuato is a story book town with its winding allies and pedestrian streets. The folklore story of the Alley of the Kiss is romantic. We had no hesitation when out VIP tour guide from Bike Tour Queretaro told us to get in the alley and have a kiss!! We've had 34 good years, and now a kiss and a wish for 7 more! We love Guanajuato and would like to return for a week!!""",Canadá,Inglés,PC,13/3/2018
Masculino,37,Internacional,Muy bueno,4,99,"""Obligado en tu visita a Guanajuato""","""Por la riqueza cultural del punto y sus leyendas es algo que se debe recorrer y retratar si es que vas con tu pareja. Fuera de eso no ofrece mucho ya que solo es un pequeño y reducido callejon. Generalmente va incluido en los tours por el centro y recomiendo que si se comprara el tour de callejoneada, que se con alguno que explique esa historia.""",Argentina,Español,PC,12/3/2018
Masculino,32,Internacional,Regular,3,208,"""Un gran lugar para practicar la toma de fotografías o dejar fotos íntimas"" ","""Si no haces fotos cercanas o no aprovechas la oportunidad, este es definitivamente un buen lugar para practicar. Cada pareja aquí repite los mismos movimientos. Después de algunos ejercicios, definitivamente puedes disparar muy bien. Foto. Por supuesto, si quieres dejar recuerdos íntimos aquí, ponerlo en la pared o sobre la mesa en casa, este es definitivamente un buen lugar. No es tan fácil en el mundo encontrar a una chica que pueda besar el balcón.""",Taiwán,Chino,PC,10/3/2018
Masculino,25,Nacional,Excelente,5,3,"""Quick and must see""","""Walking distance away from Guanajuato Center, just go thru the alley and ask someone to take your picture.""",México,Inglés,Móvil,10/3/2018
Femenino,31,Internacional,Muy bueno,4,22,"""Visita muy rápida""","""Solo es como tradición pasar por ese callejón y darte un beso con tu pareja así como cierras un candado para simbolizar el cierre de compromiso.""",Paraguay,Español,Móvil,9/3/2018
Masculino,31,Internacional,Excelente,5,3,"""Romantic""","""This is a beautiful romantic spot in the city, it has a lot of interesting story behind it and the atmosphere is beautiful, but be aware, it's always packed with people so take that into consideration.""",Estados Unidos,Inglés,Móvil,8/3/2018
Femenino,47,Nacional,Muy bueno,4,83,"""Visita obligada para la foto""","""Es un callejón de escasos 70 cms de ancho que tiene su historia. Si vas a Guanajuato es obligada la visita al callejón.""",México,Español,PC,6/3/2018
Femenino,32,Nacional,Regular,3,81,"""Si vas con tu pareja no olvides la tradicional foto""","""El callejón del beso es un lugar muy típico pero la parte interesante de aquí es conocer la historia y lo sucedido, yo te recomiendo tomar un recorrido en el centro, una “callejoneada” que te va a costar 200 aproximadamente por persona. Y en algunas de ellas lo que hacen es escenificar con los mismos integrantes del público, la historia y lo sucedido. Ahí va a ser un poco difícil que te tomen la foto porque hay mucha gente, pero puedes regresar de día. Lo enriquecedor es la manera en que te cuentan lo sucedido.""",México,Español,Móvil,4/3/2018
Masculino,34,Internacional,Regular,3,156,"""Un beso no gratis ...""","""Una encantadora y adorable leyenda, pero si quieres subir al balcón y tomar fotos, ¡ten en cuenta que tienes que pagar! Entonces, ¿has contado la leyenda y tomas una foto de este encantador balcón al final de la calle?""",Francia,Francés,PC,3/3/2018
Masculino,41,Nacional,Excelente,5,32,"""Pintoresco""","""Una parada oficial si va uno a Guanajuato , mi sugerencia es ir con la Cervantina que hace la noche más agradable , una ciudad encantadora con más historia que la que uno piensa.""",México,Español,Móvil,2/3/2018
Masculino,48,Internacional,Pésimo,1,2606,"""Pega bobo""","""La visita dispensable, un callejón y una escalera, se llama callejón del beso, muy difundido por los lugares explotado por bobos queriendo dinero fácil con historias de felicidad eterna y cosas semejante.""",Brasil,Portugués,Móvil,1/3/2018
Masculino,53,Nacional,Excelente,5,53,"""Visita obligada""","""Es un lugar obligado cuando vienes a Guanajuato, conocer su leyenda y tomarse una foto en pareja o familiar.""",México,Español,Móvil,1/3/2018
Masculino,61,Internacional,Muy bueno,4,859,"""A LOVE LEGEND""","""From this “kissing alley” there are several legends based on an impossible love in which a couple gave each other the last kiss. The alley measures 68 centimeters width and it is said that couples must kiss on the third step to make their love last. It is a safe stop from the alleyways of Guanajuato. A peculiar site.""",Guatemala,Inglés,PC,27/2/2018
Masculino,50,Nacional,Excelente,5,28,"""Risas""","""Los guías que están allá de lo mas simpático, te cuentan anécdotas que te meas de la risa, te venden de todo allá.""",México,Español,PC,27/2/2018
Masculino,49,Internacional,Pésimo,1,239,"""¿Un camino de besos?""","""Es mucho tiempo, el dinero es necesario para que un amante de un cara a cara se bese con un camino y de alguna manera se tome una foto. Lucro de sentimientos.""",Japón,Japonés,Móvil,25/2/2018
Masculino,57,Internacional,Excelente,5,47,"""Ven antes de las 10:00""","""Un lugar con una historia muy interesante. No seas flojo y descubre esta historia. En este caso, este callejón se convierte no solo en un punto turístico en el mapa. Es increíble, pero aquí la gente vive en el callejón ... van a trabajar por la mañana. ¡Imagino cómo deberían vivir en ese lugar! Es mejor venir aquí por la mañana antes de las 10:00 y luego tendrá la oportunidad de considerar las cerraduras del amor usted mismo e incluso hacer un par de entretenidas tomas si tiene suerte.""",Rusia,Ruso,PC,23/2/2018
Femenino,26,Nacional,Muy bueno,4,14,"""Un callejón muy comercial""","""Existe una historia acerca de este callejón y el balcón y al momento de llegar a el, hay gente que desea explicarte esto por una aportación voluntaria, recomiendo tomar esta pequeña plática porque es una forma muy sencilla de apoyar a estas personas y de lo contrario sólo observarás el callejón sin saber la historia. El callejón ya es muy comercial y en verdad sólo vas con el afán de capturar tu foto. Lleguen temprano y eviten horas pico para visitarlo.""",México,Español,Móvil,23/2/2018
Masculino,46,Nacional,Excelente,5,86,"""UN LUGAR QUE DEBES IR""","""Este icónico callejón hay que conocerlo de dia y de noche ya que la iluminación hace un ambiente totalmente diferente, te sugiero que investigues un poco de la leyenda antes de ir.""",México,Español,PC,21/2/2018
Masculino,40,Internacional,Muy bueno,4,15,"""Fun walk in a historic area""","""Very interesting part of town. Lots of shopping, restaurants, historical buildings to see. The alley is a pedestrian walkway and very busy.""",Estados Unidos,Inglés,Móvil,19/2/2018
Femenino,30,Internacional,Regular,3,757,"""Neat""","""We had a difficult time finding the Alley of the Kiss and then stumbled on it accidentally. Definitely a popular place.""",Canadá,Inglés,Móvil,17/2/2018
Femenino,37,Internacional,Regular,3,7,"""Important for Mexicanos""","""This alley is akin to Romeo and Juliet only supposedly true. It has a real significance to people from Mexico so has cultural value. For a estadounidense like me it’s a cute little alley that gets very crowded with tourists.""",Estados Unidos,Inglés,Móvil,17/2/2018
Masculino,31,Internacional,Muy bueno,4,94,"""Why not?""","""One of those tourist attractions that you need to go just to check the list of things to do. They tell you a romantic-sad story like Romeo and Juliet.. take a picture and you are ready.""",Chile,Inglés,Móvil,15/2/2018
Femenino,29,Internacional,Regular,3,56,"""Paseo ordinario""","""Es un callejón muy normal. Si no encuentras un viaje especial, no te importará. Hay vendedores en la escena que le tomarán fotos y el precio no es caro. Puedes visitar con la mentalidad de este viaje.""",China,Chino,PC,11/2/2018
Masculino,52,Internacional,Regular,3,127,"""Okay""","""All it is is a very narrow alley with balconies on either side where you can pose with your beloved if you are inclined and the residences are open. Also lots of locks on several of the window grills. Don’t bother making a special trip to see, it is mediocre at best.""",Canadá,Inglés,Móvil,8/2/2018
Femenino,45,Internacional,Regular,3,34,"""Una linda historia""","""Uno de los tantos callejones de esta hermosa ciuadad colonial. Adornada por una linda historia, sobre tres escalones y un amor fatdico. Nada sorprendete.""",España,Español,PC,8/2/2018
Masculino,18,Nacional,Muy bueno,4,69,"""¡Parada obligada!""","""La foto no puede faltar en este paradero, y si vas en pareja es un requisito obligatorio para visitar Guanajuato, afortunadamente no había mucha gente, romántico.""",México,Español,Móvil,5/2/2018
Masculino,44,Nacional,Excelente,5,10,"""Callejón de los enamorados""","""Lugar muy romántico es muy acogedor y tiene una historia de unos enamorados que lucharon por su amor.""",México,Español,Móvil,4/2/2018
Femenino,27,Internacional,Regular,3,8,"""Potentially uncomfortable""","""As a group of friends, we were unable to kiss for our photo, and it was hard to fit all three of us on the steps. However, it was still a popular place to visit, so we went. ¯\_(ツ)_/¯""",Estados Unidos,Inglés,Móvil,28/1/2018
Femenino,56,Internacional,Excelente,5,67,"""Un beso para la vida""","""Lugar imperdible para los apasionados hacer juras de amor e inmortalizar un beso, en un balcón lleno de historia en una calle tipica de Guanajuato. Reza la leyenda que por la proximidad de los balcones dos jóvenes se apasionaron y cantaban besos por la noche en el balcón. El padre de la joven enfurecido por el noviazgo mató a su hija y el joven apasionado al saber, se arrojó del balcón donde cayó con el cuello en el tercer peldaño donde se le dio el beso. En el fondo hay guías espontáneas que cuentan la historia a los curiosos y arriba en la casa, que hoy es una tienda de artesanía tiene que pagarse para acceder al balcón ... En México todo se paga ... pero vale la pena por la leyenda y, por el beso y hasta por la hermosa foto.""",Portugal,Portugués,Móvil,28/1/2018
Masculino,25,Nacional,Excelente,5,53,"""¡Tienes que besar!""","""Si vas a Guanajuato tienes que ir a este lugar, no seas amargado y disfruta de una historia de amor y muerte! hay un muchacho que te toma la foto y te la imprime en un folleto que es un bonito recuerdo.""",México,Español,PC,28/1/2018
Masculino,48,Internacional,Regular,3,341,"""Historia ficticia y colas""","""Las calles son hermosas, y en las laderas empinadas, los balcones están llenos de flores. Si ves lo que ves en la imagen, entonces aquí está. Invitamos a un guía turístico privado a caminar por la ciudad y tomamos esta calle. La leyenda es falsa El equipo esperando para tomar una foto de un beso con una pareja es demasiado largo. Créanme, hay más lugares románticos para tomar una foto de beso.""",Estados Unidos,Chino,PC,22/1/2018
Masculino,48,Internacional,Regular,3,341,"""Fictional Story and Lines""","""The street is pretty, up a steep hill with balconies filled with flowers that almost toucl 
That is it if what you see in the picture is what you see in person. We had hired a private guide for a walking tour of the City and we walked by the street. The legend is false. The line to have a picture taken of you kissing your significant other was long Believe me there are more romantic places for having your picture taken kissing.""",Estados Unidos,Inglés,PC,22/1/2018
Femenino,22,Nacional,Muy bueno,4,18,"""Historia de amor""","""Sin duda llegar ahí después de una callejoneada es lo mejor. No puedes dejar de tomarte la foto en el escalón indicado. :)""",México,Español,Móvil,22/1/2018
Masculino,68,Nacional,Excelente,5,42,"""Typical narrow Guanajuato street""","""It's a very narrow street, with mostly stairs, very steep. Beautiful balconies with flowers. Must visit in Guanajuato.""",México,Inglés,PC,17/1/2018
Masculino,64,Internacional,Malo,2,527,"""Rubbish - plain and simpel""","""So the story of the alley is entirely fictional. All this is is an alley where two balconies got built so close to each other that you could kiss across them. Someone spotted a tourism opportunity and the Callejon del Beso was born. If you value your time so little that you would wait in line to have your picture taken here then fill your boots.""",España,Inglés,PC,14/1/2018
Masculino,26,Internacional,Muy bueno,4,22,"""A romantic alley with a story""","""I attended a musical street concert where the band takes the audience in a tour in the allies telling the story behind each one. It was really interesting when they took us to this alley and performed a role play to tell its story. They are speaking in Spanish of course but I was lucky to have a friend from Guatemala.""",Egipto,Inglés,Móvil,13/1/2018
Femenino,,Internacional,Excelente,5,7,"""Romantic""","""A really romantic story is behind this alley. It’s a must go and take a picture there with your loved one.""",Estados Unidos,Inglés,Móvil,13/1/2018
Femenino,28,Internacional,Excelente,5,59,"""Lugar muy curioso""","""Es muy bonito oír la leyenda del callejón y sus famosos personajes. Muy romántico conocerlo en pareja y hacerse la típica foto.""",España,Español,Móvil,13/1/2018
Femenino,17,Nacional,Excelente,5,25,"""¡No puede faltar la foto!""","""Para mí el callejón del beso es la atracción principal de Guanajuato, ya que en un momento simboliza el encanto de esta ciudad hecha de callejones y tradición. No dejen de ir.""",México,Español,PC,12/1/2018
